代码,名称,总市值
SZ300635,中达安,2692359500
SH603200,上海洗霸,2700571100
SZ002213,大为股份,2700660000
SZ003017,大洋生物,2701200000
SH605003,众望布艺,2701600000
SZ003036,泰坦股份,2704320000
SH688350,富淼科技,2704401000
SZ300538,同益股份,2706038800
SH603506,南都物业,2713388900
SZ300612,宣亚国际,2713500000
SH600865,百大集团,2716455100
SZ300885,海昌新材,2718400000
SH603679,华体科技,2719136900
SH603507,振江股份,2723177500
SZ002069,獐子岛,2723559700
SH600215,*ST经开,2725092700
SZ002765,蓝黛科技,2726330900
SH603665,康隆达,2726509700
SZ000068,华控赛格,2728079700
SH600558,大西洋,2728718700
SZ003003,天元股份,2730324000
SZ300375,鹏翎股份,2730713000
SH603778,乾景园林,2732142900
SH603706,东方环宇,2734686400
SH603221,爱丽家居,2736000000
SZ000753,漳州发展,2736487800
SZ300490,华自科技,2738473800
SZ000806,*ST银河,2738780300
SH603598,引力传媒,2744117200
SH601086,国芳集团,2750580000
SZ002433,太安堂,2752715800
SZ300262,巴安水务,2752742400
SH603828,柯利达,2753175300
SZ002427,ST尤夫,2754832100
SZ002842,翔鹭钨业,2755589000
SZ300178,腾邦国际,2755792100
SZ300089,文化长城,2756455900
SH600386,北巴传媒,2757888000
SZ002365,永安药业,2758228200
SH605186,健麾信息,2762160000
SZ002721,金一文化,2764586500
SZ002909,集泰股份,2766458400
SZ002012,凯恩股份,2768342800
SH603017,中衡设计,2770845400
SH603351,威尔药业,2771441400
SZ300148,天舟文化,2773808600
SZ002451,摩恩电气,2775744000
SZ002879,长缆科技,2776887900
SZ300301,长方集团,2781182900
SZ000812,陕西金叶,2782667300
SZ300245,天玑科技,2783502500
SZ002485,希努尔,2785280000
SH605088,冠盛股份,2787200000
SZ000510,新金路,2790054700
SH603028,赛福天,2790912000
SZ300629,新劲刚,2790989000
SZ300289,利德曼,2791574700
SZ300675,建科院,2792534000
SZ002825,纳尔股份,2794340500
SZ002147,*ST新光,2796956900
SZ300179,四方达,2797902100
SZ002006,精功科技,2803785600
SH600152,维科技术,2807132700
SZ300385,雪浪环境,2808420200
SZ000635,英 力 特,2809622100
SZ002796,世嘉科技,2812036200
SZ300117,嘉寓股份,2816866800
SZ002172,澳洋健康,2818627300
SZ002587,奥拓电子,2819489200
SH600387,海越能源,2822911100
SZ300410,正业科技,2826272000
SZ000838,财信发展,2828187800
SH688500,慧辰资讯,2832087100
SH600249,两面针,2832500000
SZ000731,四川美丰,2833210000
SZ300201,海伦哲,2841715700
SZ300466,赛摩智能,2843663800
SH603214,爱婴室,2845632400
SZ002823,凯中精密,2847879900
SZ300733,西菱动力,2848000000
SH600084,ST中葡,2854266100
SH688058,宝兰德,2854400000
SZ300622,博士眼镜,2857976300
SZ002229,鸿博股份,2860496100
SH603001,奥康国际,2867007000
SH600345,长江通信,2867040000
SZ300462,华铭智能,2867276300
SH688160,步科股份,2869440000
SZ002187,广百股份,2869501100
SH605277,新亚电子,2871628800
SZ002586,*ST围海,2872001500
SZ002863,今飞凯达,2873052400
SZ300513,恒实科技,2873411000
SZ002642,荣联科技,2874644500
SH600107,美尔雅,2876400000
SZ002577,雷柏科技,2876889600
SZ300272,开能健康,2878588600
SZ300050,世纪鼎利,2880847500
SZ300493,润欣科技,2881496500
SZ000545,金浦钛业,2881552600
SZ300691,联合光电,2883569800
SZ000971,*ST高升,2883622800
SZ002330,得利斯,2886500000
SZ300018,中元股份,2889797500
SZ000920,南方汇通,2890700000
SZ002105,信隆健康,2896410000
SZ002628,成都路桥,2896421600
SZ002788,鹭燕医药,2898334900
SH688607,康众医疗,2899445000
SZ003020,立方制药,2901484800
SZ002264,新 华 都,2902550900
SH600359,新农开发,2903312600
SH600866,星湖科技,2904345300
SZ300452,山河药辅,2905519800
SZ300828,锐新科技,2906980800
SH600695,绿庭投资,2908530300
SZ300929,华骐环保,2908576700
SH603339,四方科技,2908747000
SZ000004,国华网安,2909877800
SZ003002,壶化股份,2910000000
SH603648,畅联股份,2912466900
SZ300931,通用电梯,2912971000
SZ300543,朗科智能,2914732200
SZ002712,思美传媒,2917636500
SZ002173,创新医疗,2920177900
SZ300152,科融环境,2922480000
SH688589,力合微,2924000000
SZ000868,ST安凯,2925983400
SZ300011,鼎汉技术,2927328000
SZ300921,南凌科技,2927723900
SZ000911,南宁糖业,2929691700
SZ002634,棒杰股份,2930669000
SH603948,建业股份,2931200000
SZ300713,英可瑞,2931862500
SZ300560,中富通,2932456800
SH603988,中电电机,2935296000
SH600807,济南高新,2936987300
SZ002999,天禾股份,2937152400
SH603999,读者传媒,2937600000
SH603716,塞力医疗,2938032700
SZ300549,优德精密,2938813600
SZ300494,盛天网络,2940000000
SH603020,爱普股份,2940800000
SZ300489,中飞股份,2941661300
SH603991,至正股份,2943387100
SH688571,杭华股份,2944000000
SZ003001,中岩大地,2944412000
SH603585,苏利股份,2946600000
SZ002763,汇洁股份,2948913500
SH603788,宁波高发,2948920200
SZ002343,慈文传媒,2954187000
SH600439,瑞贝卡,2954482000
SH603138,海量数据,2956674000
SZ002679,福建金森,2958737800
SZ002490,山东墨龙,2960017600
SH605169,洪通燃气,2963200000
SZ002087,新野纺织,2964963400
SZ300305,裕兴股份,2965493300
SZ300930,屹通新材,2967000000
SZ300506,名家汇,2967357400
SZ300563,神宇股份,2969725900
SZ002824,和胜股份,2976970600
SH600333,长春燃气,2978160000
SH603083,剑桥科技,2978724900
SZ300414,中光防雷,2981053200
SH605218,伟时电子,2981796800
SH601518,吉林高速,2984373200
SH603978,深圳新星,2985600000
SZ002561,徐家汇,2989336000
SZ300711,广哈通信,2990047300
SZ002564,天沃科技,2990651000
SH600405,动力源,2991863000
SZ300732,设研院,2991885800
SZ300851,交大思诺,2993117000
SZ002412,汉森制药,2994040000
SH688689,银河微电,2994288000
SZ000833,粤桂股份,2994440300
SZ002686,亿利达,2995405000
SH600505,西昌电力,2996744900
SZ002253,川大智胜,2998570800
SZ002350,北京科锐,2999300600
SH603095,越剑智能,3000360000
SZ300239,东宝生物,3000408100
SZ300300,海峡创新,3001144200
SZ002708,光洋股份,3002452200
SZ000514,渝 开 发,3003824600
SZ002455,百川股份,3003845900
SZ002892,科力尔,3004416800
SZ002259,*ST升达,3009313100
SZ002753,永东股份,3011016500
SH600321,正源股份,3021100000
SH603912,佳力图,3021574100
SZ002654,万润科技,3025789400
SH603586,金麒麟,3040475100
SZ002397,梦洁股份,3040628400
SH688022,瀚川智能,3043440000
SZ002619,艾格拉斯,3044078800
SZ002040,南 京 港,3044151200
SZ300209,天泽信息,3046633300
SZ300899,上海凯鑫,3048849700
SZ002325,洪涛股份,3049772500
SZ300211,亿通科技,3057027300
SZ002995,天地在线,3057597600
SH601177,杭齿前进,3060459000
SZ002827,高争民爆,3060840000
SH603040,新坐标,3060950200
SH600843,上工申贝,3061130000
SH603109,神驰机电,3065403000
SH688386,泛亚微透,3066000000
SZ002630,华西能源,3070080000
SH688590,新致软件,3070715900
SZ300424,航新科技,3072652600
SZ300062,中能电气,3073840000
SZ002590,万安科技,3074536800
SZ002360,同德化工,3074565800
SH600173,卧龙地产,3077342800
SZ300107,建新股份,3080943200
SZ300678,中科信息,3081600000
SZ002090,金智科技,3084541500
SZ300565,科信技术,3084640000
SZ002369,卓翼科技,3085715200
SZ300288,朗玛信息,3088784400
SZ002723,金莱特,3089900600
SZ002521,齐峰新材,3091786400
SH605258,协和电子,3093200000
SH603058,永吉股份,3096959800
SZ300812,易天股份,3097366900
SH603897,长城科技,3098873600
SZ300938,信测标准,3100713000
SH603003,龙宇燃油,3103166400
SZ000836,富通信息,3105729900
SH600593,大连圣亚,3106656000
SH603031,安德利,3108000000
SZ000995,皇台酒业,3108188200
SZ000919,金陵药业,3109680000
SH603982,泉峰汽车,3109858400
SZ300286,安科瑞,3110176400
SH605303,园林股份,3110269600
SZ300533,冰川网络,3110678300
SH688377,迪威尔,3110778700
SZ002447,*ST晨鑫,3111280700
SH603115,海星股份,3113760000
SZ000737,ST南风,3116956800
SZ300277,海联讯,3118850000
SZ300402,宝色股份,3118880000
SZ002471,中超控股,3119280000
SZ002613,北玻股份,3120776100
SZ300243,瑞丰高材,3122419100
SZ002729,好利来,3123291200
SZ000520,长航凤凰,3127337900
SZ300249,依米康,3127911900
SZ000722,湖南发展,3128426800
SH605058,澳弘电子,3130034500
SZ002137,实益达,3130076300
SZ300040,九洲集团,3130686000
SZ000570,苏常柴Ａ,3132468700
SH600836,*ST界龙,3134822000
SZ300260,新莱应材,3135580800
SH601616,广电电气,3143532000
SZ002972,科安达,3147312000
SZ002923,润都股份,3149340800
SZ002379,宏创控股,3149760000
SZ002559,亚威股份,3151052200
SZ002732,燕塘乳业,3153294000
SH600237,铜峰电子,3154825900
SZ300030,阳普医疗,3158981200
SZ000056,皇庭国际,3159482300
SH600290,*ST华仪,3161198600
SZ002750,龙津药业,3163950000
SZ000404,长虹华意,3166781700
SZ002606,大连电瓷,3166939100
SH688393,安必平,3168893000
SZ300926,博俊科技,3169574800
SZ002860,星帅尔,3171412900
SH603333,尚纬股份,3171420500
SZ002713,东易日盛,3171699600
SZ300550,和仁科技,3171818600
SZ002474,榕基软件,3173220000
SZ002627,宜昌交运,3174036900
SH603810,丰山集团,3178989000
SZ002037,保利联合,3179317000
SH688698,伟创电气,3180600000
SZ300753,爱朋医疗,3181661600
SZ300228,富瑞特装,3182062000
SZ002997,瑞鹄模具,3183624000
SZ300907,康平科技,3185280000
SH600683,京投发展,3185343700
SH603309,维力医疗,3187600000
SZ300320,海达股份,3192553600
SZ300647,超频三,3193383400
SH688077,大地熊,3193600000
SZ300425,中建环能,3196102600
SZ300038,ST数知,3199088000
SZ300512,中亚股份,3200418000
SZ002971,和远气体,3201600000
SZ002584,西陇科学,3206986000
SZ000909,数源科技,3208568200
SZ002095,生 意 宝,3209544000
SH600533,栖霞建设,3213000000
SZ300096,易联众,3216400000
SZ002942,新农股份,3217200000
SH601999,出版传媒,3217341800
SZ300172,中电环保,3217991200
SZ000010,美丽生态,3222029000
SZ300111,向日葵,3225024000
SZ002452,长高集团,3225228400
SZ300214,日科化学,3227659600
SZ002546,新联电子,3227770000
SZ300507,苏奥传感,3228082800
SH603217,元利科技,3228460500
SZ300865,大宏立,3229200000
SH603663,三祥新材,3229536300
SZ000628,高新发展,3230407600
SZ002448,中原内配,3232852400
SH600218,全柴动力,3233981400
SZ003018,金富科技,3234400000
SH688316,青云科技-U,3236920300
SZ000965,天保基建,3240706200
SZ002227,奥 特 迅,3244987800
SZ002160,常铝股份,3245974500
SH600644,乐山电力,3246556000
SZ002196,方正电机,3248055900
SH600178,东安动力,3248422400
SH600805,悦达投资,3250417000
SZ002743,富煌钢构,3255808200
SZ300570,太辰光,3259054700
SZ000955,欣龙控股,3262673700
SH605399,晨光新材,3266000000
SZ300434,金石亚药,3266177700
SZ002186,全 聚 德,3269717900
SH600626,申达股份,3272798700
SZ002702,海欣食品,3273975600
SZ300721,怡达股份,3277941400
SH600784,鲁银投资,3278386200
SZ000798,中水渔业,3280802900
SH600408,ST安泰,3282168000
SZ002674,兴业科技,3283458100
SZ300057,万顺新材,3285133200
SH600571,信雅达,3285795200
SZ002523,天桥起重,3286606700
SH600568,*ST中珠,3288235000
SH603336,宏辉果蔬,3289678000
SH688556,高测股份,3292057500
SZ300241,瑞丰光电,3295139000
SZ300392,腾信股份,3298560000
SH603689,皖天然气,3302880000
SH688628,优利德,3305500000
SZ000411,英特集团,3305922300
SH688398,赛特新材,3306400000
SH600858,银座股份,3307623500
SH603867,新化股份,3311150000
SZ000862,银星能源,3318759300
SZ002286,保龄宝,3319611400
SZ002119,康强电子,3321263400
SZ002663,普邦股份,3322397300
SZ002889,东方嘉盛,3322720400
SZ300353,东土科技,3326485600
SZ002772,众兴菌业,3327839900
SH603238,诺邦股份,3327850400
SH688070,纵横股份,3328040000
SH688560,明冠新材,3329340200
SZ300230,永利股份,3330120600
SZ300541,先进数通,3334269000
SZ002992,宝明科技,3334516200
SZ300004,南风股份,3335955500
SZ300545,联得装备,3336797100
SH688258,卓易信息,3338263500
SZ002689,远大智能,3338594300
SH688312,燕麦科技,3338749300
SZ300140,中环装备,3341048500
SZ300103,达刚控股,3341162500
SZ000421,南京公用,3344258100
SH603165,荣晟环保,3345983400
SH600653,申华控股,3347774100
SZ002333,ST罗普,3347856500
SZ300636,同和药业,3347976500
SZ300701,森霸传感,3350400000
SH600135,乐凯胶片,3353041000
SH603390,通达电气,3355093800
SZ002279,久其软件,3357126300
SH603116,红蜻蜓,3359250700
SZ000852,石化机械,3359253600
SZ300400,劲拓股份,3360367300
SH603232,格尔软件,3361900500
SZ002393,力生制药,3364470100
SH688288,鸿泉物联,3366000000
SZ002077,*ST大港,3366021400
SH605166,聚合顺,3366886500
SH603949,雪龙集团,3367387900
SZ300460,惠伦晶体,3368849500
SH603825,华扬联众,3369794200
SZ002394,联发股份,3370895300
SZ300542,新晨科技,3372938300
SH603768,常青股份,3376200000
SZ002329,皇氏集团,3384065700
SH603188,ST亚邦,3386880000
SZ002161,远 望 谷,3388088900
SZ002339,积成电子,3388147800
SZ002953,日丰股份,3390643000
SH600579,克劳斯,3392179500
SZ300893,松原股份,3397000000
SZ300906,日月明,3401600000
SZ000599,青岛双星,3404153200
SZ002933,新兴装备,3405497000
SH603861,白云电器,3406431400
SZ300367,ST网力,3407951700
SH603968,醋化股份,3410726400
SH603227,雪峰科技,3412724700
SH603839,安正时尚,3412871900
SH603967,中创物流,3413333800
SZ000428,华天酒店,3413402100
SH603878,武进不锈,3414465400
SZ000530,冰山冷热,3415010700
SZ300374,中铁装配,3418181500
SZ000587,*ST金洲,3419236400
SZ002881,美格智能,3419507700
SH605178,时空科技,3420635500
SH600960,渤海汽车,3421855900
SZ300530,达志科技,3429652300
SZ300658,延江股份,3430002000
SZ000616,海航投资,3432562600
SH603789,星光农机,3437200000
SZ000407,胜利股份,3441131000
SZ002009,天奇股份,3442404200
SZ300757,罗博特科,3443440000
SH603396,金辰股份,3446290700
SH600222,太龙药业,3449056600
SZ000888,峨眉山Ａ,3451280800
SZ300351,永贵电器,3452776700
SH603386,广东骏亚,3454938200
SZ003010,若羽臣,3459926500
SZ300819,聚杰微纤,3460561300
SZ300947,德必集团,3460662100
SZ300561,汇金科技,3461098900
SZ300095,华伍股份,3461417200
SZ300221,银禧科技,3464565400
SH603611,诺力股份,3465386000
SZ300411,金盾股份,3468260700
SH601113,ST华鼎,3470102500
SZ002395,双象股份,3473306600
SZ300913,兆龙互连,3479000000
SZ300731,科创新源,3484161000
SZ002165,红 宝 丽,3485916500
SZ002297,博云新材,3487731300
SZ002571,德力股份,3488361200
SZ002096,南岭民爆,3490097800
SZ000525,红 太 阳,3490445000
SZ003019,宸展光电,3493120000
SH603519,立霸股份,3493333500
SH603681,永冠新材,3493425900
SH600070,浙江富润,3497039000
SZ000551,创元科技,3500703500
SZ300811,铂科新材,3504384000
SH600802,福建水泥,3505600300
SZ300580,贝斯特,3506000000
SH601199,江南水务,3507038600
SZ300447,全信股份,3507384500
SZ002328,新朋股份,3511291200
SZ002170,芭田股份,3511976000
SH603319,湘油泵,3513474700
SH688678,福立旺,3515538000
SH603757,大元泵业,3515891300
SZ000948,南天信息,3518159200
SZ300063,天龙集团,3518447100
SZ002101,广东鸿图,3519620800
SZ000815,美利云,3524983600
SZ300265,通光线缆,3529113100
SZ002866,传艺科技,3529757000
SZ002813,路畅科技,3531600000
SZ002846,英联股份,3531673700
SZ300246,宝莱特,3533868700
SH600371,万向德农,3543119600
SZ002905,金逸影视,3548697600
SZ002886,沃特股份,3549207700
SZ300876,蒙泰高新,3552000000
SH600961,株冶集团,3555066300
SZ000417,合肥百货,3556272000
SH603797,联泰环保,3557716100
SH603496,恒为科技,3561271200
SH600106,重庆路桥,3561787200
SZ300471,厚普股份,3563314400
SH600381,青海春天,3563458700
SZ300641,正丹股份,3564288000
SH600538,国发股份,3567046300
SH603966,法兰泰克,3567665000
SZ300100,双林股份,3569560700
SZ300440,运达科技,3575040000
SZ300109,新开源,3576373600
SZ300343,联创股份,3576940600
SH600077,宋都股份,3578126600
SH603558,健盛集团,3580664600
SH603630,拉芳家化,3584443200
SZ002669,康达新材,3585399500
SH603739,蔚蓝生物,3588274400
SH600136,当代文体,3589558300
SH600551,时代出版,3591359600
SZ300562,乐心医疗,3601556500
SH600186,莲花健康,3601601500
SZ000529,广弘控股,3601986300
SZ002355,兴民智通,3605514000
SZ000779,甘咨询,3605533300
SZ000532,华金资本,3609096300
SZ300582,英飞特,3610466700
SZ002246,北化股份,3612648900
SH603136,天目湖,3613067300
SZ300727,润禾材料,3616080000
SZ002962,五方光电,3619098200
SZ000996,中国中期,3622500000
SZ002552,宝鼎科技,3622728600
SZ300882,万胜智能,3623118300
SZ002785,万里石,3624000000
SZ300193,佳士科技,3624344400
SH603660,苏州科达,3624770300
SZ300290,荣科科技,3626994500
SZ003027,同兴环保,3628006200
SH601188,龙江交通,3631824900
SZ300902,国安达,3633352200
SH603676,卫信康,3633570000
SZ300077,国民技术,3635649800
SZ002915,中欣氟材,3639724900
SZ300835,龙磁科技,3640918400
SH603803,瑞斯康达,3642130600
SH603629,利通电子,3647000000
SH688669,聚石化学,3649333400
SZ300943,春晖智控,3649736800
SH688025,杰普特,3650406100
SZ002666,德联集团,3650953700
SZ300155,安居宝,3651450400
SZ300231,银信科技,3651747800
SH600829,人民同泰,3653298200
SH600327,大东方,3654139400
SZ300125,聆达股份,3655934900
SH600774,汉商集团,3658401800
SZ300600,国瑞科技,3663100900
SZ000925,众合科技,3664297900
SZ300311,任子行,3664548000
SZ003038,鑫铂股份,3668902000
SH600479,千金药业,3674492500
SH600200,江苏吴中,3675926400
SH600239,云南城投,3677023000
SZ002349,精华制药,3677187200
SH605081,太和水,3677796300
SZ002338,奥普光电,3679200000
SZ300936,中英科技,3679536000
SZ000850,华茂股份,3680293500
SH605336,帅丰电器,3680512000
SZ000422,ST宜化,3681253500
SZ002404,嘉欣丝绸,3685557800
SH600203,福日电子,3688092700
SZ300213,佳讯飞鸿,3690438700
SZ002644,佛慈制药,3692050100
SH688378,奥来德,3694134700
SH603326,我乐家居,3695686200
SZ002162,悦心健康,3696845800
SH603970,中农立华,3699841800
SZ300064,ST金刚,3700813100
SZ000897,津滨发展,3703553400
SZ300928,华安鑫创,3709600000
SZ002358,森源电气,3709730300
SZ002940,昂利康,3713141900
SH600081,东风科技,3715686000
SH603600,永艺股份,3717880300
SH603079,圣达生物,3719936100
SZ002011,盾安环境,3723881500
SH605100,华丰股份,3728100000
SH603738,泰晶科技,3729497700
SZ300718,长盛轴承,3734280000
SH600318,新力金融,3737293000
SH603682,锦和商业,3737475000
SZ002377,国创高新,3738606800
SZ002783,凯龙股份,3739840100
SH605177,东亚药业,3740848000
SZ000821,京山轻机,3746117500
SH688357,建龙微纳,3746736000
SZ002937,兴瑞科技,3748833900
SZ300359,全通教育,3751287500
SH603380,易德龙,3753600000
SZ002983,芯瑞达,3754520000
SZ002900,哈三联,3754876600
SZ000962,东方钽业,3755894100
SZ002401,中远海科,3758924700
SZ002177,御银股份,3760285000
SH600526,菲达环保,3760670100
SZ003015,日久光电,3760672000
SZ300917,特发服务,3764000000
SH600629,华建集团,3764007400
SH603360,百傲化学,3766001600
SZ300599,雄塑科技,3766560000
SH603619,中曼石油,3768000900
SH600501,航天晨光,3770488200
SZ002527,新时达,3770871400
SZ000780,*ST平能,3773219500
SZ000993,闽东电力,3773520000
SZ002443,金洲管道,3773882500
SH688358,祥生医疗,3774400000
SH688529,豪森股份,3776000000
SH688665,四方光电,3778600000
SH603727,博迈科,3779896800
SH600351,亚宝药业,3780700100
SH603366,日出东方,3784000000
SZ300695,兆丰股份,3784626300
SH605500,森林包装,3786000000
SZ300391,康跃科技,3787133400
SZ002480,新筑股份,3792001500
SH603969,银龙股份,3792910000
SH603012,创力集团,3793897600
SZ002553,南方轴承,3796680000
SH601789,宁波建工,3796951200
SH603067,振华股份,3797665200
SZ002657,中科金财,3797737700
SZ300477,合纵科技,3798369200
SZ002284,亚太股份,3798797000
SZ002496,*ST辉丰,3799126000
SZ000665,湖北广电,3799898000
SZ300444,双杰电气,3800339000
SZ300503,昊志机电,3802613900
SZ002083,孚日股份,3804583400
SZ300161,华中数控,3806025100
SH600995,文山电力,3809070100
SZ300465,高伟达,3810882100
SZ300403,汉宇集团,3810960000
SH600291,西水股份,3814794700
SZ002305,南国置业,3815274700
SZ000908,景峰医药,3818220700
SH603703,盛洋科技,3822208000
SH603776,永安行,3826632000
SZ300480,光力科技,3827427500
SH600467,好当家,3827805100
SZ002115,三维通信,3828582000
SZ300752,隆利科技,3833815000
SZ002454,松芝股份,3834347800
SZ300205,天喻信息,3836099500
SZ300620,光库科技,3840405200
SZ002313,日海智能,3841344000
SZ300204,舒泰神,3841598800
SZ300586,美联新材,3844105600
SH600693,东百集团,3844420800
SZ300843,胜蓝股份,3844598000
SH603035,常熟汽饰,3850693800
SZ300603,立昂技术,3852779300
SH603189,网达软件,3852960000
SH600753,东方银星,3854592000
SZ300120,经纬辉开,3855169800
SZ002380,科远智慧,3856665800
SZ000504,ST生物,3857284900
SZ002799,环球印务,3859200000
SZ002947,恒铭达,3861543600
SZ000802,北京文化,3865861400
SH605366,宏柏新材,3867800000
SZ000788,北大医药,3867958400
SZ300366,创意信息,3868240500
SZ300797,钢研纳克,3869438000
SZ002882,金龙羽,3870126000
SH603687,大胜达,3870273900
SZ300840,酷特智能,3871200000
SZ300094,国联水产,3871342600
SH688011,新光光电,3872000000
SZ300173,福能东方,3872004400
SZ300504,天邑股份,3872067800
SZ002140,东华科技,3872101700
SH600088,中视传媒,3873660300
SZ300790,宇瞳光学,3874597000
SZ000759,中百集团,3875012300
SZ000521,长虹美菱,3875458100
SH600238,ST椰岛,3881412000
SZ002688,金河生物,3881619800
SZ002986,宇新股份,3881895000
SH603166,福达股份,3883642700
SZ300217,东方电热,3884155800
SH600716,凤凰股份,3884651400
SH600824,益民集团,3889359900
SZ002197,证通电子,3894586500
SZ002361,神剑股份,3894719600
SZ300916,朗特智能,3895218400
SH603365,水星家纺,3896048700
SZ300518,盛讯达,3899717200
SH603220,中贝通信,3901128000
SZ002526,山东矿机,3904318500
SH601996,丰林集团,3906573700
SZ000607,华媒控股,3907961900
SZ300693,盛弘股份,3908445400
SZ002201,九鼎新材,3909817400
SZ300310,宜通世纪,3914563900
SZ002852,道道全,3915950000
SH600731,湖南海利,3918106400
SH688338,赛科希德,3919104000
SZ002118,紫鑫药业,3919125100
SH600117,西宁特钢,3919193400
SH603197,保隆科技,3921909200
SZ300422,博世科,3923245900
SZ300881,盛德鑫泰,3930000000
SZ000957,中通客车,3930953100
SZ300202,聚龙股份,3934448600
SZ002031,巨轮智能,3936918200
SZ300237,美晨生态,3937826500
SH603158,腾龙股份,3938027300
SZ300719,安达维尔,3938662400
SZ000766,通化金马,3943298400
SZ002383,合众思壮,3944973000
SH688456,有研粉材,3946336200
SH600469,风神股份,3948140800
SZ000561,烽火电子,3948640900
SZ300520,科大国创,3952318600
SZ002084,海鸥住工,3954287500
SH603938,三孚股份,3956889900
SH600283,钱江水利,3960612400
SZ002554,惠博普,3961016000
SH600368,五洲交通,3962224900
SZ300648,星云股份,3965041900
SH688569,铁科轨道,3966854000
SH600814,杭州解百,3968398500
SZ300043,星辉娱乐,3968992900
SH600419,天润乳业,3972584200
SH603856,东宏股份,3974426300
SH603777,来伊份,3978263200
SH600979,广安爱众,3980199100
SH600071,凤凰光学,3984270500
SZ000973,佛塑科技,3985783500
SZ300200,高盟新材,3989504100
SZ002029,七 匹 狼,3989937600
SH600396,金山股份,3991035500
SZ002432,九安医疗,3991549200
SH603078,江化微,3991803800
SZ002878,元隆雅图,3992096300
SH600165,新日恒力,3992872400
SH600638,新黄浦,3993242900
SZ002510,天汽模,3994646700
SZ002897,意华股份,3995431500
SZ300044,赛为智能,4004388800
SH600727,鲁北化工,4006660200
SZ002631,德尔未来,4006785500
SH603458,勘设股份,4007868400
SH688418,震有科技,4011599200
SZ300683,海特生物,4013276200
SZ002406,远东传动,4018651000
SH600792,云煤能源,4019089800
SZ002224,三 力 士,4019931000
SZ002988,豪美新材,4019937900
SZ002998,优彩资源,4021228300
SH603203,快克股份,4024483700
SZ002300,太阳电缆,4025368700
SZ300495,美尚生态,4025448500
SZ300669,沪宁股份,4028962600
SZ300878,维康药业,4030801700
SZ002334,英威腾,4031038900
SH603315,福鞍股份,4034325100
SZ300299,富春股份,4036780200
SZ002685,华东重机,4040839500
SH605133,嵘泰股份,4043200000
SH603886,元祖股份,4044000000
SZ300046,台基股份,4047148800
SH600780,通宝能源,4047153900
SZ300697,电工合金,4047680000
SZ300248,新开普,4050798800
SZ002342,巨力索具,4051200000
SH603076,乐惠国际,4052116600
SZ002441,众业达,4056849900
SZ002046,国机精工,4058461900
SZ000099,中信海直,4060671800
SZ002560,通达股份,4060791200
SH603569,长久物流,4062003700
SH600331,宏达股份,4064000000
SH605055,迎丰股份,4065600000
SZ300192,科德教育,4066250600
SH603357,设计总院,4068157100
SZ300680,隆盛科技,4068747300
SZ002270,华明装备,4069521700
SH688596,正帆科技,4070655000
SZ300833,浩洋股份,4073837400
SH600715,文投控股,4080677700
SZ002255,*ST海陆,4085014600
SH600758,辽宁能源,4085033700
SH600280,*ST中商,4086622000
SZ300047,天源迪科,4087943300
SZ300895,铜牛信息,4091170600
SZ300771,智莱科技,4092800000
SZ300918,南山智尚,4093200000
SZ300949,奥雅设计,4093800000
SZ002639,雪人股份,4098362400
SZ002478,常宝股份,4099169600
SZ002033,丽江股份,4099200700
SH600831,广电网络,4099472000
SZ002060,粤 水 电,4099713600
SH603105,芯能科技,4100000000
SH603383,顶点软件,4101947600
SH603758,秦安股份,4102752400
SZ002381,双箭股份,4111606900
SZ300915,海融科技,4114800000
SH605377,华旺科技,4122184700
SZ300293,蓝英装备,4122900000
SZ002453,华软科技,4125594800
SZ002735,王子新材,4125681800
SZ002462,嘉事堂,4127655700
SZ300021,大禹节水,4130328400
SZ300273,和佳医疗,4131476800
SZ300787,海能实业,4134080400
SH600982,宁波能源,4135742400
SZ003029,吉大正元,4140180000
SZ002512,达华智能,4141011300
SZ002632,道明光学,4141092000
SZ002703,浙江世宝,4145634300
SH600976,健民集团,4147898100
SZ002341,新纶科技,4147972500
SZ002167,东方锆业,4150126600
SH603809,豪能股份,4153885400
SZ300292,吴通控股,4156012600
SZ300571,平治信息,4156579800
SZ300890,翔丰华,4157000000
SH600594,益佰制药,4157618900
SH600756,浪潮软件,4164669000
SZ300486,东杰智能,4165366100
SH603595,东尼电子,4166947000
SZ300337,银邦股份,4167134400
SZ003030,祖名股份,4167652000
SZ002047,宝鹰股份,4171433400
SZ002132,恒星科技,4171574700
SZ300302,同有科技,4174879700
SZ300067,安诺其,4175132700
SZ300032,金龙机电,4176482000
SZ002104,恒宝股份,4181528100
SZ002073,软控股份,4184260300
SH600187,国中水务,4184455900
SZ002189,中光学,4187276400
SZ300420,五洋停车,4190732100
SZ300252,金信诺,4192496300
SH600375,汉马科技,4195841500
SZ300453,三鑫医疗,4202960000
SH600661,昂立教育,4203671300
SZ002533,金杯电工,4206598800
SZ300880,迦南智能,4207508000
SH601008,连云港,4211230900
SZ002117,东港股份,4212544800
SH600279,重庆港九,4213375300
SZ300160,秀强股份,4218186500
SZ002578,闽发铝业,4219158400
SH603811,诚意药业,4223227700
SH600220,江苏阳光,4226516600
SZ300360,炬华科技,4226764100
SZ300820,英杰电气,4227945000
SZ002345,潮宏基,4228277300
SZ300448,浩云科技,4231148700
SZ300793,佳禾智能,4240339200
SZ300065,海兰信,4240553500
SZ300739,明阳电路,4242763000
SH601956,东贝集团,4243956000
