代码,名称,总市值
SZ000045,深纺织Ａ,4244976300
SZ300304,云意电气,4252236800
SZ000040,东旭蓝天,4252459300
SZ300181,佐力药业,4254287700
SZ002482,广田集团,4258264600
SZ300625,三雄极光,4261600000
SZ300692,中环环保,4262037300
SZ002057,中钢天源,4262882400
SZ300922,天秦装备,4263024500
SZ002234,民和股份,4264898400
SZ002538,司尔特,4265836700
SH600590,泰豪科技,4268148100
SH603167,渤海轮渡,4269443600
SZ000558,莱茵体育,4280223500
SZ002887,绿茵生态,4280640000
SH603239,浙江仙通,4282790400
SH688559,海目星,4284000000
SZ002154,报 喜 鸟,4285993800
SH688566,吉贝尔,4286570900
SZ002949,华阳国际,4287176100
SZ003028,振邦智能,4289744000
SZ002935,天奥电子,4291174100
SZ000518,四环生物,4293249400
SZ300798,锦鸡股份,4294459200
SZ000905,厦门港务,4295065800
SZ300905,宝丽迪,4300560000
SH605060,联德股份,4300800000
SZ300758,七彩化学,4305178100
SZ000620,新华联,4305487300
SZ002308,威创股份,4313581700
SH600592,龙溪股份,4315178600
SZ002547,春兴精工,4320459000
SH688093,世华科技,4327520000
SZ300332,天壕环境,4330588200
SH600229,城市传媒,4331932400
SZ000793,华闻集团,4334022600
SZ300184,力源信息,4335622300
SZ002853,皮阿诺,4337118900
SZ002658,雪迪龙,4337136100
SZ003011,海象新材,4344661600
SZ300632,光莆股份,4347251300
SZ300314,戴维医疗,4348800000
SZ300536,农尚环境,4349463000
SZ300948,冠中生态,4353377600
SZ300128,锦富技术,4354579300
SZ002621,美吉姆,4364779900
SH603385,惠达卫浴,4367266400
SH600825,新华传媒,4367631200
SZ002107,沃华医药,4369476700
SZ002519,银河电子,4370551900
SZ300039,上海凯宝,4372280000
SH603787,新日股份,4375800000
SZ002757,南兴股份,4375882000
SZ002219,*ST恒康,4383305600
SH603579,荣泰健康,4384800000
SH603977,国泰集团,4385073500
SH688069,德林海,4388886000
SZ002067,景兴纸业,4389244000
SH688518,联赢激光,4389264000
SZ300510,金冠股份,4391706500
SH600834,申通地铁,4391913500
SH603626,科森科技,4393424900
SH688300,联瑞新材,4394100500
SH603931,格林达,4394357000
SZ300511,雪榕生物,4398406900
SH603528,多伦科技,4404446100
SH688199,久日新材,4404581300
SZ002551,尚荣医疗,4404917500
SZ002951,金时科技,4410450000
SH600759,洲际油气,4413839700
SH688108,赛诺医疗,4419800000
SH603662,柯力传感,4421398800
SZ300799,左江科技,4429251200
SZ300889,爱克股份,4433520000
SZ300187,永清环保,4434161100
SZ300081,恒信东方,4434343000
SZ300686,智动力,4435404900
SH600794,保税科技,4436476900
SH600713,南京医药,4437263900
SZ002699,美盛文化,4438714900
SH600512,腾达建设,4444949900
SH605208,永茂泰,4446200000
SZ300879,大叶股份,4448000000
SZ300667,必创科技,4448837400
SZ300909,汇创达,4448974800
SH603618,杭电股份,4450285500
SZ300827,上能电气,4460149600
SZ300016,北陆药业,4460340200
SZ300130,新国都,4461479200
SZ300381,溢多利,4464447200
SZ002840,华统股份,4465840700
SZ000700,模塑科技,4466047100
SZ300859,西域旅游,4471750000
SH603283,赛腾股份,4472156700
SZ002354,*ST天娱,4473507600
SZ002565,顺灏股份,4473862200
SH600105,永鼎股份,4473960300
SZ300435,中泰股份,4473991200
SZ002102,ST冠福,4477521700
SZ002956,西麦食品,4480000000
SZ300772,运达股份,4482890000
SZ002054,德美化工,4483673700
SH600620,天宸股份,4484001500
SH688369,致远互联,4484643200
SZ000926,福星股份,4485075100
SZ300342,天银机电,4486176200
SH688060,云涌科技,4488000000
SZ300847,中船汉光,4489485000
SH688135,利扬芯片,4493016000
SZ002166,莱茵生物,4493457200
SZ002232,启明信息,4494033000
SZ300920,润阳科技,4498000000
SZ002322,理工环科,4498149400
SH605228,神通科技,4498200000
SZ002366,台海核电,4500027600
SZ002184,海得控制,4500596800
SZ300709,精研科技,4503367700
SH600826,兰生股份,4507094700
SH600035,楚天高速,4508324500
SH605001,威奥股份,4512144600
SH600393,粤泰股份,4514521200
SZ002528,英飞拓,4519005100
SH688687,凯因科技,4522530900
SZ300137,先河环保,4523977200
SZ000886,海南高速,4528833600
SZ300883,龙利得,4532600000
SZ300858,科拓生物,4535172400
SH688558,国盛智科,4535520000
SH603081,大丰实业,4536471200
SH600527,江南高纤,4537213600
SZ300075,数字政通,4540519600
SZ300911,亿田智能,4544001400
SZ003016,欣贺股份,4548267000
SH600616,金枫酒业,4549233700
SZ300575,中旗股份,4551492000
SZ300912,凯龙高科,4551499200
SH688308,欧科亿,4552000000
SH600382,广东明珠,4552148100
SH601368,绿城水务,4556141100
SZ003005,竞业达,4558000000
SZ300531,优博讯,4559556700
SH601101,昊华能源,4559993400
SZ002017,东信和平,4563087800
SZ002362,汉王科技,4563968200
SH605188,国光连锁,4564291800
SH603869,新智认知,4565729600
SZ300317,珈伟新能,4566532600
SZ300384,三联虹普,4573942700
SH603297,永新光学,4575942000
SZ000736,中交地产,4575953700
SH603557,起步股份,4578114500
SZ002483,润邦股份,4579523300
SZ300198,纳川股份,4580075500
SH601579,会稽山,4580685600
SZ300516,久之洋,4586400000
SZ000859,国风塑业,4587398500
SH688286,敏芯股份,4588500000
SH603980,吉华集团,4592000000
SZ300868,杰美特,4593920000
SZ300291,华录百纳,4594982600
SZ000906,浙商中拓,4599655600
SZ300007,汉威科技,4600458100
SH600310,桂东电力,4601729700
SH600726,华电能源,4602019900
SZ300416,苏试试验,4602355000
SH600172,黄河旋风,4614990300
SH603112,华翔股份,4615500000
SH688229,博睿数据,4616268000
SH603808,歌力思,4621967000
SH600537,亿晶光电,4623091900
SZ000655,金岭矿业,4631747000
SZ002469,三维工程,4632879200
SH600965,福成股份,4642034400
SZ300464,星徽股份,4647087800
SZ300871,回盛生物,4647925200
SH600815,*ST厦工,4648127500
SZ002822,中装建设,4653325600
SZ300898,熊猫乳品,4653720000
SZ002062,宏润建设,4663575000
SH603169,兰石重装,4668671200
SZ300364,中文在线,4669235900
SH605158,华达新材,4669658000
SZ002346,柘中股份,4671867900
SZ002045,国光电器,4674471500
SH600819,耀皮玻璃,4674580300
SH600790,轻纺城,4675873100
SZ002309,中利集团,4681496600
SH688021,奥福环保,4683385200
SZ300102,乾照光电,4683754700
SZ002277,友阿股份,4684420600
SZ002515,金字火腿,4686120600
SH600495,晋西车轴,4687780600
SZ002907,华森制药,4691869400
SH603538,美诺华,4694739800
SH603871,嘉友国际,4697728000
SZ002470,*ST金正,4699019700
SH603859,能科股份,4699173000
SZ002932,明德生物,4699940600
SH688089,嘉必优,4708800000
SZ300801,泰和科技,4710960000
SZ000526,紫光学大,4714041200
SH600668,尖峰集团,4717389300
SZ300932,三友联众,4721157100
SZ300066,三川智慧,4721751000
SZ300729,乐歌股份,4722466700
SH600468,百利电气,4723178100
SH600133,东湖高新,4725086800
SZ300946,恒而达,4725569600
SZ300901,中胤时尚,4728000000
SH603823,百合花,4731300000
SH600880,博瑞传播,4734128000
SZ000667,美好置业,4736618200
SZ300559,佳发教育,4742424000
SZ300227,光韵达,4745075000
SH605108,同庆楼,4746000000
SZ002039,黔源电力,4752003200
SH600288,大恒科技,4756752000
SZ002125,湘潭电化,4758881800
SH603551,奥普家居,4760119000
SZ000797,中国武夷,4760124600
SH600686,金龙汽车,4761194800
SH688138,清溢光电,4762380000
SZ002969,嘉美包装,4763254300
SH603516,淳中科技,4763701100
SZ300822,贝仕达克,4766015600
SZ300287,飞利信,4779461800
SZ002026,山东威达,4779487800
SZ300660,江苏雷利,4782277000
SZ002717,岭南股份,4785030700
SZ000777,中核科技,4788885700
SZ300884,狄耐克,4796400000
SZ300548,博创科技,4802269700
SZ002431,棕榈股份,4802963000
SH601500,通用股份,4806318400
SZ002181,粤 传 媒,4806780800
SZ300925,法本信息,4811108800
SZ300892,品渥食品,4813000000
SH600230,沧州大化,4818803000
SZ002225,濮耐股份,4819230900
SZ300147,香雪制药,4822162500
SZ300800,力合科技,4825600000
SZ300589,江龙船艇,4828853700
SH600975,新五丰,4829799300
SH603016,新宏泰,4831497600
SZ000816,智慧农业,4843311300
SZ300322,硕贝德,4843762800
SZ300174,元力股份,4843786500
SZ300313,天山生物,4844890100
SZ002391,长青股份,4846723000
SZ300852,四会富仕,4847940200
SH601226,华电重工,4851000000
SZ002662,京威股份,4860000000
SZ000837,*ST秦机,4860530100
SH600207,安彩高科,4867071700
SZ300712,永福股份,4876745100
SZ300158,振东制药,4880599600
SZ002516,旷达科技,4883184400
SZ300215,电科院,4883596800
SH688656,浩欧博,4883867500
SH688619,罗普特,4884471400
SZ002344,海宁皮城,4887258600
SZ000720,新能泰山,4887777100
SH600622,光大嘉宝,4888974400
SZ300863,卡倍亿,4891168800
SZ000882,华联股份,4899860000
SZ000751,锌业股份,4906345100
SZ300853,申昊科技,4909924200
SZ300341,麦克奥迪,4912872900
SZ000572,ST海马,4917462900
SZ002520,日发精机,4917529500
SZ000659,珠海中富,4924240700
SZ002055,得润电子,4924250000
SZ002269,美邦服饰,4924500000
SZ300935,盈建科,4925540900
SH601218,吉鑫科技,4925894400
SH600822,上海物贸,4929970800
SZ002734,利民股份,4932228900
SZ300468,四方精创,4932236500
SH600624,复旦复华,4936773600
SH605299,舒华体育,4937988000
SH688699,明微电子,4938035200
SH600114,东睦股份,4943443000
SZ300824,北鼎股份,4943676000
SH600227,圣济堂,4943951900
SH600251,冠农股份,4944063700
SZ300830,金现代,4946437500
SH600743,华远地产,4950272800
SH600636,国新文化,4952060700
SZ002228,合兴包装,4954465500
SH600255,鑫科材料,4954862000
SZ002749,国光股份,4955174900
SZ300328,宜安科技,4957241400
SH600168,武汉控股,4959892100
SH688010,福光股份,4960696800
SZ000863,三湘印象,4962093000
SZ300159,新研股份,4962899500
SZ002869,金溢科技,4965686300
SH605050,福然德,4967700000
SH601020,华钰矿业,4968690400
SZ002445,*ST中南,4973341900
SZ000096,广聚能源,4973760000
SZ002752,昇兴股份,4974087700
SZ300653,正海生物,4975200000
SZ002548,金新农,4975656400
SZ000915,山大华特,4977200700
SZ002570,贝因美,4979672400
SZ300673,佩蒂股份,4980955000
SH600285,羚锐制药,4991041000
SH601002,晋亿实业,4993947000
SZ300199,翰宇药业,4997252400
SH600676,交运股份,4998475700
SZ300020,银江股份,5010228600
SH600929,雪天盐业,5010921300
SH603055,台华新材,5017229300
SZ300256,星星科技,5019586700
SH600738,丽尚国潮,5019784400
SZ000507,珠海港,5024294400
SZ300099,精准信息,5025034500
SZ002307,北新路桥,5030718900
SZ002549,凯美特气,5033259000
SZ002955,鸿合科技,5034115300
SZ300483,首华燃气,5036461500
SZ300238,冠昊生物,5045913000
SZ300276,三丰智能,5052032100
SZ002386,天原股份,5052144900
SZ002215,诺 普 信,5053072800
SZ002238,天威视讯,5056122700
SZ000055,方大集团,5060497100
SH601890,亚星锚链,5065632000
SH688086,紫晶存储,5066051800
SH603353,和顺石油,5067106200
SZ002758,浙农股份,5075068700
SH600936,广西广电,5079919800
SZ002550,千红制药,5081103800
SZ300048,合康新能,5082389300
SZ300045,华力创通,5091859700
SZ300864,南大环境,5092800000
SH600182,S佳通,5093200000
SZ000822,山东海化,5102024000
SZ300945,曼卡龙,5102040000
SH688579,山大地纬,5108127700
SH688186,广大特材,5108800000
SZ300006,莱美药业,5108997200
SH688181,八亿时空,5111140300
SZ002661,克明面业,5111792100
SH600067,冠城大通,5117939800
SZ000851,高鸿股份,5119032400
SH601116,三江购物,5120793000
SZ002542,中化岩土,5127835000
SZ002016,世荣兆业,5129666300
SZ300110,华仁药业,5130804300
SH600861,北京城乡,5132240200
SZ300578,会畅通讯,5132890200
SH603697,有友食品,5137674200
SZ000546,金圆股份,5138293200
SZ000861,海印股份,5139359200
SZ300551,古鳌科技,5145845800
SZ002164,宁波东力,5146119600
SZ002014,永新股份,5150447600
SZ002364,中恒电气,5150983700
SH603950,长源东谷,5151364500
SH603890,春秋电子,5161985600
SH603330,上海天洋,5162197400
SZ300831,派瑞股份,5164800000
SH600103,青山纸业,5165031900
SZ300266,兴源环境,5168521500
SH600736,苏州高新,5169305200
SZ300587,天铁股份,5173108100
SH603110,东方材料,5174401700
SH600986,浙文互联,5177015400
SH603985,恒润股份,5177536000
SZ002730,电光科技,5178917700
SZ002446,盛路通信,5189107800
SZ002491,通鼎互联,5189421800
SZ000680,山推股份,5190836200
SZ300259,新天科技,5196408200
SZ300194,福安药业,5199043100
SH600268,国电南自,5207536200
SH600722,金牛化工,5211248700
SZ000931,中 关 村,5211638700
SZ300671,富满电子,5212099600
SZ002792,通宇通讯,5212874300
SZ300663,科蓝软件,5215340500
SZ002664,长鹰信质,5221909800
SH688101,三达膜,5225222000
SH600184,光电股份,5230061300
SH603896,寿仙谷,5230652200
SH600844,丹化科技,5235099800
SH688059,华锐精密,5236952000
SZ300522,世名科技,5244639400
SZ002449,国星光电,5244686400
SZ000936,华西股份,5245196300
SZ300121,阳谷华泰,5248092600
SH603901,永创智能,5255312700
SZ002895,川恒股份,5255431500
SZ300349,金卡智能,5255915500
SZ000038,深大通,5259140800
SZ300382,斯莱克,5261786900
SZ300690,双一科技,5265798600
SH600896,览海医疗,5267499900
SH603815,交建股份,5269440000
SH601700,风范股份,5269528800
SZ000756,新华制药,5269886600
SZ300427,红相股份,5270063600
SZ000584,哈工智能,5273297400
SH688123,聚辰股份,5273539100
SH600076,康欣新材,5284055400
SH688189,南新制药,5286400000
SH603186,华正新材,5286926500
SH600587,新华医疗,5287629500
SH600996,贵广网络,5290061800
SZ002819,东方中科,5292582100
SH600628,新世界,5304378100
SZ002649,博彦科技,5306068100
SZ000420,吉林化纤,5312363000
SH605066,天正电气,5314118800
SZ002801,微光股份,5316746200
SZ000823,超声电子,5326702700
SZ300950,德固特,5332000000
SH603990,麦迪科技,5344470700
SH603700,宁水集团,5345264600
SZ002716,*ST金贵,5349359400
SH688165,埃夫特-U,5353462800
SH603876,鼎胜新材,5359668400
SZ300873,海晨股份,5360000000
SH603818,曲美家居,5362491800
SZ002435,长江健康,5364166300
SZ002524,光正眼科,5365065800
SH605337,李子园,5373108000
SH600425,青松建化,5377281300
SH600897,厦门空港,5381426700
SH600723,首商股份,5385773800
SZ002741,光华科技,5389349400
SH600108,亚盛集团,5392954900
SZ300687,赛意信息,5394861100
SZ000922,佳电股份,5398900600
SZ002562,兄弟科技,5399236800
SZ300848,美瑞新材,5400270000
SZ000666,经纬纺机,5400677100
SH603421,鼎信通讯,5404590700
SZ300862,蓝盾光电,5405348400
SZ300189,神农科技,5406720000
SZ000065,北方国际,5409699900
SZ300624,万兴科技,5410994700
SZ300297,蓝盾股份,5411789100
SH603610,麒盛科技,5414681400
SH688356,键凯科技,5415000000
SH601366,利群股份,5421242500
SZ300485,赛升药业,5428380300
SZ300655,晶瑞股份,5430776400
SZ002003,伟星股份,5430953000
SH688513,苑东生物,5435273400
SZ300127,银河磁体,5435321800
SZ002121,*ST科陆,5436227700
SZ300664,鹏鹞环保,5439968900
SH603111,康尼机电,5443149700
SZ300378,鼎捷软件,5447830000
SZ300617,安靠智电,5453126400
SH600313,农发种业,5454281300
SH603123,翠微股份,5463358800
SZ002053,云南能投,5463826100
SH688595,芯海科技,5465000000
SZ300657,弘信电子,5467794500
SH605068,明新旭腾,5473020000
SZ000576,甘化科工,5478194600
SH603848,好太太,5481670000
SZ000811,冰轮环境,5481907900
SZ002929,润建股份,5483339300
SH688585,上纬新材,5487552000
SH688039,当虹科技,5493600000
SZ000697,炼石航空,5493819400
SH603887,城地香江,5494739400
SZ300331,苏大维格,5495247300
SZ000982,*ST 中绒,5497821400
SH600617,国新能源,5498196600
SH600180,瑞茂通,5499143100
SZ002623,亚玛顿,5500800000
SH600708,光明地产,5504732800
SZ300436,广生堂,5504800000
SZ300802,矩子科技,5507139100
SZ300651,金陵体育,5507787200
SZ300129,泰胜风能,5508713900
SH603348,文灿股份,5516938200
SZ300429,强力新材,5518363800
SH603755,日辰股份,5522366100
SZ000801,四川九洲,5523155900
SZ300634,彩讯股份,5524138100
SZ300684,中石科技,5526320100
SZ300284,苏交科,5527300000
SZ300842,帝科股份,5530000000
SH603959,百利科技,5530572600
SZ002965,祥鑫科技,5535211000
SZ000639,西王食品,5537466100
SZ000505,京粮控股,5539360900
SH600336,澳柯玛,5547929700
SZ300442,普丽盛,5550000000
SZ300145,中金环境,5558736500
SZ000949,新乡化纤,5558839700
SZ002919,名臣健康,5566947300
SZ000524,岭南控股,5569433400
SZ002303,美盈森,5574018200
SH603222,济民制药,5577600000
SH688233,神工股份,5577600000
SH688667,菱电电控,5577960000
SH603590,康辰药业,5580800000
SH600198,大唐电信,5583746600
SH600488,天药股份,5591996300
SZ300837,浙矿股份,5593000000
SH600650,锦江投资,5598842600
SZ000592,平潭发展,5602164600
SZ300234,开尔新材,5605208000
SZ002487,大金重工,5607194600
SZ300098,高新兴,5609082700
SH603898,好莱客,5615428700
SZ300642,透景生命,5615584300
SH601595,上海电影,5615946000
SH600261,阳光照明,5619638300
SZ300222,科大智能,5623631400
SZ002503,搜于特,5628481800
SZ002398,垒知集团,5634235000
SH603669,灵康药业,5636176000
SH600679,上海凤凰,5640114400
SH600798,宁波海运,5646580100
SZ002282,博深股份,5651581900
SH601010,文峰股份,5654880000
SZ000589,贵州轮胎,5654908200
SH605122,四方新材,5656904500
SZ300319,麦捷科技,5659486300
SZ002315,焦点科技,5660915000
SZ002837,英维克,5664911700
SZ300576,容大感光,5665066000
SZ002609,捷顺科技,5669632700
SH600696,ST岩石,5672601500
SZ300523,辰安科技,5674032000
SH603155,新亚强,5677940000
SH603636,南威软件,5683434200
SH688098,申联生物,5690733000
SZ002263,大东南,5691431100
SZ002479,富春环保,5691700000
SZ300952,恒辉安防,5711598800
SH603535,嘉诚国际,5712192000
SZ300939,秋田微,5714400000
SZ300079,数码视讯,5716035400
SZ000557,西部创业,5716829000
SZ300857,协创数据,5719585000
SZ300579,数字认证,5727600000
SH605266,健之佳,5733540000
SZ002522,浙江众成,5733583500
SZ002169,智光电气,5735125700
SZ300569,天能重工,5740846600
SH603976,正川股份,5742576000
SH600724,宁波富达,5752059500
SH601929,吉视传媒,5755556800
SH605288,凯迪股份,5756035600
SH600658,电子城,5760713000
SZ300475,聚隆科技,5770800000
SH600775,南京熊猫,5775459500
SZ300481,濮阳惠成,5778697600
SZ300825,阿尔特,5783063400
SH603466,风语筑,5784359900
SZ002298,中电兴发,5787904500
SZ300149,睿智医药,5792414200
SZ300581,晨曦航空,5793464800
SH600609,金杯汽车,5795506500
SZ000889,中嘉博创,5795642000
SH603002,宏昌电子,5797748100
SZ002777,久远银海,5803161200
SZ300708,聚灿光电,5814387100
SH605333,沪光股份,5814500000
SZ002982,湘佳股份,5819385600
SZ002059,云南旅游,5821500200
SH605369,拱东医疗,5824000000
SH605116,奥锐特,5826530000
SH600190,锦州港,5826668300
SZ000567,海德股份,5827952800
SZ003000,华文食品,5828145700
SZ002579,中京电子,5829501600
SZ002616,长青集团,5838696800
SH600127,金健米业,5840227300
SZ002646,青青稞酒,5845500000
SH603100,川仪股份,5849950000
SZ002724,海洋王,5856521200
SH605118,力鼎光电,5859475000
SZ300705,九典制药,5862306400
SH603508,思维列控,5870121700
SH600603,广汇物流,5870315400
SZ300191,潜能恒信,5872000000
SZ000070,特发信息,5875044000
SZ002829,星网宇达,5876484700
SZ300396,迪瑞医疗,5876678700
SH688550,瑞联新材,5879110900
SZ002746,仙坛股份,5880348000
SH600868,梅雁吉祥,5884260900
SH688221,前沿生物-U,5892868800
SH600821,*ST劝业,5899835400
SZ300377,赢时胜,5903805100
SH600284,浦东建设,5908859000
SZ000042,中洲控股,5910348800
SH600552,凯盛科技,5912462200
SH688026,洁特生物,5915000000
SH600846,同济科技,5916491600
SH600973,宝胜股份,5924302200
SH688020,方邦股份,5939200000
SZ002392,北京利尔,5940549300
SZ002472,双环传动,5942015800
SH601566,九牧王,5947494500
SZ000899,赣能股份,5951634300
SH600987,航民股份,5955311800
SZ000726,鲁  泰Ａ,5955438300
SH688003,天准科技,5960944000
SH600610,ST毅达,5966999500
SZ002437,誉衡药业,5978894400
SZ002845,同兴达,5979701000
SZ300005,探路者,5982663800
SZ000037,深南电A,5985432600
SZ002543,万和电气,5985980000
SZ300255,常山药业,5993137700
SZ300388,节能国祯,5997069700
SZ000968,蓝焰控股,5998516500
SH605018,长华股份,6008525600
SH605006,山东玻纤,6010000000
SZ002208,合肥城建,6016656300
SZ000829,天音控股,6017339600
SZ002222,福晶科技,6027750000
SH600123,兰花科创,6031872000
SZ002068,黑猫股份,6032828100
SZ300041,回天新材,6036746400
SH688085,三友医疗,6036804900
SZ002331,皖通科技,6036861700
SZ002582,好想你,6038661500
SZ000036,华联控股,6039611500
SH603936,博敏电子,6040163000
SH603069,海汽集团,6041920000
SH688033,天宜上佳,6044489900
SH600694,大商股份,6044729900
SZ002782,可立克,6047614800
SH603728,鸣志电器,6061120000
SZ300877,金春股份,6061200000
SZ300055,万邦达,6064945600
SH600855,航天长峰,6078117700
SZ300590,移为通信,6086913200
SH688030,山石网科,6089750500
SH688015,交控科技,6092800000
SH603367,辰欣药业,6093064300
SZ300365,恒华科技,6093472500
SZ002438,江苏神通,6096239800
SZ300870,欧陆通,6097300000
SZ300933,中辰股份,6098050000
SZ000682,东方电子,6100307900
SH688051,佳华科技,6105519300
SH600557,康缘药业,6106674700
SZ002108,沧州明珠,6111253300
SZ003031,中瓷电子,6122666700
SZ000503,国新健康,6129967400
SZ002218,拓日新能,6132256800
SH600503,华丽家族,6136770700
SZ002759,天际股份,6136848200
SH600595,*ST中孚,6138631300
SH600545,卓郎智能,6141138100
SZ300261,雅本化学,6145914400
SH603688,石英股份,6155631200
SZ000795,英洛华,6155904700
SH600391,航发科技,6156912700
SZ300358,楚天科技,6163737400
SH600983,惠而浦,6169834000
SH688677,海泰新光,6182538400
SZ000652,泰达股份,6182654400
SH600360,华微电子,6184301800
SZ002573,清新环境,6184876400
SH600523,贵航股份,6185963200
SH688066,航天宏图,6195380300
SZ300908,仲景食品,6197000000
SH603131,上海沪工,6206906400
SZ300856,科思股份,6208400000
SZ002596,海南瑞泽,6208410600
SZ000534,万泽股份,6211786900
SZ300903,科翔股份,6216220600
SZ300423,昇辉科技,6220333900
SH603359,东珠生态,6223039200
SZ002611,东方精工,6223234600
SZ300307,慈星股份,6228723400
SZ300806,斯迪克,6229854700
SH600619,海立股份,6236099800
SH600300,维维股份,6236560000
SH603108,润达医疗,6247401400
SH600162,香江控股,6248237800
SH603299,苏盐井神,6249244600
SZ300368,汇金股份,6250335800
SZ002540,亚太科技,6251005100
SZ002650,ST加加,6255360000
SH688128,中国电研,6257615000
SH603505,金石资源,6264000000
SZ002668,奥马电器,6266164100
SZ000885,城发环境,6266683800
SZ300053,欧比特,6284316000
SH600461,洪城水业,6285494300
SZ300875,捷强装备,6290357300
SZ300183,东软载波,6291484300
SH600800,渤海化学,6296532000
SZ300766,每日互动,6297574000
SZ002376,新北洋,6297724600
SZ300393,中来股份,6312055600
SZ300258,精锻科技,6316014600
SZ300593,新雷能,6318128300
SZ000713,丰乐种业,6324354300
SZ300091,金通灵,6328947900
SH603018,华设集团,6329611700
SH603393,新天然气,6334720000
SZ000698,沈阳化工,6334846300
SZ002093,国脉科技,6337175000
SZ002989,中天精装,6343660000
SH600757,长江传媒,6347390900
SH603639,海利尔,6351758200
SZ300263,隆华科技,6364177400
SH603303,得邦照明,6364685500
SZ300190,维尔利,6369911000
SZ000410,*ST沈机,6382496200
SZ002980,华盛昌,6386669900
SH688510,航亚科技,6387218100
SZ002733,雄韬股份,6390440100
SH600581,八一钢铁,6392184100
SH600509,天富能源,6401867500
SZ300170,汉得信息,6409122800
SZ002149,西部材料,6410253400
SZ002581,未名医药,6412629900
SZ002274,华昌化工,6418937700
SH601339,百隆东方,6420000000
SH600389,江山股份,6421140000
SH600828,茂业商业,6425655200
SZ300303,聚飞光电,6428867600
SH600422,昆药集团,6430008900
SZ300352,北信源,6437218900
SH601126,四方股份,6440322200
SH600789,鲁抗医药,6452084000
SH600429,三元股份,6454472500
SZ300031,宝通科技,6455419000
SZ000791,甘肃电投,6457989200
SH600981,汇鸿集团,6458207600
SH600531,豫光金铅,6465138800
SH600751,海航科技,6465523300
SZ300805,电声股份,6466954400
SZ300577,开润股份,6467621300
SZ000008,神州高铁,6479253200
SZ000901,航天科技,6489377400
SZ300219,鸿利智汇,6491842000
SZ000917,电广传媒,6492408000
SH600480,凌云股份,6497739800
SZ000597,东北制药,6510385900
SH603661,恒林股份,6520000000
SZ000544,中原环保,6520639200
SH600797,浙大网新,6524797100
SH603126,中材节能,6526245000
SH605268,王力安防,6526920000
SH603477,巨星农牧,6532046300
SH600939,重庆建工,6532308700
SZ000552,靖远煤电,6540737200
SH603096,新经典,6553733600
SZ300339,润和软件,6554461200
SH603566,普莱柯,6555303400
SH600292,远达环保,6558861900
SZ002537,海联金汇,6560526800
SH603277,银都股份,6564980600
SH688079,美迪凯,6573840000
SZ300432,富临精工,6577387000
SZ300455,康拓红外,6596287300
SZ300177,中海达,6598449900
SZ000531,穗恒运Ａ,6604198400
SH600326,西藏天路,6604224900
SZ002035,华帝股份,6606150500
SZ002428,云南锗业,6609574400
SZ000026,飞亚达,6610356000
SH603556,海兴电力,6631442400
SH600971,恒源煤电,6636027000
SH600502,安徽建工,6643678600
SH603258,电魂网络,6646212400
SH603118,共进股份,6655792000
SH603992,松霖科技,6656763600
SH600742,一汽富维,6657753600
SH603063,禾望电气,6659467000
SZ002288,超华科技,6661252800
SZ300035,中科电气,6670009700
SZ300438,鹏辉能源,6670643900
SZ300941,创识科技,6676215000
SH603223,恒通股份,6691910400
SH600478,科力远,6695789600
SZ002589,瑞康医药,6695961600
SZ002968,新大正,6698231100
SH603956,威派格,6704612000
SH688155,先惠技术,6721241300
SZ000900,现代投资,6723979500
SZ000912,泸天化,6726720000
SZ300229,拓尔思,6732788000
SH600888,新疆众和,6742561500
SH688136,科兴制药,6743900100
SH600691,阳煤化工,6747788700
SZ300887,谱尼测试,6748800000
SZ300525,博思软件,6758894700
SZ000601,韶能股份,6764253400
SZ002109,兴化股份,6770435000
SH600508,上海能源,6771867700
SZ002518,科士达,6773839900
SH600458,时代新材,6775616400
SH688516,奥特维,6775668900
SH600343,航天动力,6777751400
SH603920,世运电路,6781240500
SZ300196,长海股份,6784426300
SZ002210,*ST飞马,6786143600
SH688037,芯源微,6793920000
SH600770,综艺股份,6799000000
SZ002530,金财互联,6802400100
SZ000848,承德露露,6802968100
SH600308,华泰股份,6806883100
SZ002707,众信旅游,6815163900
SZ300318,博晖创新,6821119100
SZ002088,鲁阳节能,6839447000
SZ002111,威海广泰,6849985400
SH688157,松井股份,6850376000
SZ000025,特  力Ａ,6853827300
SZ300324,旋极信息,6870585200
SZ002182,云海金属,6871471600
SH603327,福蓉科技,6873140000
SZ300497,富祥药业,6875060400
SH603766,隆鑫通用,6879365200
SZ002411,延安必康,6879954800
SH600053,九鼎投资,6880292500
SZ002588,史丹利,6883459800
SZ002941,新疆交建,6888600000
SH688519,南亚新材,6893704000
SH603408,建霖家居,6896739200
SZ003026,中晶科技,6897406400
SH688268,华特气体,6897600000
SZ002317,众生药业,6906629900
SH600750,江中药业,6923700000
SH603855,华荣股份,6924996400
SZ002251,步 步 高,6928509700
SH600433,冠豪高新,6928669200
SZ002135,东南网架,6930494700
SH605179,一鸣食品,6937300000
SZ300572,安车检测,6938161300
SH603306,华懋科技,6940479800
SH600125,铁龙物流,6945376400
SZ002327,富安娜,6948532900
SH600577,精达股份,6955643100
SZ300019,硅宝科技,6958740000
SH600510,黑牡丹,6963181900
SH688196,卓越新能,6969600000
SZ002425,凯撒文化,6974088300
SZ300566,激智科技,6982470500
SZ002206,海 利 得,6983493600
