ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city
603779.SH,黄祖超,孙砚田,刘玉磊,33274.9154,20071217,山东,烟台市
688669.SH,陈钢,陈钢,伍洋,9333.3334,20070608,广东,清远市
688633.SH,钱淑娟,夏斌,杨志城,7273.3334,20011024,江苏,南通市
601058.SH,袁仲雪,袁仲雪,宋军,265520.345,20021118,山东,青岛市
603043.SH,徐伟兵,赵利平,陈扬,40399.6184,19920511,广东,广州市
688169.SH,昌敬,昌敬,孙佳,6666.6667,20140704,北京,北京市
688578.SH,杜锦豪,牟艳萍,李硕,45000,20040322,上海,上海市
688299.SH,金亚东,金亚东,李辰,28256.8577,20101116,浙江,宁波市
601020.SH,刘建军,徐建华,孙艳春,55516.094,20021022,西藏,拉萨市
603696.SH,林肖芳,林润泽,周倩,23520,19950928,福建,泉州市
603978.SH,陈学敏,陈学敏,周志,16000,19920723,广东,深圳市
603377.SH,徐雄,闫文辉,黄怡,61062.6157,20050812,北京,北京市
603628.SH,HONG DANIEL,HONG DANIEL,王梦瑶,27380,20070831,福建,厦门市
605183.SH,阙伟东,阙伟东,王今,41401.8,20030128,江苏,无锡市
601928.SH,梁勇,佘江涛,徐云祥,254490,19850205,江苏,南京市
688398.SH,汪坤明,严浪基,张必辉,8000,20071023,福建,龙岩市
603217.SH,刘修华,秦国栋,冯国梁,12745.6,20030217,山东,潍坊市
603313.SH,倪张根,倪张根,付冬情,37511.5703,20030530,江苏,南通市
603126.SH,马明亮,马明亮,黄剑锋,61050,19980601,天津,天津市
603348.SH,唐杰雄,唐杰雄,刘世博,25876.8206,19980904,广东,佛山市
600916.SH,陈雄伟,王琪,陈军,168000,20101216,北京,北京市
603682.SH,郁敏珺,郁敏珺,刘竹金,47250,20070509,上海,上海市
603709.SH,曹勇,曹勇,张芸,8000,20011116,浙江,湖州市
603777.SH,郁瑞芬,郁瑞芬,陆顺刚,33713.2088,20020702,上海,上海市
603408.SH,吕理镇,陈岱桦,许士伟,44668,19900630,福建,厦门市
603630.SH,吴桂谦,吴桂谦,张晨,22672,20011214,广东,汕头市
605118.SH,吴富宝,吴富宝,吴泓越,40550,20020927,福建,厦门市
603233.SH,柯云峰,柯国强,刘景荣,65862.1154,19990212,广东,广州市
603963.SH,杨君祥,王洪信,吴佩容,21970,20040322,云南,大理白族自治州
603958.SH,陈玉珍,陈芳德,钱龙宝,21736,20060821,江苏,苏州市
605006.SH,牛爱君,高贵恒,王传秋,50000,20080220,山东,临沂市
688051.SH,李玮,李玮,王转转,7733.4,20070914,北京,北京市
688662.SH,刘富林,刘富林,刘春光,6618,20030606,广东,佛山市
603019.SH,历军,历军,徐文超,145072.8974,20060307,天津,天津市
603326.SH,NINA YANTI MIAO,汪春俊,NINA YANTI MIAO,32220.455,20060619,江苏,南京市
605058.SH,陈定红,陈定红,耿丽娅,14292.395,20050622,江苏,常州市
688561.SH,齐向东,吴云坤,马勒思,67961.6,20140616,北京,北京市
603655.SH,戚建国,戚淦超,张国忠,10600,20050205,江苏,常州市
603339.SH,黄杰,黄杰,黄鑫颖,30944.1175,19900519,江苏,南通市
603596.SH,袁永彬,袁永彬,陈忠喜,40856.1,20040625,安徽,芜湖市
605398.SH,孙星炎,李灏江,杨俊雄,5949.8208,20141104,上海,上海市
688536.SH,周之栩,周之栩,李淑环,8000,20120423,江苏,苏州市
603195.SH,阮立平,阮立平,刘圣松,60057.59,20080118,浙江,宁波市
603948.SH,冯烈,冯烈,张有忠,16000,19990121,浙江,杭州市
603660.SH,陈冬根,陈卫东,龙瑞,49927.9661,20040610,江苏,苏州市
603520.SH,胡锦生,胡健,吴超群,24490.4743,19970915,浙江,台州市
603008.SH,陈阿裕,杨刚,沈洁,38741.7787,19961106,浙江,绍兴市
605222.SH,周桂华,周供华,陈永达,40058,19940711,上海,上海市
688116.SH,郑涛,郑涛,蔡永略,23185.8116,20110106,江苏,镇江市
605108.SH,沈基水,王寿凤,范仪琴,20000,20050131,安徽,合肥市
688065.SH,刘修才,刘修才,臧慧卿,41668.1976,20001124,上海,上海市
688626.SH,何永正,何永正,李祖斌,12000,20020320,河南,安阳市
603839.SH,郑安政,郑安政,张贵明,40010.222,20080605,浙江,嘉兴市
603797.SH,黄建勲,张荣,林锦顺,44977.4477,20060414,广东,汕头市
688128.SH,章晓斌,陈立新,韩保进,40450,20020906,广东,广州市
688016.SH,彭博,苗铮华,顾建华,7197.8147,20120817,上海,上海市
603029.SH,王新亭,王新亭,翟艳婷,9334,20020708,山东,济南市
601882.SH,张静章,王焕卫,谢精斌,52200,20020410,浙江,宁波市
603055.SH,施清岛,沈卫锋,施清岛,83204.4654,20010221,浙江,嘉兴市
601127.SH,张正萍,,申薇,127843.9873,20070511,重庆,重庆市
601636.SH,姚培武,张柏忠,姚培武,268621.694,20050708,湖南,株洲市
603991.SH,施君,施君,王帅,7453.4998,20041227,上海,上海市
688039.SH,孙彦龙,孙彦龙,谭亚,8000,20100512,浙江,杭州市
603127.SH,冯宇霞,高大鹏,高大鹏,27077.9529,19980225,北京,北京市
601068.SH,武建强,刘敬,张建,295906.6667,20031216,北京,北京市
601969.SH,刘明东,郭风芳,何婧,195472.0314,20070822,海南,昌江黎族自治县
603617.SH,张阿华,张君波,蒋良波,19946.0207,20030430,浙江,宁波市
603116.SH,钱金波,钱帆,熊建华,57620.08,20070919,浙江,温州市
603730.SH,姜银台,姜明,肖传龙,57953.2404,20010220,上海,上海市
603583.SH,胡仁昌,陆小健,徐铭峰,27279.7032,20100430,浙江,绍兴市
603878.SH,朱国良,沈卫强,刘一鸣,40075.8848,20010330,江苏,常州市
603985.SH,承立新,承立新,顾学俭,20384,20030730,江苏,无锡市
603030.SH,朱斌,陈文,蔡冠华,53812.8046,19981014,上海,上海市
603338.SH,许树根,许树根,梁金,48548.5571,20050516,浙江,湖州市
603816.SH,顾江生,李东来,陈邦灯,63228.9205,20061031,浙江,杭州市
605166.SH,傅昌宝,毛新华,姚双燕,31554.7,20131101,浙江,杭州市
603933.SH,杨维坚,杨维坚,蓝李春,20123.32,20070912,福建,福州市
688300.SH,李晓冬,李晓冬,柏林,8597.34,20020428,江苏,连云港市
603028.SH,沈生泉,林柱英,杨雪,22080,20050623,江苏,无锡市
603776.SH,孙继胜,孙继胜,董萍,18758,20100824,江苏,常州市
601949.SH,黄志坚,李岩,刘禹,182250,20111219,北京,北京市
603059.SH,张文生,张文生,王新余,10000,19970108,江苏,扬州市
603486.SH,庄建华,庄建华,马建军,56436.5525,19980311,江苏,苏州市
603687.SH,方能斌,方聪艺,胡鑫,41085.7106,20041122,浙江,杭州市
605169.SH,刘洪兵,刘洪兵,秦明,16000,20000113,新疆,巴音郭楞蒙古自治州
688586.SH,宋祖铭,邓长权,王永骞,40374.4467,20071228,安徽,合肥市
603967.SH,李松青,葛言华,楚旭日,26666.67,20061114,山东,青岛市
600989.SH,刘元管,刘元管,黄爱军,733336,20051102,宁夏,银川市
605228.SH,方立锋,朱春亚,方立锋,42000,20050304,浙江,宁波市
605018.SH,王长土,王庆,车斌,41668,19931111,浙江,宁波市
603706.SH,李明,田荣江,李伟伟,18938.2714,20010318,新疆,昌吉回族自治州
601228.SH,李益波,邓国生,马楚江,619318,20101228,广东,广州市
603025.SH,郑建军,茹水强,王晓军,92610.1711,20000925,北京,北京市
603666.SH,姜杰,姜杰,王少劼,13863.8738,19990406,江苏,南京市
605299.SH,张维建,张维建,傅建木,41149.9,19961010,福建,泉州市
603565.SH,卢宗俊,孙瑞,李涛,66666.6667,20100305,上海,上海市
603860.SH,常成利,程宁,赵正亮,6668,20070929,北京,北京市
603815.SH,胡先宽,胡先宽,曹振明,49900,19930223,安徽,合肥市
603809.SH,向朝东,张勇,侯凡,21634.82,20060925,四川,成都市
603718.SH,张海明,陈晓,浦冬婵,64400,19810718,上海,上海市
603686.SH,张桂潮,张桂潮,章林磊,41565.5737,20071221,福建,龙岩市
603693.SH,徐国群,郭磊,张军,61800,20021017,江苏,南京市
603225.SH,庄奎龙,庄耀中,杨剑飞,139610.368,20000222,浙江,嘉兴市
603085.SH,陈邦锐,陈邦锐,吴延坤,37022.5434,20000121,浙江,台州市
688508.SH,张立新,易扬波,易慧敏,11280,20051223,江苏,无锡市
603755.SH,张华君,张华君,苗建伟,9861.3681,20010323,山东,青岛市
603876.SH,周贤海,王诚,王诚,43363.0131,20030812,江苏,镇江市
603536.SH,惠增玉,惠增玉,魏学军,17188.6,20050202,山东,潍坊市
601515.SH,黄晓佳,王培玉,刘伟,133440.6809,19831230,广东,汕头市
603883.SH,谢子龙,王黎,冯诗倪,40873.2093,20051201,湖南,长沙市
603618.SH,华建飞,倪益剑,杨烈生,69103.8124,20020417,浙江,杭州市
600918.SH,李峰,毕玉国,张晖,696862.5756,20010515,山东,济南市
601162.SH,余磊,王琳晶,诸培宁,666596.728,20000329,湖北,武汉市
601998.SH,朱鹤新,方合英,张青,4893483.886,19870420,北京,北京市
601229.SH,金煜,朱健,李晓红,1420652.87,19960130,上海,上海市
603232.SH,孔令钢,杨文山,顾峰,19310.1694,19980303,上海,上海市
603959.SH,王海荣,肖立明,李良友,49029.8992,19921111,湖南,岳阳市
601009.SH,胡升荣,林静然,江志纯,1000701.697,19960206,江苏,南京市
601169.SH,张东宁,杨书剑,刘彦雷,2114298.427,19960129,北京,北京市
601686.SH,李茂津,陈广岭,杜云志,141155.66,20111226,天津,天津市
601827.SH,雷钦平,王小军,雷钦平,167826.8,20091204,重庆,重庆市
603093.SH,罗旭峰,李北新,钟益强,58000,19960528,浙江,杭州市
601878.SH,吴承根,王青山,张晖,361404.4514,20020509,浙江,杭州市
688488.SH,傅和亮,傅和亮,王广蓉,42000,20091215,江苏,扬州市
688656.SH,JOHN LI,JOHN LI,李淑宏,6305.8328,20090608,江苏,苏州市
688001.SH,陈文源,陈文源,蒋瑞翔,43853.6773,20050615,江苏,苏州市
601113.SH,丁军民,陈德占,张益惠,114148.1073,20020923,浙江,金华市
605208.SH,徐宏,徐宏,姜留奎,18800,20020812,上海,上海市
688590.SH,郭玮,郭玮,隋卫东,18202.228,19940604,上海,上海市
601696.SH,宁敏,宁敏,翟增军,277800,20020228,上海,上海市
603308.SH,杜应流,杜应流,杜超,48796.2086,20060425,安徽,合肥市
603922.SH,洪建沧,洪建沧,邹一飞,12800,20030923,江苏,苏州市
603968.SH,庆九,丁彩峰,俞新南,20448,19590601,江苏,南通市
601186.SH,汪建平,庄尚标,赵登善,1357954.15,20071105,北京,北京市
601236.SH,李素明,李素明,杨洁,363340.5396,20020131,云南,昆明市
688083.SH,杜玉林,杜玉林,字应坤,6194.3857,19980824,广东,广州市
688017.SH,左昱昱,左晶,张雨文,12041.67,20110113,江苏,苏州市
603155.SH,初亚军,初亚军,桑修申,15556,20091113,江苏,宿迁市
603000.SH,叶蓁蓁,叶蓁蓁,李奇,110569.1056,20050206,北京,北京市
688101.SH,蓝伟光,方富林,戴晓星,33388,20050426,陕西,延安市
603990.SH,翁康,翁康,胡绍安,16546.3488,20090814,江苏,苏州市
603133.SH,徐世中,徐世中,徐旭,21024.25,20100813,江苏,常州市
603379.SH,胡淇翔,胡淇翔,林卫,61047.9037,20010511,浙江,金华市
601008.SH,李春宏,成彦龙,沙晓春,109382.6212,20011015,江苏,连云港市
601188.SH,王庆波,龚宏,戴琦,131587.8571,20100301,黑龙江,哈尔滨市
603283.SH,孙丰,曾慧,刘言维,17924.4756,20070619,江苏,苏州市
603212.SH,吴小平,吴小平,陈小英,40001,20081104,江苏,苏州市
688358.SH,莫善珏,莫若理,周峰,8000,19960130,江苏,无锡市
600909.SH,章宏韬,杨爱民,汲杨,362104.4701,20010108,安徽,合肥市
601881.SH,陈共炎,陈亮,吴承明,1013725.876,20070126,北京,北京市
603022.SH,曹文洁,杨方明,徐宏菁,20000,19990727,上海,上海市
601518.SH,郝晶祥,马越舒,隋庆,135039.5121,20100301,吉林,长春市
688030.SH,罗东平,罗东平,郑丹,18022.3454,20110720,江苏,苏州市
688093.SH,顾正青,顾正青,高君,17200,20100414,江苏,苏州市
603183.SH,吴小翔,吴小翔,许业峰,29828.0075,19900328,江苏,苏州市
603311.SH,丁伊可,丁伊可,穆玲婷,21000,19950705,浙江,绍兴市
688365.SH,谭光华,谭光华,刘宇,40100,20130829,浙江,杭州市
605123.SH,是玉丰,是玉丰,刘波,10800,20060629,江苏,无锡市
603380.SH,钱新栋,顾华林,蒋艳,16000,20010531,江苏,苏州市
688013.SH,陈望宇,陈望东,张晓宇,8000,20030818,江苏,苏州市
603888.SH,田舒斌,田舒斌,杨庆兵,51902.936,20000704,北京,北京市
601111.SH,宋志勇,,周峰,1452481.519,20060327,北京,北京市
603026.SH,郭天明,于海明,吕俊奇,20268,20021231,山东,东营市
688199.SH,赵国锋,解敏雨,郝蕾,11122.68,19981030,天津,天津市
603999.SH,刘永升,,杨宗峰,57600,20091228,甘肃,兰州市
601900.SH,谭君铁,叶河,雷鹤,89587.6566,20091228,广东,广州市
601600.SH,敖宏,朱润洲,王军,1702267.295,20010910,北京,北京市
603558.SH,张茂义,张茂义,张望望,41635.6349,19931206,浙江,杭州市
603159.SH,孙林,徐志刚,孙林,14000,19970407,上海,上海市
603079.SH,洪爱,周斌,徐建新,17118.8958,19990208,浙江,台州市
688009.SH,周志亮,徐宗祥,邱巍,1058981.9,20101229,北京,北京市
603118.SH,汪大维,胡祖敏,贺依朦,77573.3332,19981124,广东,深圳市
601990.SH,李剑锋,夏宏建,徐晓云,368636.1034,19901123,江苏,南京市
603567.SH,方同华,陈海,侯旭志,84916,19961028,黑龙江,鸡西市
603898.SH,沈汉标,沈汉标,甘国强,31127.6535,20070409,广东,广州市
688160.SH,唐咚,唐咚,池家武,8400,20081209,上海,上海市
601689.SH,邬建树,王斌,王明臻,110204.6572,20040422,浙江,宁波市
605277.SH,赵战兵,赵战兵,黄娟,13344,19870407,浙江,温州市
603160.SH,张帆,胡煜华,王丽,45772.4035,20020531,广东,深圳市
688003.SH,徐一华,徐一华,杨聪,19360,20090820,江苏,苏州市
605133.SH,夏诚亮,夏诚亮,吉爱根,16000,20000615,江苏,扬州市
603496.SH,沈振宇,沈振宇,王翔,20086.132,20030331,上海,上海市
603161.SH,陈洪民,宗楼,张祥琴,13340,20020613,江苏,常州市
601890.SH,陶安祥,陶良凤,肖莉莉,95940,20000316,江苏,泰州市
603663.SH,夏鹏,夏鹏,郑雄,19246.3428,19910824,福建,宁德市
603158.SH,蒋学真,蒋学真,陈靖,21697.12,20050526,江苏,常州市
603928.SH,王进兴,王进兴,彭勇泉,20160,19960405,江苏,苏州市
688095.SH,熊雨前,熊雨前,李有铭,4814,20010929,福建,福州市
603929.SH,姚祖骧,毛智辉,李繁骏,21336,20020228,江苏,苏州市
603737.SH,洪杰,洪杰,米粒,26888.3918,20030717,福建,莆田市
688219.SH,李健益,方安平,吴江,45928.3632,20080731,安徽,合肥市
603588.SH,陈望明,陈望明,张炯,80967.3865,19920828,北京,北京市
603811.SH,颜贻意,赵春建,柯泽慧,16699.2,20010622,浙江,温州市
601619.SH,陈波,赵继伟,张建军,207410,20100416,宁夏,吴忠市
688021.SH,潘吉庆,潘吉庆,武雄晖,7728.3584,20090715,山东,德州市
688339.SH,张国强,张国强,康智,7050,20120712,北京,北京市
603677.SH,汪伟东,汪伟东,田林,19213.2934,19961129,浙江,宁波市
601858.SH,林鹏,彭斌,张凡,79050,19990415,北京,北京市
603018.SH,杨卫东,刘鹏,胡安兵,55718.4127,20050812,江苏,南京市
603218.SH,傅明康,傅明康,王烨,96760.4009,20071213,浙江,宁波市
603828.SH,顾益明,鲁崇明,何利民,61046.0158,20000828,江苏,苏州市
603538.SH,姚成志,姚成志,应高峰,14960.93,20040219,浙江,宁波市
688569.SH,韩自力,张松琦,张远庆,21066.67,20061030,北京,北京市
603603.SH,赵笠钧,赵笠钧,张蕾,41778.4056,19950118,北京,北京市
688109.SH,莫绪军,李军,高志鹏,4077.4,20110711,浙江,杭州市
603011.SH,严建文,严建文,王晓峰,45070.8094,19970907,安徽,合肥市
603023.SH,刘高深,陈振华,郁琼,56207.9807,20000728,黑龙江,哈尔滨市
603363.SH,吴有林,吴有林,侯浩峰,67401.6273,20110426,福建,漳州市
603128.SH,向宏,陈宇,于永乾,130946.2971,19841226,上海,上海市
603819.SH,陈忠渭,陈睿,蒋国峰,21773.0187,19911216,江苏,常州市
603817.SH,陈宏景,卓贤文,林志军,45000.5424,20020705,福建,福州市
688057.SH,廖志民,廖志民,杨晨露,27600,20041029,江西,南昌市
603367.SH,杜振新,杜振新,续新兵,45335.3,19981106,山东,济宁市
688312.SH,刘燕,张国峰,邝先珍,14347.8696,20120312,广东,深圳市
605500.SH,林启军,林启军,陈清贤,20000,19980903,浙江,台州市
603688.SH,陈士斌,陈士斌,吕良益,35296.0506,19990423,江苏,连云港市
603882.SH,梁耀铭,梁耀铭,郝必喜,45948.7577,20060526,广东,广州市
603198.SH,倪永培,杨照兵,孙汪胜,80000,20031128,安徽,六安市
600956.SH,曹欣,梅春晓,班泽锋,384991.0396,20100209,河北,石家庄市
603648.SH,徐峰,徐峰,沈侃,36866.67,20010522,上海,上海市
603518.SH,王致勤,王致勤,陶为民,25239.8358,20030314,江苏,南京市
688018.SH,TEO SWEE ANN,TEO SWEE ANN,王珏,8003.05,20080429,上海,上海市
603186.SH,刘涛,郭江程,居波,14204.5312,20030306,浙江,杭州市
688676.SH,李辉,李辉,杨霞玲,42570,19970603,海南,海口市
601015.SH,李保平,张林兴,何晓明,162978.9473,20031118,陕西,渭南市
603189.SH,冯达,冯达,孙琳,22080,20091209,上海,上海市
688658.SH,于伟仕,于飞,王成杰,45000,20010814,北京,北京市
603238.SH,任建华,张杰,陈伟国,12362,20021127,浙江,杭州市
603337.SH,赵新庆,阮林兵,谢云娇,44586.852,20030827,浙江,台州市
603768.SH,吴应宏,吴应举,刘堃,20400,19880902,安徽,合肥市
603038.SH,谭洪汝,谭洪汝,钟科,18413.1867,19950525,广东,东莞市
603066.SH,刘子力,金跃跃,徐秦烨,30070.29,20020617,江苏,南京市
601700.SH,范建刚,范建刚,孙连键,113323.2,19930715,江苏,苏州市
603813.SH,余军,余军,李运,8878.2,20050815,广东,广州市
603969.SH,谢志峰,谢志峰,谢志峰,84100,19980317,天津,天津市
603223.SH,刘振东,李洪波,王仁权,28224,20070522,山东,烟台市
603383.SH,严孟宇,严孟宇,赵伟,16825.0516,20001025,福建,福州市
603358.SH,陈竞宏,葛江宏,徐正敏,31360,20021125,江苏,泰州市
688004.SH,郭忠武,郭忠武,李娜,5680,19930401,北京,北京市
603551.SH,Fang James,方胜康,刘文龙,40001,20040909,浙江,杭州市
603477.SH,贺正刚,何晓兰,周密,46791.1629,20131224,四川,乐山市
605136.SH,黄韬,黄韬,杜红谱,40001,20100527,上海,上海市
603637.SH,范其海,范其海,石丹,24370.2033,19940630,浙江,宁波市
603298.SH,赵礼敏,赵礼敏,陈赛民,86639.5852,20030506,浙江,杭州市
603825.SH,苏同,苏同,郭建军,22861.5614,19940628,北京,北京市
603992.SH,周华松,周华松,吴朝华,40100.9858,20040511,福建,厦门市
603555.SH,林天福,林天福,苏志强,62860.2143,20040713,福建,泉州市
601965.SH,李开国,万鑫铭,刘安民,98984.1767,20010111,重庆,重庆市
605055.SH,傅双利,傅双利,王调仙,44000,20080802,浙江,绍兴市
605151.SH,朱燕阳,朱燕阳,卢晓东,13334,20020715,上海,上海市
603806.SH,林建华,周光大,章樱,76955.2372,20030512,浙江,杭州市
688228.SH,汪敏,汪敏,马文婧,6713.344,20000417,广东,东莞市
603867.SH,胡健,包江峰,胡建宏,14090,19970924,浙江,杭州市
603180.SH,潘孝贞,潘孝贞,陈建波,10326.0031,19990126,福建,厦门市
688015.SH,郜春海,郜春海,李春红,16000,20091204,北京,北京市
605009.SH,李志彪,李志彪,曹凤姣,10667,20080311,浙江,杭州市
603598.SH,罗衍记,罗衍记,马长兴,27062.3,20050810,北京,北京市
601100.SH,汪立平,邱永宁,张小芳,130536,20050602,江苏,常州市
688085.SH,徐农,徐农,范湘龙,20533.35,20050419,上海,上海市
601798.SH,解庆,吕志辉,李旭杨,35452.8198,20010430,甘肃,兰州市
603369.SH,周素明,顾祥悦,王卫东,125450,19971223,江苏,淮安市
601601.SH,孔庆伟,傅帆,马欣,962034.1455,19910513,上海,上海市
605088.SH,周家儒,周隆盛,刘海强,16000,19990413,浙江,温州市
603081.SH,丰华,丰华,谢文杰,40181.3217,20020308,浙江,宁波市
601298.SH,贾福宁,王新泽,刘永霞,649110,20131115,山东,青岛市
688521.SH,戴伟民,戴伟民,施文茜,48838.8558,20010821,上海,上海市
603131.SH,舒宏瑞,舒振宇,舒宏瑞,31797.6762,19951206,上海,上海市
601611.SH,李晓明,戴雄彪,高金柱,264961.9211,20101221,上海,上海市
603297.SH,曹其东,毛磊,李舟容,11053,19970221,浙江,宁波市
603185.SH,杨建良,杨建良,庄柯杰,27529.8834,20020928,江苏,无锡市
603908.SH,陆暾华,陆暾华,王潘祺,6669,20061031,浙江,衢州市
603177.SH,金猛,赵博,刘飞,20200,20050906,浙江,绍兴市
688126.SH,俞跃辉,Chiu Tzu-Yin(邱慈云),李炜,248026,20151209,上海,上海市
603015.SH,熊钰麟,熊明慧,郑琴,40421.9,20010905,浙江,宁波市
688579.SH,李庆忠,郑永清,赵永光,40001,19921119,山东,济南市
603788.SH,钱高法,钱国年,彭丽娜,22306.5068,19990120,浙江,宁波市
603345.SH,刘鸣鸣,张清苗,梁晨,24442.436,20011224,福建,厦门市
603719.SH,杨红春,杨银芬,徐然,40100,20100804,湖北,武汉市
601500.SH,顾萃,程金元,卞亚波,87229.009,20020819,江苏,无锡市
603833.SH,姚良松,姚良松,杨耀兴,60153.1902,19940701,广东,广州市
603328.SH,李永胜,李永胜,林海,99844.2611,20000302,广东,中山市
688077.SH,熊永飞,熊永飞,董学春,8000,20031104,安徽,合肥市
603067.SH,蔡再华,柯愈胜,陈前炎,49903.6166,20030619,湖北,黄石市
688088.SH,邓晖,邓晖,蒿惠美,40600,20030225,浙江,杭州市
603697.SH,鹿有忠,鹿有忠,周泽宁,30454.5,20070525,重庆,重庆市
603317.SH,邓文,邓文,何昌军,63044.4441,20070302,四川,成都市
688360.SH,卓序,卓序,郭爱华,8567.6599,20010429,浙江,湖州市
688608.SH,LIANG ZHANG,LIANG ZHANG,赵国光,12000,20150608,上海,上海市
603650.SH,Zhang Ning,周建辉,李敏,58598.75,20080604,上海,上海市
603698.SH,唐国宏,姜从斌,徐京辉,53599,20070622,北京,北京市
688022.SH,蔡昌蔚,蔡昌蔚,蔡昌蔚,10800,20121116,江苏,苏州市
605186.SH,戴建伟,戴建伟,邱泓,13600,20140711,上海,上海市
603227.SH,康健,康健,周小力,72457,19840627,新疆,乌鲁木齐市
601326.SH,曹子玉,杨文胜,马喜平,558741.2,20080331,河北,秦皇岛市
603657.SH,陈正明,陈凯,王胜永,13440,20000711,浙江,金华市
688256.SH,陈天石,陈天石,叶淏尹,40010,20160315,北京,北京市
688005.SH,白厚善,刘相烈,张媛,44738.3383,20140918,浙江,宁波市
601155.SH,王晓松,梁志诚,陈鹏,226059.7986,19960630,江苏,常州市
688168.SH,钟竹,钟竹,夏振富,5118,20070525,北京,北京市
603519.SH,蒋达伟,蒋达伟,顾春兰,22193.9866,19940119,江苏,无锡市
601606.SH,王本河,何勇,张兆忠,72422.84,20001116,安徽,合肥市
603053.SH,罗龙,杨平,熊莉娜,88889,19860411,四川,成都市
688366.SH,侯永泰,吴剑英,田敏,17720.66,20070124,上海,上海市
600023.SH,孙玮恒,虞国平,曹路,1360068.999,19920314,浙江,杭州市
603332.SH,席文杰,席文杰,何小林,11893.8,20030611,江苏,苏州市
603032.SH,宋国强,宋国强,陈翔,16000.8,20030528,新疆,乌鲁木齐市
603887.SH,谢晓东,谢晓东,陈伟民,37558.0271,19970426,上海,上海市
688606.SH,高飞,高飞,傅燕萍,5390.4145,20090417,浙江,杭州市
603711.SH,蒋建琪,蒋建琪,邹勇坚,41645.06,20050812,浙江,湖州市
603729.SH,余亦坤,余亦坤,周衍伟,9333.8,20030610,上海,上海市
600977.SH,焦宏奋,傅若清,任月,186700,20101209,北京,北京市
688696.SH,钟波,肖适,廖杨,5000,20131118,四川,成都市
603088.SH,郑良才,李永坚,刘明君,21952,20020815,浙江,宁波市
603302.SH,黄尚渭,蔡水源,卢海兰,36030.24,20040305,山东,烟台市
603322.SH,梁建华,张俊,邹文,16015,19980828,广东,广州市
688379.SH,金李梅,金李梅,胡岭,8800,19971119,浙江,杭州市
603050.SH,张成锁,屈国旺,宋建玲,16221.01,20000212,河北,石家庄市
603708.SH,王培桓,王培桓,周承生,60840.097,19810616,山东,威海市
603843.SH,甘迎新,甘迎新,马富昕,56000.42,19960318,青海,西宁市
603798.SH,朱振华,朱磊,王黎明,20000,20031219,山东,青岛市
688698.SH,胡智勇,胡智勇,贺琬株,18000,20131017,江苏,苏州市
603165.SH,冯荣华,冯荣华,胡荣霞,25310.0105,19981109,浙江,嘉兴市
603800.SH,舒志高,邹利明,王骋,20800,20011029,江苏,苏州市
605289.SH,孙凯君,孙凯君,刘锋,6500,19990304,上海,上海市
603027.SH,伍超群,伍超群,吕科霖,66567.5318,19960131,四川,眉山市
603871.SH,韩景华,孟联,聂慧峰,21952,20050622,北京,北京市
603818.SH,赵瑞海,赵瑞海,孙潇阳,58287.9546,19930410,北京,北京市
603615.SH,陈葵生,陈葵生,翁林彦,24455,19970303,福建,福州市
603505.SH,王锦华,赵建平,戴水君,24000,20010515,浙江,杭州市
688181.SH,赵雷,赵雷,薛秀媛,9647.3014,20040709,北京,北京市
688029.SH,隆晓辉,冷德嵘,龚星亮,13334,20000510,江苏,南京市
601206.SH,余剑伟,余剑伟,李恒,20700,19981021,浙江,宁波市
603031.SH,夏柱兵,余斌,王成,11200,19990507,安徽,合肥市
688286.SH,李刚,李刚,董铭彦,5320,20070925,江苏,苏州市
603421.SH,曾繁忆,曾繁忆,葛军,65669.3891,20080326,山东,青岛市
603889.SH,沈建华,华新忠,李新学,51174.6388,19950908,浙江,嘉兴市
603986.SH,何卫,何卫,李红,47439.6481,20050406,北京,北京市
603117.SH,樊继波,郝剑斌,吴江渝,63874.1065,20071112,江苏,泰州市
603626.SH,徐金根,TAN CHAI HAU,徐宁,49088.546,20101201,江苏,苏州市
688616.SH,宋毅然,周小蕾,周小蕾,15000,19991230,浙江,杭州市
603229.SH,郑志国,郑志国,李震宇,23920.6372,20100422,浙江,台州市
603939.SH,高毅,高毅,范炜,55297.2015,20080620,湖南,常德市
603515.SH,王耀海,马秀慧,刘斯,75469.5722,20081021,上海,上海市
688316.SH,黄允松,黄允松,崔天舒,4746.2175,20120417,北京,北京市
688418.SH,吴闽华,吴闽华,周春华,19361,20050404,广东,深圳市
603309.SH,韩广源,韩广源,张增勇,26000,20040430,广东,广州市
603320.SH,吴建荣,吴储正,丁家丰,13000.7245,19931227,浙江,绍兴市
688056.SH,胡克,胡克,于浩,6700,20020108,北京,北京市
603112.SH,王春翔,王渊,张敏,42500,20081229,山西,临汾市
603335.SH,赵瑞贞,赵瑞贞,赵瑞贞,42814.46,20011026,广东,江门市
601011.SH,焦云,李清涛,王维舟,160480.7397,20030624,黑龙江,七台河市
603187.SH,邵伟,邵伟,赵定勇,17214.3447,20060808,山东,青岛市
603315.SH,石鹏,石鹏,秦帅,30702.6264,20040714,辽宁,鞍山市
688598.SH,王冰泉,王冰泉,童宇,8000,20050606,湖南,益阳市
603197.SH,陈洪凌,张祖秋,尹术飞,16513.3017,19970520,上海,上海市
601968.SH,曹清,曹清,王逸凡,112861.744,20040326,上海,上海市
603918.SH,金史平,金史平,高冬冬,23504.429,19940817,上海,上海市
