ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city
688678.SH,许惠钧,许惠钧,顾月勤,17335,20060518,江苏,苏州市
603960.SH,谈士力,谈士力,曹卫红,26094.45,20030530,上海,上海市
601238.SH,曾庆洪,冯兴亚,眭立,1035099.288,19970606,广东,广州市
601963.SH,林军,冉海陵,彭彦曦,347450.5339,19960902,重庆,重庆市
600436.SH,刘建顺,黄进明,陈纪鹏,60331.721,19991228,福建,漳州市
600409.SH,王春生,王铁英,刘印江,206434.9448,19991228,河北,唐山市
600538.SH,潘利斌,潘利斌,李勇,51177.1343,19930122,广西,北海市
600593.SH,杨子平,毛崴,毛崴,12880,19940118,辽宁,大连市
600572.SH,胡季强,罗国良,金祖成,266732.02,19930109,浙江,金华市
600469.SH,王锋,王锋,刘新军,73113.7184,19981201,河南,焦作市
600489.SH,卢进,赵占国,李跃清,484731.2564,20000623,北京,北京市
601118.SH,艾轶伦,李超,董敬军,427942.7797,20050329,海南,海口市
601919.SH,许立荣,杨志坚,郭华伟,1225952.923,20070105,天津,天津市
600025.SH,袁湘华,孙卫,邓炳超,1800000,20010208,云南,昆明市
600988.SH,王建华,吕晓兆,周新兵,166391.1378,19980622,内蒙古,赤峰市
600502.SH,王厚良,许克顺,黄代,172116.0272,19980615,安徽,蚌埠市
600429.SH,于永杰,张学庆,张娜,149755.7426,19970313,北京,北京市
600371.SH,沈志军,沈志军,沈志军,29257.8,19950913,黑龙江,哈尔滨市
600586.SH,王刚,曹廷发,董保森,142877,19991231,山东,淄博市
601001.SH,崔建军,朱海月,钱建军,167370,20010725,山西,大同市
688069.SH,胡明明,胡明明,丁锡清,5947,20091210,江苏,无锡市
605111.SH,朱袁正,朱袁正,肖东戈,10120,20130105,江苏,无锡市
600561.SH,王晓,胡维泉,吴隼,28447.68,19950310,江西,南昌市
600491.SH,赖振元,赖朝辉,张丽,152975.7955,19950711,浙江,宁波市
600423.SH,陆胜云,陆胜云,龙立萍,79869.5026,20010306,广西,柳州市
600522.SH,薛济萍,陆伟,杨栋云,306615.3266,19960209,江苏,南通市
600355.SH,张学阳,张学阳,张万宏,49208.92,19941214,湖北,武汉市
601958.SH,程方方,杨国平,尹战劳,322660.44,20070516,陕西,西安市
601038.SH,黎晓煜,刘继国,于丽娜,112364.5275,19981228,河南,洛阳市
688600.SH,臧牧,臧牧,王胜芳,13334,20030626,安徽,合肥市
603966.SH,金红萍,陶峰华,彭家辉,21097.96,20070619,江苏,苏州市
600463.SH,王鹏,王鹏,刘彦明,30000,20000328,北京,北京市
688981.SH,周子学,,郭光莉,789635.0532,20000403,,
688505.SH,王海波,王海波,薛燕,104300,19961111,上海,上海市
688278.SH,孙黎,孙黎,孙志里,40680,19960807,福建,厦门市
600908.SH,邵辉,陶畅,孟晋,184829.9705,20050621,江苏,无锡市
603885.SH,王均金,赵宏亮,徐骏民,196614.4157,20060323,上海,上海市
605198.SH,王安,张辉,王艳辉,36730,19960330,山东,烟台市
600900.SH,雷鸣山,张星燎,李绍平,2274185.923,20021104,北京,北京市
600480.SH,信虎峰,罗开全,翟斌,76534.0374,19950410,河北,保定市
600573.SH,刘翔宇,肖国锋,程晓梅,25000,19970204,福建,泉州市
600963.SH,李战,李战,易兰锴,180505.3109,20000928,湖南,岳阳市
600983.SH,艾小明,艾小明,方斌,76643.9,20000330,安徽,合肥市
601333.SH,武勇,胡酃酃,唐向东,708353.7,19960306,广东,深圳市
600495.SH,张朝宏,孔炯刚,韩秋实,120819.0886,20001227,山西,太原市
600478.SH,钟发平,潘立贤,张飞,165328.1386,19980124,湖南,长沙市
600976.SH,何勤,汪俊,周捷,15339.86,19930528,湖北,武汉市
600387.SH,王彬,程志伟,曾佳,46814.4464,19930726,浙江,绍兴市
601158.SH,郑如彬,廖高尚,吕祥红,480000,20010111,重庆,重庆市
600529.SH,扈永刚,张军,赵海宝,59496.7747,19931108,山东,淄博市
600467.SH,唐传勤,唐传勤,李俊峰,146099.4304,19930107,山东,威海市
600560.SH,杨光浩,杨光浩,胡邦周,22364.55,19991228,北京,北京市
600392.SH,胡泽松,黄平,郭晓雷,175516.7067,19980701,四川,成都市
600510.SH,戈亚芳,葛维龙,何晓晴,104709.5025,19930528,江苏,常州市
600497.SH,孙勇,孙成余,王小强,509129.1568,20000718,云南,曲靖市
600459.SH,郭俊梅,潘再富,刚剑,43770.8011,20000925,云南,昆明市
600435.SH,浮德海,张百锋,赵晗,148932,20000911,北京,北京市
600551.SH,王民,郑可,刘红,50582.5296,19991212,安徽,合肥市
600591.SH,周赤,顾佳丹,徐骏民,130372.22,19981228,上海,上海市
600540.SH,马晓宏,陈建江,陈建江,47092.3313,19991222,新疆,双河市
601866.SH,王大雄,刘冲,蔡磊,1160812.5,20040303,上海,上海市
600482.SH,周宗子,,王善君,216068.1619,20000613,河北,保定市
600354.SH,马宗海,张绍平,顾生明,52780.208,19981228,甘肃,酒泉市
600284.SH,杨明,邱畅,朱音,97025.6,19980109,上海,上海市
603357.SH,苏新国,徐宏光,毛洪强,45454.2698,19940311,安徽,合肥市
600590.SH,李自强,李自强,罗新杰,85878.2308,19960320,江西,南昌市
600184.SH,李克炎,陈良,袁勇,50876.0826,20000831,湖北,襄阳市
600496.SH,方朝阳,裘建华,沈月华,201287.4349,19990628,安徽,六安市
600050.SH,王晓初,陈忠岳,朱可炳,3101185.329,20011231,北京,北京市
600592.SH,陈晋辉,陈晋辉,曾四新,39955.3571,19971224,福建,漳州市
603895.SH,荣俊林,荣俊林,吕爱华,10808,19960712,上海,上海市
603712.SH,王宝,庞辉,马海永,77200,20041028,天津,天津市
603976.SH,邓勇,邓勇,费世平,15120,19891027,重庆,重庆市
688089.SH,易德伟,易德伟,王华标,12000,20040922,湖北,武汉市
600960.SH,谢伟,林风华,袁春晖,95051.5518,19991231,山东,滨州市
600012.SH,项小龙,唐军,董汇慧,165861,19960815,安徽,合肥市
600432.SH,费洪国,张东,王行龙,78359.9721,20001227,吉林,吉林市
600485.SH,王靖,王靖,王铮,292374.2782,19951202,北京,北京市
600552.SH,夏宁,倪植森,王伟,76388.4003,20000930,安徽,蚌埠市
688550.SH,刘晓春,刘骞峰,陈谦,7018.1579,19990415,陕西,西安市
603178.SH,罗玉龙,张文昌,张勇,20113.9,20070417,浙江,宁波市
603679.SH,梁熹,梁熹,张辉,14288.6858,20040521,四川,成都市
605077.SH,陈德水,陈德水,郑芳明,11656,20010710,浙江,衢州市
688689.SH,杨森茂,岳廉,金银龙,12840,20061008,江苏,常州市
688679.SH,杨明,杨明,齐敦卫,13168.9675,19990415,安徽,合肥市
600992.SH,王小刚,梁鹏,曹磊,24509,20001019,贵州,遵义市
600460.SH,陈向东,郑少波,陈越,131206.1614,19970925,浙江,杭州市
600406.SH,冷俊,郑宗强,方飞龙,462149.3787,20010228,江苏,南京市
600357.SH,李怡平,牟文恒,王世杰,98066.704,19940618,河北,承德市
603121.SH,吴怀磊,吴怀磊,冯轲,25920,20060622,上海,上海市
600249.SH,林钻煌,吴堃,韦元贤,55000,19961205,广西,柳州市
600444.SH,窦万波,章小浒,钱俊,14642.1932,19931230,安徽,合肥市
603803.SH,高磊,李月杰,王曙立,42105.5557,19990608,北京,北京市
600535.SH,闫凯境,苏晶,于杰,151266.6229,19980430,天津,天津市
688156.SH,季光明,季光明,刘菁,9184,20060809,湖北,武汉市
600035.SH,王南军,阮一恒,宋晓峰,161011.5901,20001122,湖北,武汉市
600343.SH,朱奇,李彦喜,任随安,63820.6348,19991224,陕西,西安市
600503.SH,王伟林,王伟林,娄欣,160229,19961018,上海,上海市
600439.SH,郑有全,郑文青,胡丽平,113198.544,19991024,河南,许昌市
605358.SH,王敏文,刘晓健,吴能云,40058,20020319,浙江,杭州市
600351.SH,任武贤,任伟,任蓬勃,77000.0023,19990126,山西,运城市
600512.SH,杨九如,杨九如,王士金,159890.2832,19950821,浙江,台州市
601598.SH,李关鹏,宋嵘,李世础,740080.3875,20021120,北京,北京市
601577.SH,朱玉国,赵小中,杨敏佳,342155.3754,19970818,湖南,长沙市
600433.SH,谢先龙,谢先龙,杨映辉,127131.5443,19930715,广东,湛江市
600425.SH,郑术建,,姜军凯,137879.0086,20001117,新疆,阿拉尔市
600993.SH,陈平,夏有章,马倩,43105.3891,19940509,湖北,武汉市
600563.SH,严春光,陈国彬,陈宇,22500,19981212,福建,厦门市
600476.SH,董志宏,张华,孟京京,16107,20001017,湖南,长沙市
600477.SH,单银木,单际华,姚涛,215373.7411,20001228,浙江,杭州市
605258.SH,张南国,张南星,孙荣发,8800,20000217,江苏,常州市
605255.SH,尤建义,尤建义,葛露雪,13408,20091113,浙江,宁波市
600532.SH,俞倪荣,范少飞,鲁振能,51606.572,19991230,上海,上海市
600499.SH,边程,杨学先,李跃进,188841.9929,19961211,广东,佛山市
600408.SH,杨锦龙,郭全虎,郭全虎,100680,19930729,山西,晋中市
600029.SH,马须伦,马须伦,谢兵,1532930.24,19950325,广东,广州市
600251.SH,刘中海,肖莉,金建霞,78477.2008,19991230,新疆,铁门关市
600549.SH,黄长庚,吴高潮,周羽君,141851.62,19971230,福建,厦门市
600020.SH,马沉重,王铁军,杨亚子,224737.1832,20001228,河南,郑州市
600967.SH,李全文,魏晋忠,王彤,168963.1817,20001229,内蒙古,包头市
605086.SH,温能全,吕榕山,熊斌,9600,20030425,福建,龙岩市
600580.SH,陈建成,庞欣元,吴剑波,130891.8586,19981021,浙江,绍兴市
600513.SH,夏春来,吴文格,黄文韬,28799.037,20000222,江苏,扬州市
600581.SH,沈东新,张春辉,樊国康,153289.787,20000727,新疆,乌鲁木齐市
600458.SH,杨军,彭华文,夏智,80279.8152,19940524,湖南,株洲市
605303.SH,吴光洪,张炎良,王冰,16123.7408,19920928,浙江,杭州市
600479.SH,江端预,蹇顺,朱溧,41850.7117,19930813,湖南,株洲市
600015.SH,李民吉,张健华,宋继清,1538722.398,19921014,北京,北京市
600576.SH,赖志林,赖志林,王衡,61940.2409,19920924,浙江,杭州市
600579.SH,刘韬,Michael Ruf,翟峰,73423.7993,19990630,山东,青岛市
603855.SH,胡志荣,胡志荣,郑晓荣,33764,20101215,上海,上海市
600979.SH,张久龙,余正军,张久龙,123225.979,19990323,四川,广安市
603927.SH,左春,左春,蔡宏,42400,19960530,北京,北京市
600987.SH,朱重庆,朱建庆,李军晓,108081.8841,19980106,浙江,杭州市
601699.SH,游浩,毛永红,张成银,299140.92,20010719,山西,长治市
603700.SH,张琳,王宗辉,马溯嵘,20324.2,19580101,浙江,宁波市
600472.SH,芦林,刘志荣,李满仓,43100,20010628,内蒙古,包头市
601666.SH,潘树启,王新义,许尽峰,234867.6469,19980317,河南,平顶山市
601006.SH,程先东,韩洪臣,张利荣,1486679.149,20041028,山西,大同市
603899.SH,陈湖文,陈湖雄,全强,92742.76,20080718,上海,上海市
600970.SH,刘燕,印志松,范丽婷,173764.6983,20011228,江苏,南京市
688456.SH,汪礼敏,贺会军,薛玉檩,10366,20040304,北京,北京市
601519.SH,张志宏,张志宏,申睿波,198770,20001214,上海,上海市
600575.SH,王戎,潘春鸣,马进华,388626.1065,20001129,安徽,芜湖市
603356.SH,黄业华,黄超,田媛,13334,20050907,安徽,宣城市
601956.SH,杨百昌,朱金明,付雪东,51132,20020118,湖北,黄石市
601588.SH,李伟东,,郭川,336702,19981009,北京,北京市
688086.SH,郑穆,钟国裕,王炜,19038.1503,20100415,广东,梅州市
600973.SH,杨泽元,邵文林,王学明,137136.6248,20000630,江苏,扬州市
603109.SH,艾纯,艾纯,杜春辉,14667,19930407,重庆,重庆市
601788.SH,刘秋明,刘秋明,朱勤,461078.7639,19960423,上海,上海市
601187.SH,吴世群,吴昕颢,陈蓉蓉,263912.7888,19961126,福建,厦门市
603226.SH,Jürgen Vohringer,刘敦银,孙振伟,21035.016,19950313,上海,上海市
688011.SH,康为民,康为民,王玉伟,10000,20071130,黑龙江,哈尔滨市
603466.SH,李晖,陈礼文,李成,29155.04,20030812,上海,上海市
688335.SH,黄文俊,曲献伟,李文静,7252.1508,20111118,上海,上海市
688408.SH,蔡浩,蔡浩,郑海鹏,13571.548,20091120,江苏,苏州市
600056.SH,李亚东,王宏新,刘清源,106848.5534,19970508,北京,北京市
600057.SH,张水利,邓启东,廖杰,215745.4085,19970523,福建,厦门市
600058.SH,朱海涛,魏涛,王宏利,107191.0711,19970521,北京,北京市
600059.SH,孙爱保,徐东良,吴晓钧,80852.4165,19970508,浙江,绍兴市
600225.SH,阎鹏,刘新林,阎鹏,93549.2615,20011221,天津,天津市
600226.SH,朱礼静,朱礼静,郭小琴,312901.2583,19990511,浙江,湖州市
600227.SH,丁林洪,丁林洪,先正红,169313.4201,19980828,贵州,贵阳市
600228.SH,卢岐,李季,陈明,24132,19990115,江西,赣州市
600229.SH,王为达,杨延亮,张以涛,70209.601,19940614,山东,青岛市
600094.SH,俞锦,俞锦,张燕琦,247532.5057,19960718,上海,上海市
600095.SH,史建明,蒋军,黄海伦,268199.0294,19940325,黑龙江,哈尔滨市
600096.SH,段文瀚,崔周全,钟德红,183811.3739,19970702,云南,昆明市
600097.SH,谢峰,吴昔磊,汪涛,24093.6559,19931011,上海,上海市
600098.SH,伍竹林,吴旭,吴宏,272619.6558,19921113,广东,广州市
600984.SH,杨宏军,李长安,白海红,96695.6865,20011208,陕西,西安市
688599.SH,高纪凡,高纪凡,吴群,206802.6375,19971226,江苏,常州市
600135.SH,王洪泽,路建波,张永光,55330.7099,19980116,河北,保定市
600136.SH,易仁涛,闫爱华,高维,58461.8623,19921031,湖北,武汉市
600137.SH,翁荣弟,翁荣弟,马中明,9721.7588,19961226,四川,宜宾市
600138.SH,康国明,邱文鹤,范思远,72384,19971125,北京,北京市
600139.SH,刘新盘,熊健,王娜,66189.0508,19971202,四川,绵阳市
600230.SH,谢华生,刘增,刘晓婧,41186.3502,19980924,河北,沧州市
600231.SH,文广,马育民,王宝杰,282615.4356,19940504,辽宁,朝阳市
600232.SH,傅国定,潘明忠,韩钧,36471.8544,19940923,浙江,舟山市
600233.SH,喻会蛟,潘水苗,张龙武,315983.0675,19921222,辽宁,大连市
600234.SH,黄绍嘉,肖志坚,戴蓉,20244.588,19930331,山西,太原市
600099.SH,孙峰,陈文龙,李鹏鹏,21912,19970628,江苏,泰州市
600100.SH,黄敏刚,胡军,张健,296389.8951,19970625,北京,北京市
600101.SH,王更生,向道泉,雷斌,42143.267,19880429,四川,遂宁市
600102.SH,陈启祥,罗登武,闵宪金,92227.3092,19970822,山东,济南市
600103.SH,张小强,林小河,潘其星,230581.7807,19930401,福建,福州市
605005.SH,陈文葆,蔡庆明,周汝中,40100,20061114,浙江,温州市
603303.SH,倪强,杜国红,陈仕勇,48771.5366,19961230,浙江,金华市
600141.SH,李国璋,舒龙,鲍伯颖,111939.2663,19940817,湖北,宜昌市
600145.SH,卡司木江.吾斯曼,卡司木江.吾斯曼,,149110.038,19980928,新疆,塔城地区
600146.SH,钱安,朱方明,陈婷,46997,19990629,宁夏,银川市
600148.SH,高汝森,孟庆洪,周勇,14151.645,19980507,吉林,长春市
600149.SH,王大为,曹玫,张春岭,38016,19930817,河北,廊坊市
600235.SH,曹继华,曹继华,姚名欢,35130,19981112,浙江,嘉兴市
600236.SH,刘广迎,李凯,吴育双,788237.7802,19920904,广西,南宁市
600237.SH,黄明强,鲍俊华,李骏,56436.9565,19960808,安徽,铜陵市
600238.SH,冯彪,冯彪,杨鹏,44820,19920303,海南,海口市
600239.SH,李家龙,孔薇然,李映红,160568.6909,19970421,云南,昆明市
600240.SH,余威,钟欣,刘奕莹,142425.36,19981009,北京,北京市
600104.SH,陈虹,王晓秋,陈晓东,1168346.137,19840416,上海,上海市
600105.SH,莫思铭,莫思铭,张国栋,138085.1957,19940630,江苏,苏州市
600106.SH,江津,谷安东,张漫,132902.5062,19970613,重庆,重庆市
600107.SH,陈京南,陈京南,褚圆圆,36000,19931231,湖北,黄石市
600108.SH,李克恕,牛济军,王杰,194691.5121,19951206,甘肃,兰州市
688157.SH,凌云剑,凌云剑,伍俊芸,7960,20090320,湖南,长沙市
603595.SH,沈晓宇,沈晓宇,罗斌斌,21292.5243,20080125,浙江,湖州市
600150.SH,张英岱,季峻,陶健,447242.8758,19980512,上海,上海市
600151.SH,张建功,荆怀靖,万潞,143425.2287,19980528,上海,上海市
600152.SH,何承命,杨东文,薛春林,41160.3032,19930728,浙江,宁波市
600153.SH,郑永达,林茂,江桂芝,286355.253,19980610,福建,厦门市
600241.SH,李军,,庄绍英,29430.2115,19990329,辽宁,大连市
600242.SH,厉群南,何东,厉群南,45666.5122,19930603,广东,阳江市
600243.SH,于世光,于世光,李祥军,43885,19980818,青海,西宁市
600246.SH,王忆会,张家静,匡娜,205400.9302,19981230,北京,北京市
600247.SH,方项,申方文,赖淑婷,33644.16,19811226,吉林,吉林市
600109.SH,冉云,金鹏,周洪刚,302435.931,19961220,四川,成都市
600110.SH,陈立志,许松青,王寒朵,139726.8615,19890823,吉林,长春市
600111.SH,李金玲,瞿业栋,余英武,363306.6,19970912,内蒙古,包头市
600112.SH,高健,高健,高健,50920.4846,19971113,贵州,遵义市
600113.SH,杨作军,杨澄宇,谢小磊,41143.116,19971006,浙江,温州市
603063.SH,韩玉,韩玉,刘济洲,43384.15,20070420,广东,深圳市
600155.SH,陶永泽,张小艾,巫兰,173955.6648,19980721,北京,北京市
600156.SH,肖群锋,刘国华,肖群锋,40211.0702,19980519,湖南,长沙市
600157.SH,王广西,窦红平,李军,2221776.415,19920730,山西,晋中市
600158.SH,王卫东,单铁,许宁宁,95951.3067,20060417,天津,天津市
600159.SH,马云虎,范学朋,李铁,83000.3232,19980508,北京,北京市
600160.SH,周黎旸,韩金铭,刘云华,269974.6081,19980617,浙江,衢州市
600248.SH,张义光,张义光,康宇麟,314798.1912,19981130,陕西,咸阳市
600250.SH,徐德健,丁益兵,张金源,31059.3879,19920630,江苏,南京市
600252.SH,焦明,蒋神州,焦明,347510.7147,19930728,广西,梧州市
600253.SH,年大明,李富志,刘宁宇,42000,19990504,河南,驻马店市
600255.SH,宋志刚,,张龙,176959.3555,19980928,安徽,芜湖市
600116.SH,叶建桥,周泽勇,车亚平,191214.2904,19940428,重庆,重庆市
600117.SH,尹良求,王青海,熊俊,104511.8252,19971008,青海,西宁市
600118.SH,张洪太,葛玉君,万银娟,118248.9135,19970821,北京,北京市
600115.SH,刘绍勇,李养民,汪健,1637950.92,19950414,上海,上海市
601609.SH,楼国强,楼城,丁星驰,145696.9,19920620,浙江,宁波市
605376.SH,王利平,陈钢强,蒋颖,26160,20101105,江苏,宿迁市
600161.SH,付道兴,付道兴,慈翔,125444.0168,19980608,北京,北京市
600162.SH,翟美卿,翟美卿,吴光辉,339578.1424,19940130,广东,深圳市
600163.SH,张骏,郭政,段静静,168930.2988,19980526,福建,南平市
600165.SH,高小平,陈瑞,张宝林,68488.3775,19980514,宁夏,石嘴山市
600166.SH,巩月琼,常瑞,龚敏,657519.2047,19960828,北京,北京市
600256.SH,林发现,韩士发,倪娟,675403.278,19990410,新疆,乌鲁木齐市
600257.SH,罗订坤,罗订坤,张园美,48123.7188,19990118,湖南,常德市
600258.SH,白凡,孙坚,段中鹏,98771.5462,19990212,北京,北京市
600259.SH,吴泽林,刘聪,赵学超,30180.2291,19930618,海南,海口市
600119.SH,鲁国锋,李乐,施嶔宇,36527.037,19971128,上海,上海市
600120.SH,金朝萍,徐晓东,何欣,222794.0862,19941026,浙江,杭州市
600121.SH,于泽阳,张海洋,陈晓燕,121841.2038,19971113,河南,郑州市
600122.SH,廖帆,廖帆,许娜,115825.835,19980417,江苏,南京市
600168.SH,黄思,曹明,李凯,70956.9692,19980417,湖北,武汉市
600169.SH,韩珍堂,陶家晋,韩珍堂,333314.15,19980706,山西,太原市
600170.SH,徐征,卞家骏,李胜,890439.7728,19980615,上海,上海市
600171.SH,马玉川,秦毅,周承捷,70412.1614,19880910,上海,上海市
600167.SH,苏壮强,朱昌一,刘思生,228811.9475,19990125,辽宁,沈阳市
600172.SH,庞文龙,陈治强,袁超峰,144218.4476,19981103,河南,许昌市
600268.SH,王凤蛟,经海林,解宏松,69526.5184,19990922,江苏,南京市
600269.SH,王国强,李诺,付艳,233540.7014,19980331,江西,南昌市
600270.SH,高伟,高伟,王晓征,90548.172,19991011,北京,北京市
600275.SH,高士庆,樊国红,高士庆,50883.7238,19990427,湖北,鄂州市
600267.SH,蒋国平,李琰,沈锡飞,96553.1842,19980211,浙江,台州市
600123.SH,李晓明,李晓明,苗伟,114240,19981208,山西,晋城市
600125.SH,辛明,辛明,畅晓东,130552.1874,19930216,辽宁,大连市
600126.SH,吴东明,牟晨晖,吴继华,337718.9083,19980225,浙江,杭州市
600127.SH,全臻,陈伟,陈绍红,64178.3218,19980427,湖南,常德市
600128.SH,马宏伟,姜琳,姜琳,24676.75,19940630,江苏,南京市
600173.SH,陈嫣妮,王希全,马亚军,70098.9244,19930717,浙江,绍兴市
600175.SH,闻掌华,闻掌华,沈旭涛,357648.8773,19880604,浙江,湖州市
600176.SH,曹江林,张毓强,李畅,350230.6849,19990416,浙江,嘉兴市
600177.SH,李如成,李寒穷,刘新宇,462900.2973,19930625,浙江,宁波市
600178.SH,陈笠宝,杨宝全,王江华,46208,19981008,黑龙江,哈尔滨市
600276.SH,周云曙,周云曙,刘笑含,533171.7041,19970428,江苏,连云港市
600277.SH,王文彪,王钟涛,侯菁慧,273894.0149,19990127,内蒙古,鄂尔多斯市
600278.SH,朱继东,李捷,陈乃轶,86845.9428,19981118,上海,上海市
600279.SH,杨昌学,,张强,118686.6283,19990108,重庆,重庆市
600129.SH,李阳春,袁永红,蒋茜,55689.0744,19791126,重庆,重庆市
600130.SH,徐立华,张樟铉,马思甜,76800,19950727,浙江,宁波市
600131.SH,杨树,倪平波,肖劲松,119539.4544,19970105,四川,阿坝藏族羌族自治州
600132.SH,Roland Arthur Lawrence,Lee Chee Kong,邓炜,48397.1198,19931220,重庆,重庆市
600133.SH,杨涛,王玮,段静,79546.9152,19930319,湖北,武汉市
603168.SH,鄢标,胡建辉,温玄,32259.2499,20000717,浙江,嘉兴市
605177.SH,池正明,池正明,徐志坚,11360,19980206,浙江,台州市
600179.SH,王经文,王经文,荣兴,436428.6051,19981030,黑龙江,齐齐哈尔市
600180.SH,李群立,路明多,张菊芳,101647.7464,19980625,山东,烟台市
600181.SH,方瑞斌,李畅鸿,王薇佳,34813.6224,19980916,云南,昆明市
600182.SH,李怀靖,钱倍奋,邬晓芳,34000,19930608,黑龙江,牡丹江市
600183.SH,刘述峰,陈仁喜,唐芙云,229082.009,19850627,广东,东莞市
600185.SH,鲁君四,林强,邹超,206109.143,19990609,广东,珠海市
600260.SH,朱弟雄,朱俊霖,韩平,99718.122,19930228,湖北,荆州市
600261.SH,陈卫,官勇,赵芳华,145210.293,19970716,浙江,绍兴市
600262.SH,李军,邬青峰,常德明,17000,19880426,内蒙古,包头市
600263.SH,毛志远,杨思民,郑凯,40813.301,19990318,北京,北京市
600265.SH,许琳,吴昱,王秀平,12980,19990309,云南,昆明市
600266.SH,陈代华,储昭武,张财广,225653.76,19981230,北京,北京市
603848.SH,沈汉标,王妙玉,李翔,40100,20050105,广东,广州市
688007.SH,薄连明,薄连明,严莉,45275.6901,20061024,广东,深圳市
688687.SH,周德胜,周德胜,赫崇飞,16982.8422,20080820,北京,北京市
601886.SH,刘载望,许兴利,刘飞宇,115405,19990204,北京,北京市
600186.SH,王维法,韩安道,罗贤辉,137992.3955,19980702,河南,周口市
600187.SH,尹峻,丁宏伟,庄建龙,165393.5128,19981103,黑龙江,哈尔滨市
600188.SH,李希勇,肖耀猛,靳庆彬,487304.1592,19970925,山东,济宁市
600189.SH,姜长龙,王尽晖,时军,71519.7812,19980929,吉林,长春市
600060.SH,程开训,于芝涛,夏峰,130848.1222,19970417,山东,青岛市
600061.SH,叶柏寿,李樱,姚肇欣,422712.9727,19970513,上海,上海市
600062.SH,于顺廷,于顺廷,范彦喜,104323.771,19970516,北京,北京市
600063.SH,吴福胜,孙先武,吴尚义,192589.4692,19970523,安徽,合肥市
600064.SH,徐益民,陆阳俊,谢建晖,123595.6888,19920708,江苏,南京市
688136.SH,邓学勤,赵彦轻,王小琴,19870.065,19970822,山东,济南市
688229.SH,李凯,冯云彪,李新建,4440,20080229,北京,北京市
600190.SH,徐健,刘辉,李桂萍,200229.15,19930209,辽宁,锦州市
600191.SH,宋卫东,赵建忠,李怀庆,48493.2,19981130,内蒙古,包头市
600192.SH,张志明,郭满元,张启龙,44174.8,19981210,甘肃,兰州市
600193.SH,顾简兵,阙江阳,骆骏骎,42537.3,19960825,上海,上海市
600195.SH,王建成,吴冬荀,郭亮,101561.0601,19981225,北京,北京市
600065.SH,王庆明,王庆明,吴硕,64800.9397,19931220,黑龙江,大庆市
600066.SH,汤玉祥,汤玉祥,于莉,221393.9223,19970108,河南,郑州市
600067.SH,韩孝煌,韩孝捷,余坦锋,149211.0725,19880403,福建,福州市
600068.SH,陈晓华,宋领,鲁中年,460477.7412,19970521,湖北,武汉市
600069.SH,孟飞,孟飞,姚华,162383.3844,19970113,河南,漯河市
688557.SH,吴耀华,张小艺,董新军,7267,20010223,山东,济南市
688393.SH,蔡向挺,蔡向挺,杨志燎,9334,20050706,广东,广州市
601658.SH,张金良,张学文,杜春野,8697856.22,20070306,北京,北京市
600000.SH,郑杨,潘卫东,谢伟,2935214.089,19921019,上海,上海市
600001.SH,李贵阳,张延卿,陈占军,281645.6569,19980120,河北,邯郸市
600002.SH,张瑞生,王浩水,李风安,195000,19980318,山东,淄博市
600196.SH,吴以芳,Aimin Hui,董晓娴,256289.8545,19950531,上海,上海市
600197.SH,陈智,陈双英,君洁,46769.3436,19990527,新疆,伊犁哈萨克自治州
600198.SH,黄志勤,雷信生,王韶莉,88210.8472,19980921,北京,北京市
600199.SH,贾光明,张向阳,金彪,65779.6824,19980723,安徽,阜阳市
600200.SH,钱群英,钱群英,顾铁军,71238.8832,19940628,江苏,苏州市
600070.SH,赵林中,江有归,张玉兰,52194.6118,19940519,浙江,绍兴市
600071.SH,陈宗年,刘翔,谢会超,28157.3889,19970523,江西,上饶市
600072.SH,周辉,周辉,黄来和,73624.9883,19970528,上海,上海市
600073.SH,吴坚,,何茹,93772.9472,19970627,上海,上海市
600074.SH,丁立红,蒋建平,丁立红,243788.6049,19970618,江苏,南京市
600962.SH,杜仁堂,张继明,金晶,26221,19910918,北京,北京市
600143.SH,袁志敏,李南京,戴耀珊,257362.2343,19930526,广东,广州市
603527.SH,封全虎,陶俊兵,奚海波,24382.4,20050406,安徽,芜湖市
600005.SH,马国强,邹继新,李海涛,1009377.982,19971107,湖北,武汉市
600006.SH,赵书良,李军智,张斌,200000,19990721,湖北,襄阳市
600007.SH,林明志,吴相仁,王京京,100728.2534,19971015,北京,北京市
600008.SH,刘永政,杨斌,邵丽,734059.0677,19990831,北京,北京市
600003.SH,孙熠嵩,韩增义,戴琦,121320,19990721,吉林,长春市
600009.SH,莘澍钧,胡稚鸿,黄晔,192695.8448,19980211,上海,上海市
600201.SH,张翀宇,张竞,杨钊,112624.0241,19930313,内蒙古,呼和浩特市
600202.SH,刘铭山,毕海涛,展学峰,38334.0672,19930625,黑龙江,哈尔滨市
600203.SH,卞志航,杨韬,吴智飞,45644.712,19990507,福建,福州市
600205.SH,刘兴亮,金永静,王国忠,67200,19990618,山东,淄博市
600206.SH,熊柏青,王兴权,杨海,84662.0932,19990312,北京,北京市
600075.SH,周军,关刚,李升龙,141972.7737,19970609,新疆,石河子市
600076.SH,邵建东,郭志先,牟儆,134454.3367,19930901,山东,潍坊市
600077.SH,俞建午,俞建午,郑羲亮,134012.2326,19990322,浙江,杭州市
