code2,名称,总市值
x688160,步科股份,2869440000
x002187,广百股份,2869501100
x605277,新亚电子,2871628800
x002586,*ST围海,2872001500
x002863,今飞凯达,2873052400
x300513,恒实科技,2873411000
x002642,荣联科技,2874644500
x600107,美尔雅,2876400000
x002577,雷柏科技,2876889600
x300272,开能健康,2878588600
x300050,世纪鼎利,2880847500
x300493,润欣科技,2881496500
x000545,金浦钛业,2881552600
x300691,联合光电,2883569800
x000971,*ST高升,2883622800
x002330,得利斯,2886500000
x300018,中元股份,2889797500
x000920,南方汇通,2890700000
x002105,信隆健康,2896410000
x002628,成都路桥,2896421600
x002788,鹭燕医药,2898334900
x688607,康众医疗,2899445000
x003020,立方制药,2901484800
x002264,新 华 都,2902550900
x600359,新农开发,2903312600
x600866,星湖科技,2904345300
x300452,山河药辅,2905519800
x300828,锐新科技,2906980800
x600695,绿庭投资,2908530300
x300929,华骐环保,2908576700
x603339,四方科技,2908747000
x000004,国华网安,2909877800
x003002,壶化股份,2910000000
x603648,畅联股份,2912466900
x300931,通用电梯,2912971000
x300543,朗科智能,2914732200
x002712,思美传媒,2917636500
x002173,创新医疗,2920177900
x300152,科融环境,2922480000
x688589,力合微,2924000000
x000868,ST安凯,2925983400
x300011,鼎汉技术,2927328000
x300921,南凌科技,2927723900
x000911,南宁糖业,2929691700
x002634,棒杰股份,2930669000
x603948,建业股份,2931200000
x300713,英可瑞,2931862500
x300560,中富通,2932456800
x603988,中电电机,2935296000
x600807,济南高新,2936987300
x002999,天禾股份,2937152400
x603999,读者传媒,2937600000
x603716,塞力医疗,2938032700
x300549,优德精密,2938813600
x300494,盛天网络,2940000000
x603020,爱普股份,2940800000
x300489,中飞股份,2941661300
x603991,至正股份,2943387100
x688571,杭华股份,2944000000
x003001,中岩大地,2944412000
x603585,苏利股份,2946600000
x002763,汇洁股份,2948913500
x603788,宁波高发,2948920200
x002343,慈文传媒,2954187000
x600439,瑞贝卡,2954482000
x603138,海量数据,2956674000
x002679,福建金森,2958737800
x002490,山东墨龙,2960017600
x605169,洪通燃气,2963200000
x002087,新野纺织,2964963400
x300305,裕兴股份,2965493300
x300930,屹通新材,2967000000
x300506,名家汇,2967357400
x300563,神宇股份,2969725900
x002824,和胜股份,2976970600
x600333,长春燃气,2978160000
x603083,剑桥科技,2978724900
x300414,中光防雷,2981053200
x605218,伟时电子,2981796800
x601518,吉林高速,2984373200
x603978,深圳新星,2985600000
x002561,徐家汇,2989336000
x300711,广哈通信,2990047300
x002564,天沃科技,2990651000
x600405,动力源,2991863000
x300732,设研院,2991885800
x300851,交大思诺,2993117000
x002412,汉森制药,2994040000
x688689,银河微电,2994288000
x000833,粤桂股份,2994440300
x002686,亿利达,2995405000
x600505,西昌电力,2996744900
x002253,川大智胜,2998570800
x002350,北京科锐,2999300600
x603095,越剑智能,3000360000
x300239,东宝生物,3000408100
x300300,海峡创新,3001144200
x002708,光洋股份,3002452200
x000514,渝 开 发,3003824600
x002455,百川股份,3003845900
x002892,科力尔,3004416800
x002259,*ST升达,3009313100
x002753,永东股份,3011016500
x600321,正源股份,3021100000
x603912,佳力图,3021574100
x002654,万润科技,3025789400
x603586,金麒麟,3040475100
x002397,梦洁股份,3040628400
x688022,瀚川智能,3043440000
x002619,艾格拉斯,3044078800
x002040,南 京 港,3044151200
x300209,天泽信息,3046633300
x300899,上海凯鑫,3048849700
x002325,洪涛股份,3049772500
x300211,亿通科技,3057027300
x002995,天地在线,3057597600
x601177,杭齿前进,3060459000
x002827,高争民爆,3060840000
x603040,新坐标,3060950200
x600843,上工申贝,3061130000
x603109,神驰机电,3065403000
x688386,泛亚微透,3066000000
x002630,华西能源,3070080000
x688590,新致软件,3070715900
x300424,航新科技,3072652600
x300062,中能电气,3073840000
x002590,万安科技,3074536800
x002360,同德化工,3074565800
x600173,卧龙地产,3077342800
x300107,建新股份,3080943200
x300678,中科信息,3081600000
x002090,金智科技,3084541500
x300565,科信技术,3084640000
x002369,卓翼科技,3085715200
x300288,朗玛信息,3088784400
x002723,金莱特,3089900600
x002521,齐峰新材,3091786400
x605258,协和电子,3093200000
x603058,永吉股份,3096959800
x300812,易天股份,3097366900
x603897,长城科技,3098873600
x300938,信测标准,3100713000
x603003,龙宇燃油,3103166400
x000836,富通信息,3105729900
x600593,大连圣亚,3106656000
x603031,安德利,3108000000
x000995,皇台酒业,3108188200
x000919,金陵药业,3109680000
x603982,泉峰汽车,3109858400
x300286,安科瑞,3110176400
x605303,园林股份,3110269600
x300533,冰川网络,3110678300
x688377,迪威尔,3110778700
x002447,*ST晨鑫,3111280700
x603115,海星股份,3113760000
x000737,ST南风,3116956800
x300277,海联讯,3118850000
x300402,宝色股份,3118880000
x002471,中超控股,3119280000
x002613,北玻股份,3120776100
x300243,瑞丰高材,3122419100
x002729,好利来,3123291200
x000520,长航凤凰,3127337900
x300249,依米康,3127911900
x000722,湖南发展,3128426800
x605058,澳弘电子,3130034500
x002137,实益达,3130076300
x300040,九洲集团,3130686000
x000570,苏常柴Ａ,3132468700
x600836,*ST界龙,3134822000
x300260,新莱应材,3135580800
x601616,广电电气,3143532000
x002972,科安达,3147312000
x002923,润都股份,3149340800
x002379,宏创控股,3149760000
x002559,亚威股份,3151052200
x002732,燕塘乳业,3153294000
x600237,铜峰电子,3154825900
x300030,阳普医疗,3158981200
x000056,皇庭国际,3159482300
x600290,*ST华仪,3161198600
x002750,龙津药业,3163950000
x000404,长虹华意,3166781700
x002606,大连电瓷,3166939100
x688393,安必平,3168893000
x300926,博俊科技,3169574800
x002860,星帅尔,3171412900
x603333,尚纬股份,3171420500
x002713,东易日盛,3171699600
x300550,和仁科技,3171818600
x002474,榕基软件,3173220000
x002627,宜昌交运,3174036900
x603810,丰山集团,3178989000
x002037,保利联合,3179317000
x688698,伟创电气,3180600000
x300753,爱朋医疗,3181661600
x300228,富瑞特装,3182062000
x002997,瑞鹄模具,3183624000
x300907,康平科技,3185280000
x600683,京投发展,3185343700
x603309,维力医疗,3187600000
x300320,海达股份,3192553600
x300647,超频三,3193383400
x688077,大地熊,3193600000
x300425,中建环能,3196102600
x300038,ST数知,3199088000
x300512,中亚股份,3200418000
x002971,和远气体,3201600000
x002584,西陇科学,3206986000
x000909,数源科技,3208568200
x002095,生 意 宝,3209544000
x600533,栖霞建设,3213000000
x300096,易联众,3216400000
x002942,新农股份,3217200000
x601999,出版传媒,3217341800
x300172,中电环保,3217991200
x000010,美丽生态,3222029000
x300111,向日葵,3225024000
x002452,长高集团,3225228400
x300214,日科化学,3227659600
x002546,新联电子,3227770000
x300507,苏奥传感,3228082800
x603217,元利科技,3228460500
x300865,大宏立,3229200000
x603663,三祥新材,3229536300
x000628,高新发展,3230407600
x002448,中原内配,3232852400
x600218,全柴动力,3233981400
x003018,金富科技,3234400000
x688316,青云科技-U,3236920300
x000965,天保基建,3240706200
x002227,奥 特 迅,3244987800
x002160,常铝股份,3245974500
x600644,乐山电力,3246556000
x002196,方正电机,3248055900
x600178,东安动力,3248422400
x600805,悦达投资,3250417000
x002743,富煌钢构,3255808200
x300570,太辰光,3259054700
x000955,欣龙控股,3262673700
x605399,晨光新材,3266000000
x300434,金石亚药,3266177700
x002186,全 聚 德,3269717900
x600626,申达股份,3272798700
x002702,海欣食品,3273975600
x300721,怡达股份,3277941400
x600784,鲁银投资,3278386200
x000798,中水渔业,3280802900
x600408,ST安泰,3282168000
x002674,兴业科技,3283458100
x300057,万顺新材,3285133200
x600571,信雅达,3285795200
x002523,天桥起重,3286606700
x600568,*ST中珠,3288235000
x603336,宏辉果蔬,3289678000
x688556,高测股份,3292057500
x300241,瑞丰光电,3295139000
x300392,腾信股份,3298560000
x603689,皖天然气,3302880000
x688628,优利德,3305500000
x000411,英特集团,3305922300
x688398,赛特新材,3306400000
x600858,银座股份,3307623500
x603867,新化股份,3311150000
x000862,银星能源,3318759300
x002286,保龄宝,3319611400
x002119,康强电子,3321263400
x002663,普邦股份,3322397300
x002889,东方嘉盛,3322720400
x300353,东土科技,3326485600
x002772,众兴菌业,3327839900
x603238,诺邦股份,3327850400
x688070,纵横股份,3328040000
x688560,明冠新材,3329340200
x300230,永利股份,3330120600
x300541,先进数通,3334269000
x002992,宝明科技,3334516200
x300004,南风股份,3335955500
x300545,联得装备,3336797100
x688258,卓易信息,3338263500
x002689,远大智能,3338594300
x688312,燕麦科技,3338749300
x300140,中环装备,3341048500
x300103,达刚控股,3341162500
x000421,南京公用,3344258100
x603165,荣晟环保,3345983400
x600653,申华控股,3347774100
x002333,ST罗普,3347856500
x300636,同和药业,3347976500
x300701,森霸传感,3350400000
x600135,乐凯胶片,3353041000
x603390,通达电气,3355093800
x002279,久其软件,3357126300
x603116,红蜻蜓,3359250700
x000852,石化机械,3359253600
x300400,劲拓股份,3360367300
x603232,格尔软件,3361900500
x002393,力生制药,3364470100
x688288,鸿泉物联,3366000000
x002077,*ST大港,3366021400
x605166,聚合顺,3366886500
x603949,雪龙集团,3367387900
x300460,惠伦晶体,3368849500
x603825,华扬联众,3369794200
x002394,联发股份,3370895300
x300542,新晨科技,3372938300
x603768,常青股份,3376200000
x002329,皇氏集团,3384065700
x603188,ST亚邦,3386880000
x002161,远 望 谷,3388088900
x002339,积成电子,3388147800
x002953,日丰股份,3390643000
x600579,克劳斯,3392179500
x300893,松原股份,3397000000
x300906,日月明,3401600000
x000599,青岛双星,3404153200
x002933,新兴装备,3405497000
x603861,白云电器,3406431400
x300367,ST网力,3407951700
x603968,醋化股份,3410726400
x603227,雪峰科技,3412724700
x603839,安正时尚,3412871900
x603967,中创物流,3413333800
x000428,华天酒店,3413402100
x603878,武进不锈,3414465400
x000530,冰山冷热,3415010700
x300374,中铁装配,3418181500
x000587,*ST金洲,3419236400
x002881,美格智能,3419507700
x605178,时空科技,3420635500
x600960,渤海汽车,3421855900
x300530,达志科技,3429652300
x300658,延江股份,3430002000
x000616,海航投资,3432562600
x603789,星光农机,3437200000
x000407,胜利股份,3441131000
x002009,天奇股份,3442404200
x300757,罗博特科,3443440000
x603396,金辰股份,3446290700
x600222,太龙药业,3449056600
x000888,峨眉山Ａ,3451280800
x300351,永贵电器,3452776700
x603386,广东骏亚,3454938200
x003010,若羽臣,3459926500
x300819,聚杰微纤,3460561300
x300947,德必集团,3460662100
x300561,汇金科技,3461098900
x300095,华伍股份,3461417200
x300221,银禧科技,3464565400
x603611,诺力股份,3465386000
x300411,金盾股份,3468260700
x601113,ST华鼎,3470102500
x002395,双象股份,3473306600
x300913,兆龙互连,3479000000
x300731,科创新源,3484161000
x002165,红 宝 丽,3485916500
x002297,博云新材,3487731300
x002571,德力股份,3488361200
x002096,南岭民爆,3490097800
x000525,红 太 阳,3490445000
x003019,宸展光电,3493120000
x603519,立霸股份,3493333500
x603681,永冠新材,3493425900
x600070,浙江富润,3497039000
x000551,创元科技,3500703500
x300811,铂科新材,3504384000
x600802,福建水泥,3505600300
x300580,贝斯特,3506000000
x601199,江南水务,3507038600
x300447,全信股份,3507384500
x002328,新朋股份,3511291200
x002170,芭田股份,3511976000
x603319,湘油泵,3513474700
x688678,福立旺,3515538000
x603757,大元泵业,3515891300
x000948,南天信息,3518159200
x300063,天龙集团,3518447100
x002101,广东鸿图,3519620800
x000815,美利云,3524983600
x300265,通光线缆,3529113100
x002866,传艺科技,3529757000
x002813,路畅科技,3531600000
x002846,英联股份,3531673700
x300246,宝莱特,3533868700
x600371,万向德农,3543119600
x002905,金逸影视,3548697600
x002886,沃特股份,3549207700
x300876,蒙泰高新,3552000000
x600961,株冶集团,3555066300
x000417,合肥百货,3556272000
x603797,联泰环保,3557716100
x603496,恒为科技,3561271200
x600106,重庆路桥,3561787200
x300471,厚普股份,3563314400
x600381,青海春天,3563458700
x300641,正丹股份,3564288000
x600538,国发股份,3567046300
x603966,法兰泰克,3567665000
x300100,双林股份,3569560700
x300440,运达科技,3575040000
x300109,新开源,3576373600
x300343,联创股份,3576940600
x600077,宋都股份,3578126600
x603558,健盛集团,3580664600
x603630,拉芳家化,3584443200
x002669,康达新材,3585399500
x603739,蔚蓝生物,3588274400
x600136,当代文体,3589558300
x600551,时代出版,3591359600
x300562,乐心医疗,3601556500
x600186,莲花健康,3601601500
x000529,广弘控股,3601986300
x002355,兴民智通,3605514000
x000779,甘咨询,3605533300
x000532,华金资本,3609096300
x300582,英飞特,3610466700
x002246,北化股份,3612648900
x603136,天目湖,3613067300
x300727,润禾材料,3616080000
x002962,五方光电,3619098200
x000996,中国中期,3622500000
x002552,宝鼎科技,3622728600
x300882,万胜智能,3623118300
x002785,万里石,3624000000
x300193,佳士科技,3624344400
x603660,苏州科达,3624770300
x300290,荣科科技,3626994500
x003027,同兴环保,3628006200
x601188,龙江交通,3631824900
x300902,国安达,3633352200
x603676,卫信康,3633570000
x300077,国民技术,3635649800
x002915,中欣氟材,3639724900
x300835,龙磁科技,3640918400
x603803,瑞斯康达,3642130600
x603629,利通电子,3647000000
x688669,聚石化学,3649333400
x300943,春晖智控,3649736800
x688025,杰普特,3650406100
x002666,德联集团,3650953700
x300155,安居宝,3651450400
x300231,银信科技,3651747800
x600829,人民同泰,3653298200
x600327,大东方,3654139400
x300125,聆达股份,3655934900
x600774,汉商集团,3658401800
x300600,国瑞科技,3663100900
x000925,众合科技,3664297900
x300311,任子行,3664548000
x003038,鑫铂股份,3668902000
x600479,千金药业,3674492500
x600200,江苏吴中,3675926400
x600239,云南城投,3677023000
x002349,精华制药,3677187200
x605081,太和水,3677796300
x002338,奥普光电,3679200000
x300936,中英科技,3679536000
x000850,华茂股份,3680293500
x605336,帅丰电器,3680512000
x000422,ST宜化,3681253500
x002404,嘉欣丝绸,3685557800
x600203,福日电子,3688092700
x300213,佳讯飞鸿,3690438700
x002644,佛慈制药,3692050100
x688378,奥来德,3694134700
x603326,我乐家居,3695686200
x002162,悦心健康,3696845800
x603970,中农立华,3699841800
x300064,ST金刚,3700813100
x000897,津滨发展,3703553400
x300928,华安鑫创,3709600000
x002358,森源电气,3709730300
x002940,昂利康,3713141900
x600081,东风科技,3715686000
x603600,永艺股份,3717880300
x603079,圣达生物,3719936100
x002011,盾安环境,3723881500
x605100,华丰股份,3728100000
x603738,泰晶科技,3729497700
x300718,长盛轴承,3734280000
x600318,新力金融,3737293000
x603682,锦和商业,3737475000
x002377,国创高新,3738606800
x002783,凯龙股份,3739840100
x605177,东亚药业,3740848000
x000821,京山轻机,3746117500
x688357,建龙微纳,3746736000
x002937,兴瑞科技,3748833900
x300359,全通教育,3751287500
x603380,易德龙,3753600000
x002983,芯瑞达,3754520000
x002900,哈三联,3754876600
x000962,东方钽业,3755894100
x002401,中远海科,3758924700
x002177,御银股份,3760285000
x600526,菲达环保,3760670100
x003015,日久光电,3760672000
x300917,特发服务,3764000000
x600629,华建集团,3764007400
x603360,百傲化学,3766001600
x300599,雄塑科技,3766560000
x603619,中曼石油,3768000900
x600501,航天晨光,3770488200
x002527,新时达,3770871400
x000780,*ST平能,3773219500
x000993,闽东电力,3773520000
x002443,金洲管道,3773882500
x688358,祥生医疗,3774400000
x688529,豪森股份,3776000000
x688665,四方光电,3778600000
x603727,博迈科,3779896800
x600351,亚宝药业,3780700100
x603366,日出东方,3784000000
x300695,兆丰股份,3784626300
x605500,森林包装,3786000000
x300391,康跃科技,3787133400
x002480,新筑股份,3792001500
x603969,银龙股份,3792910000
x603012,创力集团,3793897600
x002553,南方轴承,3796680000
x601789,宁波建工,3796951200
x603067,振华股份,3797665200
x002657,中科金财,3797737700
x300477,合纵科技,3798369200
x002284,亚太股份,3798797000
x002496,*ST辉丰,3799126000
x000665,湖北广电,3799898000
x300444,双杰电气,3800339000
x300503,昊志机电,3802613900
x002083,孚日股份,3804583400
x300161,华中数控,3806025100
x600995,文山电力,3809070100
x300465,高伟达,3810882100
x300403,汉宇集团,3810960000
x600291,西水股份,3814794700
x002305,南国置业,3815274700
x000908,景峰医药,3818220700
x603703,盛洋科技,3822208000
x603776,永安行,3826632000
x300480,光力科技,3827427500
x600467,好当家,3827805100
x002115,三维通信,3828582000
x300752,隆利科技,3833815000
x002454,松芝股份,3834347800
x300205,天喻信息,3836099500
x300620,光库科技,3840405200
x002313,日海智能,3841344000
x300204,舒泰神,3841598800
x300586,美联新材,3844105600
x600693,东百集团,3844420800
x300843,胜蓝股份,3844598000
x603035,常熟汽饰,3850693800
x300603,立昂技术,3852779300
x603189,网达软件,3852960000
x600753,东方银星,3854592000
x300120,经纬辉开,3855169800
x002380,科远智慧,3856665800
x000504,ST生物,3857284900
x002799,环球印务,3859200000
x002947,恒铭达,3861543600
x000802,北京文化,3865861400
x605366,宏柏新材,3867800000
x000788,北大医药,3867958400
x300366,创意信息,3868240500
x300797,钢研纳克,3869438000
x002882,金龙羽,3870126000
x603687,大胜达,3870273900
x300840,酷特智能,3871200000
x300094,国联水产,3871342600
x688011,新光光电,3872000000
x300173,福能东方,3872004400
x300504,天邑股份,3872067800
x002140,东华科技,3872101700
x600088,中视传媒,3873660300
x300790,宇瞳光学,3874597000
x000759,中百集团,3875012300
x000521,长虹美菱,3875458100
x600238,ST椰岛,3881412000
x002688,金河生物,3881619800
x002986,宇新股份,3881895000
x603166,福达股份,3883642700
x300217,东方电热,3884155800
x600716,凤凰股份,3884651400
x600824,益民集团,3889359900
x002197,证通电子,3894586500
x002361,神剑股份,3894719600
x300916,朗特智能,3895218400
x603365,水星家纺,3896048700
x300518,盛讯达,3899717200
x603220,中贝通信,3901128000
x002526,山东矿机,3904318500
x601996,丰林集团,3906573700
x000607,华媒控股,3907961900
x300693,盛弘股份,3908445400
x002201,九鼎新材,3909817400
x300310,宜通世纪,3914563900
x002852,道道全,3915950000
x600731,湖南海利,3918106400
x688338,赛科希德,3919104000
x002118,紫鑫药业,3919125100
x600117,西宁特钢,3919193400
x603197,保隆科技,3921909200
x300422,博世科,3923245900
x300881,盛德鑫泰,3930000000
x000957,中通客车,3930953100
x300202,聚龙股份,3934448600
x002031,巨轮智能,3936918200
x300237,美晨生态,3937826500
x603158,腾龙股份,3938027300
x300719,安达维尔,3938662400
x000766,通化金马,3943298400
x002383,合众思壮,3944973000
x688456,有研粉材,3946336200
x600469,风神股份,3948140800
x000561,烽火电子,3948640900
x300520,科大国创,3952318600
x002084,海鸥住工,3954287500
x603938,三孚股份,3956889900
x600283,钱江水利,3960612400
x002554,惠博普,3961016000
x600368,五洲交通,3962224900
x300648,星云股份,3965041900
x688569,铁科轨道,3966854000
x600814,杭州解百,3968398500
x300043,星辉娱乐,3968992900
x600419,天润乳业,3972584200
x603856,东宏股份,3974426300
x603777,来伊份,3978263200
x600979,广安爱众,3980199100
x600071,凤凰光学,3984270500
x000973,佛塑科技,3985783500
x300200,高盟新材,3989504100
x002029,七 匹 狼,3989937600
x600396,金山股份,3991035500
x002432,九安医疗,3991549200
x603078,江化微,3991803800
x002878,元隆雅图,3992096300
x600165,新日恒力,3992872400
x600638,新黄浦,3993242900
x002510,天汽模,3994646700
x002897,意华股份,3995431500
x300044,赛为智能,4004388800
x600727,鲁北化工,4006660200
x002631,德尔未来,4006785500
x603458,勘设股份,4007868400
x688418,震有科技,4011599200
x300683,海特生物,4013276200
x002406,远东传动,4018651000
x600792,云煤能源,4019089800
x002224,三 力 士,4019931000
x002988,豪美新材,4019937900
x002998,优彩资源,4021228300
x603203,快克股份,4024483700
x002300,太阳电缆,4025368700
x300495,美尚生态,4025448500
x300669,沪宁股份,4028962600
x300878,维康药业,4030801700
x002334,英威腾,4031038900
x603315,福鞍股份,4034325100
x300299,富春股份,4036780200
x002685,华东重机,4040839500
x605133,嵘泰股份,4043200000
x603886,元祖股份,4044000000
x300046,台基股份,4047148800
x600780,通宝能源,4047153900
x300697,电工合金,4047680000
x300248,新开普,4050798800
x002342,巨力索具,4051200000
x603076,乐惠国际,4052116600
x002441,众业达,4056849900
x002046,国机精工,4058461900
x000099,中信海直,4060671800
x002560,通达股份,4060791200
x603569,长久物流,4062003700
x600331,宏达股份,4064000000
x605055,迎丰股份,4065600000
x300192,科德教育,4066250600
x603357,设计总院,4068157100
x300680,隆盛科技,4068747300
x002270,华明装备,4069521700
x688596,正帆科技,4070655000
x300833,浩洋股份,4073837400
x600715,文投控股,4080677700
x002255,*ST海陆,4085014600
x600758,辽宁能源,4085033700
x600280,*ST中商,4086622000
x300047,天源迪科,4087943300
x300895,铜牛信息,4091170600
x300771,智莱科技,4092800000
x300918,南山智尚,4093200000
x300949,奥雅设计,4093800000
x002639,雪人股份,4098362400
x002478,常宝股份,4099169600
x002033,丽江股份,4099200700
x600831,广电网络,4099472000
x002060,粤 水 电,4099713600
x603105,芯能科技,4100000000
x603383,顶点软件,4101947600
x603758,秦安股份,4102752400
x002381,双箭股份,4111606900
x300915,海融科技,4114800000
x605377,华旺科技,4122184700
x300293,蓝英装备,4122900000
x002453,华软科技,4125594800
x002735,王子新材,4125681800
x002462,嘉事堂,4127655700
x300021,大禹节水,4130328400
x300273,和佳医疗,4131476800
x300787,海能实业,4134080400
x600982,宁波能源,4135742400
x003029,吉大正元,4140180000
x002512,达华智能,4141011300
x002632,道明光学,4141092000
x002703,浙江世宝,4145634300
x600976,健民集团,4147898100
x002341,新纶科技,4147972500
x002167,东方锆业,4150126600
x603809,豪能股份,4153885400
x300292,吴通控股,4156012600
x300571,平治信息,4156579800
x300890,翔丰华,4157000000
x600594,益佰制药,4157618900
x600756,浪潮软件,4164669000
x300486,东杰智能,4165366100
x603595,东尼电子,4166947000
x300337,银邦股份,4167134400
x003030,祖名股份,4167652000
x002047,宝鹰股份,4171433400
x002132,恒星科技,4171574700
x300302,同有科技,4174879700
x300067,安诺其,4175132700
x300032,金龙机电,4176482000
x002104,恒宝股份,4181528100
x002073,软控股份,4184260300
x600187,国中水务,4184455900
x002189,中光学,4187276400
x300420,五洋停车,4190732100
x300252,金信诺,4192496300
x600375,汉马科技,4195841500
x300453,三鑫医疗,4202960000
x600661,昂立教育,4203671300
x002533,金杯电工,4206598800
x300880,迦南智能,4207508000
x601008,连云港,4211230900
x002117,东港股份,4212544800
x600279,重庆港九,4213375300
x300160,秀强股份,4218186500
x002578,闽发铝业,4219158400
x603811,诚意药业,4223227700
x600220,江苏阳光,4226516600
x300360,炬华科技,4226764100
x300820,英杰电气,4227945000
x002345,潮宏基,4228277300
x300448,浩云科技,4231148700
x300793,佳禾智能,4240339200
x300065,海兰信,4240553500
x300739,明阳电路,4242763000
x601956,东贝集团,4243956000
x000045,深纺织Ａ,4244976300
x300304,云意电气,4252236800
x000040,东旭蓝天,4252459300
x300181,佐力药业,4254287700
x002482,广田集团,4258264600
x300625,三雄极光,4261600000
x300692,中环环保,4262037300
x002057,中钢天源,4262882400
x300922,天秦装备,4263024500
x002234,民和股份,4264898400
x002538,司尔特,4265836700
x600590,泰豪科技,4268148100
x603167,渤海轮渡,4269443600
x000558,莱茵体育,4280223500
x002887,绿茵生态,4280640000
x603239,浙江仙通,4282790400
x688559,海目星,4284000000
x002154,报 喜 鸟,4285993800
x688566,吉贝尔,4286570900
x002949,华阳国际,4287176100
x003028,振邦智能,4289744000
x002935,天奥电子,4291174100
x000518,四环生物,4293249400
x300798,锦鸡股份,4294459200
x000905,厦门港务,4295065800
x300905,宝丽迪,4300560000
x605060,联德股份,4300800000
x300758,七彩化学,4305178100
x000620,新华联,4305487300
x002308,威创股份,4313581700
x600592,龙溪股份,4315178600
x002547,春兴精工,4320459000
x688093,世华科技,4327520000
x300332,天壕环境,4330588200
x600229,城市传媒,4331932400
x000793,华闻集团,4334022600
x300184,力源信息,4335622300
x002853,皮阿诺,4337118900
x002658,雪迪龙,4337136100
x003011,海象新材,4344661600
x300632,光莆股份,4347251300
x300314,戴维医疗,4348800000
x300536,农尚环境,4349463000
x300948,冠中生态,4353377600
x300128,锦富技术,4354579300
x002621,美吉姆,4364779900
x603385,惠达卫浴,4367266400
x600825,新华传媒,4367631200
x002107,沃华医药,4369476700
x002519,银河电子,4370551900
x300039,上海凯宝,4372280000
x603787,新日股份,4375800000
x002757,南兴股份,4375882000
x002219,*ST恒康,4383305600
x603579,荣泰健康,4384800000
x603977,国泰集团,4385073500
x688069,德林海,4388886000
x002067,景兴纸业,4389244000
x688518,联赢激光,4389264000
x300510,金冠股份,4391706500
x600834,申通地铁,4391913500
x603626,科森科技,4393424900
x688300,联瑞新材,4394100500
x603931,格林达,4394357000
x300511,雪榕生物,4398406900
x603528,多伦科技,4404446100
x688199,久日新材,4404581300
x002551,尚荣医疗,4404917500
x002951,金时科技,4410450000
x600759,洲际油气,4413839700
x688108,赛诺医疗,4419800000
x603662,柯力传感,4421398800
x300799,左江科技,4429251200
x300889,爱克股份,4433520000
x300187,永清环保,4434161100
x300081,恒信东方,4434343000
x300686,智动力,4435404900
x600794,保税科技,4436476900
x600713,南京医药,4437263900
x002699,美盛文化,4438714900
x600512,腾达建设,4444949900
x605208,永茂泰,4446200000
x300879,大叶股份,4448000000
x300667,必创科技,4448837400
x300909,汇创达,4448974800
x603618,杭电股份,4450285500
x300827,上能电气,4460149600
x300016,北陆药业,4460340200
x300130,新国都,4461479200
x300381,溢多利,4464447200
x002840,华统股份,4465840700
x000700,模塑科技,4466047100
x300859,西域旅游,4471750000
x603283,赛腾股份,4472156700
x002354,*ST天娱,4473507600
x002565,顺灏股份,4473862200
x600105,永鼎股份,4473960300
x300435,中泰股份,4473991200
x002102,ST冠福,4477521700
x002956,西麦食品,4480000000
x300772,运达股份,4482890000
x002054,德美化工,4483673700
x600620,天宸股份,4484001500
x688369,致远互联,4484643200
x000926,福星股份,4485075100
x300342,天银机电,4486176200
x688060,云涌科技,4488000000
x300847,中船汉光,4489485000
x688135,利扬芯片,4493016000
x002166,莱茵生物,4493457200
x002232,启明信息,4494033000
x300920,润阳科技,4498000000
x002322,理工环科,4498149400
x605228,神通科技,4498200000
x002366,台海核电,4500027600
x002184,海得控制,4500596800
x300709,精研科技,4503367700
x600826,兰生股份,4507094700
x600035,楚天高速,4508324500
x605001,威奥股份,4512144600
x600393,粤泰股份,4514521200
x002528,英飞拓,4519005100
x688687,凯因科技,4522530900
x300137,先河环保,4523977200
x000886,海南高速,4528833600
x300883,龙利得,4532600000
x300858,科拓生物,4535172400
x688558,国盛智科,4535520000
x603081,大丰实业,4536471200
x600527,江南高纤,4537213600
x300075,数字政通,4540519600
x300911,亿田智能,4544001400
x003016,欣贺股份,4548267000
x600616,金枫酒业,4549233700
x300575,中旗股份,4551492000
x300912,凯龙高科,4551499200
x688308,欧科亿,4552000000
x600382,广东明珠,4552148100
x601368,绿城水务,4556141100
x003005,竞业达,4558000000
x300531,优博讯,4559556700
x601101,昊华能源,4559993400
x002017,东信和平,4563087800
x002362,汉王科技,4563968200
x605188,国光连锁,4564291800
x603869,新智认知,4565729600
x300317,珈伟新能,4566532600
x300384,三联虹普,4573942700
x603297,永新光学,4575942000
x000736,中交地产,4575953700
x603557,起步股份,4578114500
x002483,润邦股份,4579523300
x300198,纳川股份,4580075500
x601579,会稽山,4580685600
x300516,久之洋,4586400000
x000859,国风塑业,4587398500
x688286,敏芯股份,4588500000
x603980,吉华集团,4592000000
x300868,杰美特,4593920000
x300291,华录百纳,4594982600
x000906,浙商中拓,4599655600
x300007,汉威科技,4600458100
x600310,桂东电力,4601729700
x600726,华电能源,4602019900
x300416,苏试试验,4602355000
x600172,黄河旋风,4614990300
x603112,华翔股份,4615500000
x688229,博睿数据,4616268000
x603808,歌力思,4621967000
x600537,亿晶光电,4623091900
x000655,金岭矿业,4631747000
x002469,三维工程,4632879200
x600965,福成股份,4642034400
x300464,星徽股份,4647087800
x300871,回盛生物,4647925200
x600815,*ST厦工,4648127500
x002822,中装建设,4653325600
x300898,熊猫乳品,4653720000
x002062,宏润建设,4663575000
x603169,兰石重装,4668671200
