code2,名称,总市值
x300364,中文在线,4669235900
x605158,华达新材,4669658000
x002346,柘中股份,4671867900
x002045,国光电器,4674471500
x600819,耀皮玻璃,4674580300
x600790,轻纺城,4675873100
x002309,中利集团,4681496600
x688021,奥福环保,4683385200
x300102,乾照光电,4683754700
x002277,友阿股份,4684420600
x002515,金字火腿,4686120600
x600495,晋西车轴,4687780600
x002907,华森制药,4691869400
x603538,美诺华,4694739800
x603871,嘉友国际,4697728000
x002470,*ST金正,4699019700
x603859,能科股份,4699173000
x002932,明德生物,4699940600
x688089,嘉必优,4708800000
x300801,泰和科技,4710960000
x000526,紫光学大,4714041200
x600668,尖峰集团,4717389300
x300932,三友联众,4721157100
x300066,三川智慧,4721751000
x300729,乐歌股份,4722466700
x600468,百利电气,4723178100
x600133,东湖高新,4725086800
x300946,恒而达,4725569600
x300901,中胤时尚,4728000000
x603823,百合花,4731300000
x600880,博瑞传播,4734128000
x000667,美好置业,4736618200
x300559,佳发教育,4742424000
x300227,光韵达,4745075000
x605108,同庆楼,4746000000
x002039,黔源电力,4752003200
x600288,大恒科技,4756752000
x002125,湘潭电化,4758881800
x603551,奥普家居,4760119000
x000797,中国武夷,4760124600
x600686,金龙汽车,4761194800
x688138,清溢光电,4762380000
x002969,嘉美包装,4763254300
x603516,淳中科技,4763701100
x300822,贝仕达克,4766015600
x300287,飞利信,4779461800
x002026,山东威达,4779487800
x300660,江苏雷利,4782277000
x002717,岭南股份,4785030700
x000777,中核科技,4788885700
x300884,狄耐克,4796400000
x300548,博创科技,4802269700
x002431,棕榈股份,4802963000
x601500,通用股份,4806318400
x002181,粤 传 媒,4806780800
x300925,法本信息,4811108800
x300892,品渥食品,4813000000
x600230,沧州大化,4818803000
x002225,濮耐股份,4819230900
x300147,香雪制药,4822162500
x300800,力合科技,4825600000
x300589,江龙船艇,4828853700
x600975,新五丰,4829799300
x603016,新宏泰,4831497600
x000816,智慧农业,4843311300
x300322,硕贝德,4843762800
x300174,元力股份,4843786500
x300313,天山生物,4844890100
x002391,长青股份,4846723000
x300852,四会富仕,4847940200
x601226,华电重工,4851000000
x002662,京威股份,4860000000
x000837,*ST秦机,4860530100
x600207,安彩高科,4867071700
x300712,永福股份,4876745100
x300158,振东制药,4880599600
x002516,旷达科技,4883184400
x300215,电科院,4883596800
x688656,浩欧博,4883867500
x688619,罗普特,4884471400
x002344,海宁皮城,4887258600
x000720,新能泰山,4887777100
x600622,光大嘉宝,4888974400
x300863,卡倍亿,4891168800
x000882,华联股份,4899860000
x000751,锌业股份,4906345100
x300853,申昊科技,4909924200
x300341,麦克奥迪,4912872900
x000572,ST海马,4917462900
x002520,日发精机,4917529500
x000659,珠海中富,4924240700
x002055,得润电子,4924250000
x002269,美邦服饰,4924500000
x300935,盈建科,4925540900
x601218,吉鑫科技,4925894400
x600822,上海物贸,4929970800
x002734,利民股份,4932228900
x300468,四方精创,4932236500
x600624,复旦复华,4936773600
x605299,舒华体育,4937988000
x688699,明微电子,4938035200
x600114,东睦股份,4943443000
x300824,北鼎股份,4943676000
x600227,圣济堂,4943951900
x600251,冠农股份,4944063700
x300830,金现代,4946437500
x600743,华远地产,4950272800
x600636,国新文化,4952060700
x002228,合兴包装,4954465500
x600255,鑫科材料,4954862000
x002749,国光股份,4955174900
x300328,宜安科技,4957241400
x600168,武汉控股,4959892100
x688010,福光股份,4960696800
x000863,三湘印象,4962093000
x300159,新研股份,4962899500
x002869,金溢科技,4965686300
x605050,福然德,4967700000
x601020,华钰矿业,4968690400
x002445,*ST中南,4973341900
x000096,广聚能源,4973760000
x002752,昇兴股份,4974087700
x300653,正海生物,4975200000
x002548,金新农,4975656400
x000915,山大华特,4977200700
x002570,贝因美,4979672400
x300673,佩蒂股份,4980955000
x600285,羚锐制药,4991041000
x601002,晋亿实业,4993947000
x300199,翰宇药业,4997252400
x600676,交运股份,4998475700
x300020,银江股份,5010228600
x600929,雪天盐业,5010921300
x603055,台华新材,5017229300
x300256,星星科技,5019586700
x600738,丽尚国潮,5019784400
x000507,珠海港,5024294400
x300099,精准信息,5025034500
x002307,北新路桥,5030718900
x002549,凯美特气,5033259000
x002955,鸿合科技,5034115300
x300483,首华燃气,5036461500
x300238,冠昊生物,5045913000
x300276,三丰智能,5052032100
x002386,天原股份,5052144900
x002215,诺 普 信,5053072800
x002238,天威视讯,5056122700
x000055,方大集团,5060497100
x601890,亚星锚链,5065632000
x688086,紫晶存储,5066051800
x603353,和顺石油,5067106200
x002758,浙农股份,5075068700
x600936,广西广电,5079919800
x002550,千红制药,5081103800
x300048,合康新能,5082389300
x300045,华力创通,5091859700
x300864,南大环境,5092800000
x600182,S佳通,5093200000
x000822,山东海化,5102024000
x300945,曼卡龙,5102040000
x688579,山大地纬,5108127700
x688186,广大特材,5108800000
x300006,莱美药业,5108997200
x688181,八亿时空,5111140300
x002661,克明面业,5111792100
x600067,冠城大通,5117939800
x000851,高鸿股份,5119032400
x601116,三江购物,5120793000
x002542,中化岩土,5127835000
x002016,世荣兆业,5129666300
x300110,华仁药业,5130804300
x600861,北京城乡,5132240200
x300578,会畅通讯,5132890200
x603697,有友食品,5137674200
x000546,金圆股份,5138293200
x000861,海印股份,5139359200
x300551,古鳌科技,5145845800
x002164,宁波东力,5146119600
x002014,永新股份,5150447600
x002364,中恒电气,5150983700
x603950,长源东谷,5151364500
x603890,春秋电子,5161985600
x603330,上海天洋,5162197400
x300831,派瑞股份,5164800000
x600103,青山纸业,5165031900
x300266,兴源环境,5168521500
x600736,苏州高新,5169305200
x300587,天铁股份,5173108100
x603110,东方材料,5174401700
x600986,浙文互联,5177015400
x603985,恒润股份,5177536000
x002730,电光科技,5178917700
x002446,盛路通信,5189107800
x002491,通鼎互联,5189421800
x000680,山推股份,5190836200
x300259,新天科技,5196408200
x300194,福安药业,5199043100
x600268,国电南自,5207536200
x600722,金牛化工,5211248700
x000931,中 关 村,5211638700
x300671,富满电子,5212099600
x002792,通宇通讯,5212874300
x300663,科蓝软件,5215340500
x002664,长鹰信质,5221909800
x688101,三达膜,5225222000
x600184,光电股份,5230061300
x603896,寿仙谷,5230652200
x600844,丹化科技,5235099800
x688059,华锐精密,5236952000
x300522,世名科技,5244639400
x002449,国星光电,5244686400
x000936,华西股份,5245196300
x300121,阳谷华泰,5248092600
x603901,永创智能,5255312700
x002895,川恒股份,5255431500
x300349,金卡智能,5255915500
x000038,深大通,5259140800
x300382,斯莱克,5261786900
x300690,双一科技,5265798600
x600896,览海医疗,5267499900
x603815,交建股份,5269440000
x601700,风范股份,5269528800
x000756,新华制药,5269886600
x300427,红相股份,5270063600
x000584,哈工智能,5273297400
x688123,聚辰股份,5273539100
x600076,康欣新材,5284055400
x688189,南新制药,5286400000
x603186,华正新材,5286926500
x600587,新华医疗,5287629500
x600996,贵广网络,5290061800
x002819,东方中科,5292582100
x600628,新世界,5304378100
x002649,博彦科技,5306068100
x000420,吉林化纤,5312363000
x605066,天正电气,5314118800
x002801,微光股份,5316746200
x000823,超声电子,5326702700
x300950,德固特,5332000000
x603990,麦迪科技,5344470700
x603700,宁水集团,5345264600
x002716,*ST金贵,5349359400
x688165,埃夫特-U,5353462800
x603876,鼎胜新材,5359668400
x300873,海晨股份,5360000000
x603818,曲美家居,5362491800
x002435,长江健康,5364166300
x002524,光正眼科,5365065800
x605337,李子园,5373108000
x600425,青松建化,5377281300
x600897,厦门空港,5381426700
x600723,首商股份,5385773800
x002741,光华科技,5389349400
x600108,亚盛集团,5392954900
x300687,赛意信息,5394861100
x000922,佳电股份,5398900600
x002562,兄弟科技,5399236800
x300848,美瑞新材,5400270000
x000666,经纬纺机,5400677100
x603421,鼎信通讯,5404590700
x300862,蓝盾光电,5405348400
x300189,神农科技,5406720000
x000065,北方国际,5409699900
x300624,万兴科技,5410994700
x300297,蓝盾股份,5411789100
x603610,麒盛科技,5414681400
x688356,键凯科技,5415000000
x601366,利群股份,5421242500
x300485,赛升药业,5428380300
x300655,晶瑞股份,5430776400
x002003,伟星股份,5430953000
x688513,苑东生物,5435273400
x300127,银河磁体,5435321800
x002121,*ST科陆,5436227700
x300664,鹏鹞环保,5439968900
x603111,康尼机电,5443149700
x300378,鼎捷软件,5447830000
x300617,安靠智电,5453126400
x600313,农发种业,5454281300
x603123,翠微股份,5463358800
x002053,云南能投,5463826100
x688595,芯海科技,5465000000
x300657,弘信电子,5467794500
x605068,明新旭腾,5473020000
x000576,甘化科工,5478194600
x603848,好太太,5481670000
x000811,冰轮环境,5481907900
x002929,润建股份,5483339300
x688585,上纬新材,5487552000
x688039,当虹科技,5493600000
x000697,炼石航空,5493819400
x603887,城地香江,5494739400
x300331,苏大维格,5495247300
x000982,*ST 中绒,5497821400
x600617,国新能源,5498196600
x600180,瑞茂通,5499143100
x002623,亚玛顿,5500800000
x600708,光明地产,5504732800
x300436,广生堂,5504800000
x300802,矩子科技,5507139100
x300651,金陵体育,5507787200
x300129,泰胜风能,5508713900
x603348,文灿股份,5516938200
x300429,强力新材,5518363800
x603755,日辰股份,5522366100
x000801,四川九洲,5523155900
x300634,彩讯股份,5524138100
x300684,中石科技,5526320100
x300284,苏交科,5527300000
x300842,帝科股份,5530000000
x603959,百利科技,5530572600
x002965,祥鑫科技,5535211000
x000639,西王食品,5537466100
x000505,京粮控股,5539360900
x600336,澳柯玛,5547929700
x300442,普丽盛,5550000000
x300145,中金环境,5558736500
x000949,新乡化纤,5558839700
x002919,名臣健康,5566947300
x000524,岭南控股,5569433400
x002303,美盈森,5574018200
x603222,济民制药,5577600000
x688233,神工股份,5577600000
x688667,菱电电控,5577960000
x603590,康辰药业,5580800000
x600198,大唐电信,5583746600
x600488,天药股份,5591996300
x300837,浙矿股份,5593000000
x600650,锦江投资,5598842600
x000592,平潭发展,5602164600
x300234,开尔新材,5605208000
x002487,大金重工,5607194600
x300098,高新兴,5609082700
x603898,好莱客,5615428700
x300642,透景生命,5615584300
x601595,上海电影,5615946000
x600261,阳光照明,5619638300
x300222,科大智能,5623631400
x002503,搜于特,5628481800
x002398,垒知集团,5634235000
x603669,灵康药业,5636176000
x600679,上海凤凰,5640114400
x600798,宁波海运,5646580100
x002282,博深股份,5651581900
x601010,文峰股份,5654880000
x000589,贵州轮胎,5654908200
x605122,四方新材,5656904500
x300319,麦捷科技,5659486300
x002315,焦点科技,5660915000
x002837,英维克,5664911700
x300576,容大感光,5665066000
x002609,捷顺科技,5669632700
x600696,ST岩石,5672601500
x300523,辰安科技,5674032000
x603155,新亚强,5677940000
x603636,南威软件,5683434200
x688098,申联生物,5690733000
x002263,大东南,5691431100
x002479,富春环保,5691700000
x300952,恒辉安防,5711598800
x603535,嘉诚国际,5712192000
x300939,秋田微,5714400000
x300079,数码视讯,5716035400
x000557,西部创业,5716829000
x300857,协创数据,5719585000
x300579,数字认证,5727600000
x605266,健之佳,5733540000
x002522,浙江众成,5733583500
x002169,智光电气,5735125700
x300569,天能重工,5740846600
x603976,正川股份,5742576000
x600724,宁波富达,5752059500
x601929,吉视传媒,5755556800
x605288,凯迪股份,5756035600
x600658,电子城,5760713000
x300475,聚隆科技,5770800000
x600775,南京熊猫,5775459500
x300481,濮阳惠成,5778697600
x300825,阿尔特,5783063400
x603466,风语筑,5784359900
x002298,中电兴发,5787904500
x300149,睿智医药,5792414200
x300581,晨曦航空,5793464800
x600609,金杯汽车,5795506500
x000889,中嘉博创,5795642000
x603002,宏昌电子,5797748100
x002777,久远银海,5803161200
x300708,聚灿光电,5814387100
x605333,沪光股份,5814500000
x002982,湘佳股份,5819385600
x002059,云南旅游,5821500200
x605369,拱东医疗,5824000000
x605116,奥锐特,5826530000
x600190,锦州港,5826668300
x000567,海德股份,5827952800
x003000,华文食品,5828145700
x002579,中京电子,5829501600
x002616,长青集团,5838696800
x600127,金健米业,5840227300
x002646,青青稞酒,5845500000
x603100,川仪股份,5849950000
x002724,海洋王,5856521200
x605118,力鼎光电,5859475000
x300705,九典制药,5862306400
x603508,思维列控,5870121700
x600603,广汇物流,5870315400
x300191,潜能恒信,5872000000
x000070,特发信息,5875044000
x002829,星网宇达,5876484700
x300396,迪瑞医疗,5876678700
x688550,瑞联新材,5879110900
x002746,仙坛股份,5880348000
x600868,梅雁吉祥,5884260900
x688221,前沿生物-U,5892868800
x600821,*ST劝业,5899835400
x300377,赢时胜,5903805100
x600284,浦东建设,5908859000
x000042,中洲控股,5910348800
x600552,凯盛科技,5912462200
x688026,洁特生物,5915000000
x600846,同济科技,5916491600
x600973,宝胜股份,5924302200
x688020,方邦股份,5939200000
x002392,北京利尔,5940549300
x002472,双环传动,5942015800
x601566,九牧王,5947494500
x000899,赣能股份,5951634300
x600987,航民股份,5955311800
x000726,鲁  泰Ａ,5955438300
x688003,天准科技,5960944000
x600610,ST毅达,5966999500
x002437,誉衡药业,5978894400
x002845,同兴达,5979701000
x300005,探路者,5982663800
x000037,深南电A,5985432600
x002543,万和电气,5985980000
x300255,常山药业,5993137700
x300388,节能国祯,5997069700
x000968,蓝焰控股,5998516500
x605018,长华股份,6008525600
x605006,山东玻纤,6010000000
x002208,合肥城建,6016656300
x000829,天音控股,6017339600
x002222,福晶科技,6027750000
x600123,兰花科创,6031872000
x002068,黑猫股份,6032828100
x300041,回天新材,6036746400
x688085,三友医疗,6036804900
x002331,皖通科技,6036861700
x002582,好想你,6038661500
x000036,华联控股,6039611500
x603936,博敏电子,6040163000
x603069,海汽集团,6041920000
x688033,天宜上佳,6044489900
x600694,大商股份,6044729900
x002782,可立克,6047614800
x603728,鸣志电器,6061120000
x300877,金春股份,6061200000
x300055,万邦达,6064945600
x600855,航天长峰,6078117700
x300590,移为通信,6086913200
x688030,山石网科,6089750500
x688015,交控科技,6092800000
x603367,辰欣药业,6093064300
x300365,恒华科技,6093472500
x002438,江苏神通,6096239800
x300870,欧陆通,6097300000
x300933,中辰股份,6098050000
x000682,东方电子,6100307900
x688051,佳华科技,6105519300
x600557,康缘药业,6106674700
x002108,沧州明珠,6111253300
x003031,中瓷电子,6122666700
x000503,国新健康,6129967400
x002218,拓日新能,6132256800
x600503,华丽家族,6136770700
x002759,天际股份,6136848200
x600595,*ST中孚,6138631300
x600545,卓郎智能,6141138100
x300261,雅本化学,6145914400
x603688,石英股份,6155631200
x000795,英洛华,6155904700
x600391,航发科技,6156912700
x300358,楚天科技,6163737400
x600983,惠而浦,6169834000
x688677,海泰新光,6182538400
x000652,泰达股份,6182654400
x600360,华微电子,6184301800
x002573,清新环境,6184876400
x600523,贵航股份,6185963200
x688066,航天宏图,6195380300
x300908,仲景食品,6197000000
x603131,上海沪工,6206906400
x300856,科思股份,6208400000
x002596,海南瑞泽,6208410600
x000534,万泽股份,6211786900
x300903,科翔股份,6216220600
x300423,昇辉科技,6220333900
x603359,东珠生态,6223039200
x002611,东方精工,6223234600
x300307,慈星股份,6228723400
x300806,斯迪克,6229854700
x600619,海立股份,6236099800
x600300,维维股份,6236560000
x603108,润达医疗,6247401400
x600162,香江控股,6248237800
x603299,苏盐井神,6249244600
x300368,汇金股份,6250335800
x002540,亚太科技,6251005100
x002650,ST加加,6255360000
x688128,中国电研,6257615000
x603505,金石资源,6264000000
x002668,奥马电器,6266164100
x000885,城发环境,6266683800
x300053,欧比特,6284316000
x600461,洪城水业,6285494300
x300875,捷强装备,6290357300
x300183,东软载波,6291484300
x600800,渤海化学,6296532000
x300766,每日互动,6297574000
x002376,新北洋,6297724600
x300393,中来股份,6312055600
x300258,精锻科技,6316014600
x300593,新雷能,6318128300
x000713,丰乐种业,6324354300
x300091,金通灵,6328947900
x603018,华设集团,6329611700
x603393,新天然气,6334720000
x000698,沈阳化工,6334846300
x002093,国脉科技,6337175000
x002989,中天精装,6343660000
x600757,长江传媒,6347390900
x603639,海利尔,6351758200
x300263,隆华科技,6364177400
x603303,得邦照明,6364685500
x300190,维尔利,6369911000
x000410,*ST沈机,6382496200
x002980,华盛昌,6386669900
x688510,航亚科技,6387218100
x002733,雄韬股份,6390440100
x600581,八一钢铁,6392184100
x600509,天富能源,6401867500
x300170,汉得信息,6409122800
x002149,西部材料,6410253400
x002581,未名医药,6412629900
x002274,华昌化工,6418937700
x601339,百隆东方,6420000000
x600389,江山股份,6421140000
x600828,茂业商业,6425655200
x300303,聚飞光电,6428867600
x600422,昆药集团,6430008900
x300352,北信源,6437218900
x601126,四方股份,6440322200
x600789,鲁抗医药,6452084000
x600429,三元股份,6454472500
x300031,宝通科技,6455419000
x000791,甘肃电投,6457989200
x600981,汇鸿集团,6458207600
x600531,豫光金铅,6465138800
x600751,海航科技,6465523300
x300805,电声股份,6466954400
x300577,开润股份,6467621300
x000008,神州高铁,6479253200
x000901,航天科技,6489377400
x300219,鸿利智汇,6491842000
x000917,电广传媒,6492408000
x600480,凌云股份,6497739800
x000597,东北制药,6510385900
x603661,恒林股份,6520000000
x000544,中原环保,6520639200
x600797,浙大网新,6524797100
x603126,中材节能,6526245000
x605268,王力安防,6526920000
x603477,巨星农牧,6532046300
x600939,重庆建工,6532308700
x000552,靖远煤电,6540737200
x603096,新经典,6553733600
x300339,润和软件,6554461200
x603566,普莱柯,6555303400
x600292,远达环保,6558861900
x002537,海联金汇,6560526800
x603277,银都股份,6564980600
x688079,美迪凯,6573840000
x300432,富临精工,6577387000
x300455,康拓红外,6596287300
x300177,中海达,6598449900
x000531,穗恒运Ａ,6604198400
x600326,西藏天路,6604224900
x002035,华帝股份,6606150500
x002428,云南锗业,6609574400
x000026,飞亚达,6610356000
x603556,海兴电力,6631442400
x600971,恒源煤电,6636027000
x600502,安徽建工,6643678600
x603258,电魂网络,6646212400
x603118,共进股份,6655792000
x603992,松霖科技,6656763600
x600742,一汽富维,6657753600
x603063,禾望电气,6659467000
x002288,超华科技,6661252800
x300035,中科电气,6670009700
x300438,鹏辉能源,6670643900
x300941,创识科技,6676215000
x603223,恒通股份,6691910400
x600478,科力远,6695789600
x002589,瑞康医药,6695961600
x002968,新大正,6698231100
x603956,威派格,6704612000
x688155,先惠技术,6721241300
x000900,现代投资,6723979500
x000912,泸天化,6726720000
x300229,拓尔思,6732788000
x600888,新疆众和,6742561500
x688136,科兴制药,6743900100
x600691,阳煤化工,6747788700
x300887,谱尼测试,6748800000
x300525,博思软件,6758894700
x000601,韶能股份,6764253400
x002109,兴化股份,6770435000
x600508,上海能源,6771867700
x002518,科士达,6773839900
x600458,时代新材,6775616400
x688516,奥特维,6775668900
x600343,航天动力,6777751400
x603920,世运电路,6781240500
x300196,长海股份,6784426300
x002210,*ST飞马,6786143600
x688037,芯源微,6793920000
x600770,综艺股份,6799000000
x002530,金财互联,6802400100
x000848,承德露露,6802968100
x600308,华泰股份,6806883100
x002707,众信旅游,6815163900
x300318,博晖创新,6821119100
x002088,鲁阳节能,6839447000
x002111,威海广泰,6849985400
x688157,松井股份,6850376000
x000025,特  力Ａ,6853827300
x300324,旋极信息,6870585200
x002182,云海金属,6871471600
x603327,福蓉科技,6873140000
x300497,富祥药业,6875060400
x603766,隆鑫通用,6879365200
x002411,延安必康,6879954800
x600053,九鼎投资,6880292500
x002588,史丹利,6883459800
x002941,新疆交建,6888600000
x688519,南亚新材,6893704000
x603408,建霖家居,6896739200
x003026,中晶科技,6897406400
x688268,华特气体,6897600000
x002317,众生药业,6906629900
x600750,江中药业,6923700000
x603855,华荣股份,6924996400
x002251,步 步 高,6928509700
x600433,冠豪高新,6928669200
x002135,东南网架,6930494700
x605179,一鸣食品,6937300000
x300572,安车检测,6938161300
x603306,华懋科技,6940479800
x600125,铁龙物流,6945376400
x002327,富安娜,6948532900
x600577,精达股份,6955643100
x300019,硅宝科技,6958740000
x600510,黑牡丹,6963181900
x688196,卓越新能,6969600000
x002425,凯撒文化,6974088300
x300566,激智科技,6982470500
x002206,海 利 得,6983493600
x600525,长园集团,6985897100
x002280,*ST联络,6988650500
x000966,长源电力,6993272500
x300573,兴齐眼药,6996117100
x002276,万马股份,6999906300
x600449,宁夏建材,7000570500
x002261,拓维信息,7000877300
x600710,苏美达,7017244500
x300872,天阳科技,7034794400
x600664,哈药股份,7044543800
x300788,中信出版,7045113600
x300397,天和防务,7051607700
x002079,苏州固锝,7058177700
x002637,赞宇科技,7065423000
x300203,聚光科技,7077372100
x300891,惠云钛业,7080000000
x002421,达实智能,7101881900
x300078,思创医惠,7103091700
x603328,依顿电子,7108911400
x002267,陕天然气,7117282800
x300855,图南股份,7118000000
x603358,华达科技,7118720000
x300816,艾可蓝,7129600000
x300715,凯伦股份,7134018600
x300386,飞天诚信,7148552400
x002378,章源钨业,7153056000
x601900,南方传媒,7158053800
x002426,*ST胜利,7158356900
x300326,凯利泰,7164695500
x002645,华宏科技,7167107900
x605368,蓝天燃气,7171881000
x605123,派克新材,7179840000
x688676,金盘科技,7181559000
x603013,亚普股份,7188858500
x002798,帝欧家居,7190863900
x002082,万邦德,7202296000
x600055,万东医疗,7209079900
x300598,诚迈科技,7216881800
x600366,宁波韵升,7220530200
x002204,大连重工,7223323900
x600894,广日股份,7223553900
x002488,金固股份,7223805900
x000006,深振业Ａ,7235973400
x688299,长阳科技,7236581300
x600033,福建高速,7245216000
x601882,海天精工,7250580000
x002636,金安国纪,7258160000
x300401,花园生物,7262279600
x002042,华孚时尚,7262615200
x002640,跨境通,7276053000
x688580,伟思医疗,7292589400
x002283,天润工业,7297023600
x300134,大富科技,7298906000
x000676,智度股份,7317867000
x601606,长城军工,7329191400
x300552,万集科技,7335158300
x600335,国机汽车,7342651800
x603181,皇马科技,7348600000
x300951,博硕科技,7359200000
x003013,地铁设计,7360184000
x605183,确成股份,7365380200
x002738,中矿资源,7368020000
x300785,值得买,7370576600
x300441,鲍斯股份,7373668500
x600121,郑州煤电,7383577000
x002665,首航高科,7387677300
x000989,九 芝 堂,7389511000
x300409,道氏技术,7390295400
x603180,金牌厨柜,7390320400
x600020,中原高速,7393853300
x300627,华测导航,7404192700
x002991,甘源食品,7406929900
x002292,奥飞娱乐,7410091000
x300355,蒙草生态,7411598400
x601011,宝泰隆,7414210200
x600278,东方创业,7416643500
x600129,太极集团,7423353600
x000719,中原传媒,7428459200
x605388,均瑶健康,7430400000
x600210,紫江企业,7447174500
x002880,卫光生物,7448760000
x300010,豆神教育,7450225500
x002106,莱宝高科,7453418600
x600231,凌钢股份,7461047500
x000928,中钢国际,7489711100
x600532,未来股份,7498434900
x300439,美康生物,7525416100
x600475,华光环能,7535013100
x603960,克来机电,7541296100
x002672,东江环保,7552904400
x000969,安泰科技,7561679700
x600602,云赛智联,7563234200
x002326,永太科技,7564767100
x002768,国恩股份,7570587500
x300639,凯普生物,7581649300
x002467,二六三,7588961600
x600841,上柴股份,7609536700
x300082,奥克股份,7610298900
x600569,安阳钢铁,7611916700
x601858,中国科传,7612515000
x000631,顺发恒业,7613785000
x002987,京北方,7628249900
x002022,科华生物,7638205100
x300036,超图软件,7641631200
x603995,甬金股份,7642970700
x300829,金丹科技,7678947300
x300225,金力泰,7685415300
x002413,雷科防务,7690217900
x002977,天箭科技,7690540000
x600410,华胜天成,7691203700
x300114,中航电测,7697609300
x000903,云内动力,7705831400
x688219,会通股份,7715965000
x002275,桂林三金,7725718000
x002737,葵花药业,7726320000
x600990,四创电子,7728145800
x300765,新诺威,7736400000
x300659,中孚信息,7741434200
x001896,豫能控股,7743456200
x601588,北辰实业,7744146000
x603300,华铁应急,7745221800
x603368,柳药股份,7748998800
x688788,科思科技,7764919000
x000980,*ST众泰,7765981000
x300415,伊之密,7775460000
x000029,深深房Ａ,7779665400
x603439,贵州三力,7792074000
x601515,东风股份,7792935800
x000058,深 赛 格,7796990900
x002930,宏川智慧,7800983300
x300937,药易购,7813097900
x002061,浙江交科,7813679300
x605005,合兴股份,7819500000
x000810,创维数字,7826339300
x600601,方正科技,7835761600
x688488,艾迪药业,7841400000
x300722,新余国科,7844928000
x605198,德利股份,7845528000
x603693,江苏新能,7848600000
x603601,再升科技,7855455400
x300696,爱乐达,7856941500
x601619,嘉泽新能,7860839000
x603612,索通发展,7871743300
x603686,龙马环卫,7872519700
x600565,迪马股份,7887991800
x002020,京新药业,7894632000
x000910,大亚圣象,7904419900
x002957,科瑞技术,7907278100
x300940,南极光,7928600100
x300596,利安隆,7944153800
x601918,新集能源,7952963300
x000626,远大控股,7959828900
x600199,金种子酒,7965919500
x002891,中宠股份,7968493400
x300208,青岛中程,7974414000
x600491,龙元建设,7985336500
x002884,凌霄泵业,7992213700
x600681,百川能源,8021636100
x300398,飞凯材料,8047385100
x002912,中新赛克,8057072600
x688508,芯朋微,8064072000
x600217,中再资环,8068113300
x002034,旺能环境,8077567900
x000762,西藏矿业,8077906400
x600993,马应龙,8082260500
x300723,一品红,8084978800
x300527,中船应急,8100141300
x688588,凌志软件,8100202600
x300900,广联航空,8102649600
x003009,中天火箭,8113032700
x002489,浙江永强,8115497200
x688018,乐鑫科技,8115893000
x001696,宗申动力,8118240900
x600269,赣粤高速,8127216400
x605338,巴比食品,8129440000
x601208,东材科技,8139547000
x300394,天孚通信,8141564700
x002194,武汉凡谷,8143122800
x000158,常山北明,8152945300
x600073,上海梅林,8158246400
x300267,尔康制药,8167915300
x300672,国科微,8170192400
x688311,盟升电子,8171384200
x600771,广誉远,8172115000
x603530,神马电力,8192911200
x600054,黄山旅游,8198224900
x603377,东方时尚,8200709300
x000019,深粮控股,8206051000
x003037,三和管桩,8212536300
x002697,红旗连锁,8228000000
x600189,泉阳泉,8231926800
x000566,海南海药,8242992100
x000732,泰禾集团,8263152800
x002367,康力电梯,8263681800
x603279,景津环保,8267826500
x300131,英唐智控,8320915600
x600869,远东股份,8322572800
x600481,双良节能,8324708600
x600400,红豆股份,8334415200
x002876,三利谱,8340384000
x688330,宏力达,8345000000
x688313,仕佳光子-U,8345614300
x601702,华峰铝业,8347715800
x300116,保力新,8348111300
x000839,中信国安,8349230100
x003021,兆威机电,8350127600
x600804,鹏博士,8350858800
x600575,淮河能源,8355461300
x002641,永高股份,8388256500
x600163,中闽能源,8395835900
x600550,保变电气,8397369900
x300443,金雷股份,8404904400
x000536,*ST华映,8408739700
x002126,银轮股份,8412050000
x603711,香飘飘,8416466600
x601001,晋控煤业,8418711000
x002130,沃尔核材,8422222000
x000657,中钨高新,8423780600
x603098,森特股份,8438748800
x300738,奥飞数据,8449188600
x688127,蓝特光学,8451688100
x603068,博通集成,8452378800
x300101,振芯科技,8454847800
x002990,盛视科技,8458080000
x002761,多喜爱,8466893000
x600072,中船科技,8474236200
x600328,中盐化工,8475331600
x002051,中工国际,8476251200
x300602,飞荣达,8483265800
x002838,道恩股份,8494350400
x300762,上海瀚讯,8503720200
x601069,西部黄金,8522400000
x002043,兔 宝 宝,8530063600
x003006,百亚股份,8542722700
x600662,强生控股,8553301000
x300846,首都在线,8559491700
x605199,葫芦娃,8562327300
x600093,易见股份,8575498900
x300487,蓝晓科技,8582975100
x603256,宏和科技,8584884000
x300138,晨光生物,8586977700
x603997,继峰股份,8598657000
x600197,伊力特,8614913100
x002400,省广集团,8629518800
x600260,凯乐科技,8645561200
x000796,凯撒旅业,8648312800
x002226,江南化工,8655443100
x600640,号百控股,8657171800
x600017,日照港,8673344000
x603387,基蛋生物,8687574900
x000950,重药控股,8692769000
x688399,硕世生物,8696277000
x002970,锐明技术,8697024000
x002973,侨银股份,8704458000
x000893,亚钾国际,8711956700
x601968,宝钢包装,8712926600
x000560,我爱我家,8715353100
x600817,ST宏盛,8727355100
x002913,奥士康,8731393600
x300232,洲明科技,8732238400
x002979,雷赛智能,8740160000
x600748,上实发展,8743228100
x603323,苏农银行,8744883700
x600058,五矿发展,8757510500
x605222,起帆电缆,8784719400
x300867,圣元环保,8788105700
x002647,仁东控股,8791005400
x601886,江河集团,8805401500
x300182,捷成股份,8806366000
x603033,三维股份,8822037900
x600428,中远海特,8822734700
