Index,code1,上市公司简称,门类名称及代码,行业大类代码,行业大类名称,
1,x000998,隆平高科,农、林、牧、渔业(A),1,农业,
2,x002041,登海种业,农、林、牧、渔业(A),1,农业,
3,x002772,众兴菌业,农、林、牧、渔业(A),1,农业,
4,x300087,荃银高科,农、林、牧、渔业(A),1,农业,
5,x300189,神农科技,农、林、牧、渔业(A),1,农业,
6,x300511,雪榕生物,农、林、牧、渔业(A),1,农业,
7,x600108,亚盛集团,农、林、牧、渔业(A),1,农业,
8,x600313,农发种业,农、林、牧、渔业(A),1,农业,
9,x600354,*ST敦种,农、林、牧、渔业(A),1,农业,
10,x600359,新农开发,农、林、牧、渔业(A),1,农业,
11,x600371,万向德农,农、林、牧、渔业(A),1,农业,
12,x600506,香梨股份,农、林、牧、渔业(A),1,农业,
13,x600540,新赛股份,农、林、牧、渔业(A),1,农业,
14,x600598,北大荒,农、林、牧、渔业(A),1,农业,
15,x601118,海南橡胶,农、林、牧、渔业(A),1,农业,
16,x000592,平潭发展,农、林、牧、渔业(A),2,林业,
17,x002200,ST云投,农、林、牧、渔业(A),2,林业,
18,x002679,福建金森,农、林、牧、渔业(A),2,林业,
19,x600265,ST景谷,农、林、牧、渔业(A),2,林业,
20,x000735,罗牛山,农、林、牧、渔业(A),3,畜牧业,
21,x002234,民和股份,农、林、牧、渔业(A),3,畜牧业,
22,x002299,圣农发展,农、林、牧、渔业(A),3,畜牧业,
23,x002321,华英农业,农、林、牧、渔业(A),3,畜牧业,
24,x002458,益生股份,农、林、牧、渔业(A),3,畜牧业,
25,x002714,牧原股份,农、林、牧、渔业(A),3,畜牧业,
26,x002746,仙坛股份,农、林、牧、渔业(A),3,畜牧业,
27,x002982,湘佳股份,农、林、牧、渔业(A),3,畜牧业,
28,x300106,西部牧业,农、林、牧、渔业(A),3,畜牧业,
29,x300313,天山生物,农、林、牧、渔业(A),3,畜牧业,
30,x300498,温氏股份,农、林、牧、渔业(A),3,畜牧业,
31,x300761,立华股份,农、林、牧、渔业(A),3,畜牧业,
32,x600975,新五丰,农、林、牧、渔业(A),3,畜牧业,
33,x603477,巨星农牧,农、林、牧、渔业(A),3,畜牧业,
34,x000798,中水渔业,农、林、牧、渔业(A),4,渔业,
35,x002069,獐子岛,农、林、牧、渔业(A),4,渔业,
36,x002086,*ST东洋,农、林、牧、渔业(A),4,渔业,
37,x002696,百洋股份,农、林、牧、渔业(A),4,渔业,
38,x200992,中鲁B,农、林、牧、渔业(A),4,渔业,
39,x300094,国联水产,农、林、牧、渔业(A),4,渔业,
40,x600097,开创国际,农、林、牧、渔业(A),4,渔业,
41,x600257,大湖股份,农、林、牧、渔业(A),4,渔业,
42,x600467,好当家,农、林、牧、渔业(A),4,渔业,
43,x000713,丰乐种业,农、林、牧、渔业(A),5,农、林、牧、渔服务业,
44,x000552,靖远煤电,采矿业（B),6,煤炭开采和洗选业,
45,x000780,*ST平能,采矿业（B),6,煤炭开采和洗选业,
46,x000937,冀中能源,采矿业（B),6,煤炭开采和洗选业,
47,x000983,山西焦煤,采矿业（B),6,煤炭开采和洗选业,
48,x002128,露天煤业,采矿业（B),6,煤炭开采和洗选业,
49,x600121,郑州煤电,采矿业（B),6,煤炭开采和洗选业,
50,x600123,兰花科创,采矿业（B),6,煤炭开采和洗选业,
51,x600188,兖州煤业,采矿业（B),6,煤炭开采和洗选业,
52,x600348,阳泉煤业,采矿业（B),6,煤炭开采和洗选业,
53,x600395,盘江股份,采矿业（B),6,煤炭开采和洗选业,
54,x600397,安源煤业,采矿业（B),6,煤炭开采和洗选业,
55,x600403,大有能源,采矿业（B),6,煤炭开采和洗选业,
56,x600508,上海能源,采矿业（B),6,煤炭开采和洗选业,
57,x600758,辽宁能源,采矿业（B),6,煤炭开采和洗选业,
58,x600971,恒源煤电,采矿业（B),6,煤炭开采和洗选业,
59,x600985,淮北矿业,采矿业（B),6,煤炭开采和洗选业,
60,x601001,晋控煤业,采矿业（B),6,煤炭开采和洗选业,
61,x601088,中国神华,采矿业（B),6,煤炭开采和洗选业,
62,x601101,昊华能源,采矿业（B),6,煤炭开采和洗选业,
63,x601225,陕西煤业,采矿业（B),6,煤炭开采和洗选业,
64,x601666,平煤股份,采矿业（B),6,煤炭开采和洗选业,
65,x601699,潞安环能,采矿业（B),6,煤炭开采和洗选业,
66,x601898,中煤能源,采矿业（B),6,煤炭开采和洗选业,
67,x601918,新集能源,采矿业（B),6,煤炭开采和洗选业,
68,x900948,伊泰B股,采矿业（B),6,煤炭开采和洗选业,
69,x000968,蓝焰控股,采矿业（B),7,石油和天然气开采业,
70,x300483,首华燃气,采矿业（B),7,石油和天然气开采业,
71,x600028,中国石化,采矿业（B),7,石油和天然气开采业,
72,x600256,广汇能源,采矿业（B),7,石油和天然气开采业,
73,x600759,洲际油气,采矿业（B),7,石油和天然气开采业,
74,x600777,新潮能源,采矿业（B),7,石油和天然气开采业,
75,x601857,中国石油,采矿业（B),7,石油和天然气开采业,
76,x000655,金岭矿业,采矿业（B),8,黑色金属矿采选业,
77,x000762,西藏矿业,采矿业（B),8,黑色金属矿采选业,
78,x000923,河钢资源,采矿业（B),8,黑色金属矿采选业,
79,x002978,安宁股份,采矿业（B),8,黑色金属矿采选业,
80,x600532,宏达矿业,采矿业（B),8,黑色金属矿采选业,
81,x601969,海南矿业,采矿业（B),8,黑色金属矿采选业,
82,x000426,兴业矿业,采矿业（B),9,有色金属矿采选业,
83,x000506,中润资源,采矿业（B),9,有色金属矿采选业,
84,x000603,盛达资源,采矿业（B),9,有色金属矿采选业,
85,x000688,国城矿业,采矿业（B),9,有色金属矿采选业,
86,x000758,中色股份,采矿业（B),9,有色金属矿采选业,
87,x000975,银泰黄金,采矿业（B),9,有色金属矿采选业,
88,x002155,湖南黄金,采矿业（B),9,有色金属矿采选业,
89,x600259,广晟有色,采矿业（B),9,有色金属矿采选业,
90,x600311,*ST荣华,采矿业（B),9,有色金属矿采选业,
91,x600338,西藏珠峰,采矿业（B),9,有色金属矿采选业,
92,x600489,中金黄金,采矿业（B),9,有色金属矿采选业,
93,x600497,驰宏锌锗,采矿业（B),9,有色金属矿采选业,
94,x600547,山东黄金,采矿业（B),9,有色金属矿采选业,
95,x600711,盛屯矿业,采矿业（B),9,有色金属矿采选业,
96,x600766,园城黄金,采矿业（B),9,有色金属矿采选业,
97,x600988,赤峰黄金,采矿业（B),9,有色金属矿采选业,
98,x601020,华钰矿业,采矿业（B),9,有色金属矿采选业,
99,x601069,西部黄金,采矿业（B),9,有色金属矿采选业,
100,x601168,西部矿业,采矿业（B),9,有色金属矿采选业,
101,x601899,紫金矿业,采矿业（B),9,有色金属矿采选业,
102,x601958,金钼股份,采矿业（B),9,有色金属矿采选业,
103,x603993,洛阳钼业,采矿业（B),9,有色金属矿采选业,
104,x603505,金石资源,采矿业（B),10,非金属矿采选业,
105,x002207,准油股份,采矿业（B),11,开采辅助活动,
106,x002554,惠博普,采矿业（B),11,开采辅助活动,
107,x002629,ST仁智,采矿业（B),11,开采辅助活动,
108,x002683,宏大爆破,采矿业（B),11,开采辅助活动,
109,x002828,贝肯能源,采矿业（B),11,开采辅助活动,
110,x300084,海默科技,采矿业（B),11,开采辅助活动,
111,x300157,恒泰艾普,采矿业（B),11,开采辅助活动,
112,x300164,通源石油,采矿业（B),11,开采辅助活动,
113,x300191,潜能恒信,采矿业（B),11,开采辅助活动,
114,x600339,中油工程,采矿业（B),11,开采辅助活动,
115,x600583,海油工程,采矿业（B),11,开采辅助活动,
116,x600871,石化油服,采矿业（B),11,开采辅助活动,
117,x600968,海油发展,采矿业（B),11,开采辅助活动,
118,x601808,中海油服,采矿业（B),11,开采辅助活动,
119,x603619,中曼石油,采矿业（B),11,开采辅助活动,
120,x603727,博迈科,采矿业（B),11,开采辅助活动,
121,x603979,金诚信,采矿业（B),11,开采辅助活动,
122,x000048,京基智农,制造业（C）,13,农副食品加工业,
123,x000505,京粮控股,制造业（C）,13,农副食品加工业,
124,x000529,广弘控股,制造业（C）,13,农副食品加工业,
125,x000639,西王食品,制造业（C）,13,农副食品加工业,
126,x000702,正虹科技,制造业（C）,13,农副食品加工业,
127,x000876,新希望,制造业（C）,13,农副食品加工业,
128,x000895,双汇发展,制造业（C）,13,农副食品加工业,
129,x000911,南宁糖业,制造业（C）,13,农副食品加工业,
130,x000972,ST中基,制造业（C）,13,农副食品加工业,
131,x002100,天康生物,制造业（C）,13,农副食品加工业,
132,x002124,天邦股份,制造业（C）,13,农副食品加工业,
133,x002157,正邦科技,制造业（C）,13,农副食品加工业,
134,x002286,保龄宝,制造业（C）,13,农副食品加工业,
135,x002311,海大集团,制造业（C）,13,农副食品加工业,
136,x002330,得利斯,制造业（C）,13,农副食品加工业,
137,x002385,大北农,制造业（C）,13,农副食品加工业,
138,x002515,金字火腿,制造业（C）,13,农副食品加工业,
139,x002548,金新农,制造业（C）,13,农副食品加工业,
140,x002557,洽洽食品,制造业（C）,13,农副食品加工业,
141,x002567,唐人神,制造业（C）,13,农副食品加工业,
142,x002582,好想你,制造业（C）,13,农副食品加工业,
143,x002695,煌上煌,制造业（C）,13,农副食品加工业,
144,x002702,海欣食品,制造业（C）,13,农副食品加工业,
145,x002726,龙大肉食,制造业（C）,13,农副食品加工业,
146,x002840,华统股份,制造业（C）,13,农副食品加工业,
147,x002852,道道全,制造业（C）,13,农副食品加工业,
148,x002891,中宠股份,制造业（C）,13,农副食品加工业,
149,x002991,甘源食品,制造业（C）,13,农副食品加工业,
150,x003000,华文食品,制造业（C）,13,农副食品加工业,
151,x300138,晨光生物,制造业（C）,13,农副食品加工业,
152,x300175,朗源股份,制造业（C）,13,农副食品加工业,
153,x300268,佳沃股份,制造业（C）,13,农副食品加工业,
154,x300673,佩蒂股份,制造业（C）,13,农副食品加工业,
155,x300999,金龙鱼,制造业（C）,13,农副食品加工业,
156,x600127,金健米业,制造业（C）,13,农副食品加工业,
157,x600191,华资实业,制造业（C）,13,农副食品加工业,
158,x600251,冠农股份,制造业（C）,13,农副食品加工业,
159,x600275,ST昌鱼,制造业（C）,13,农副食品加工业,
160,x600438,通威股份,制造业（C）,13,农副食品加工业,
161,x600737,中粮糖业,制造业（C）,13,农副食品加工业,
162,x600811,东方集团,制造业（C）,13,农副食品加工业,
163,x600965,福成股份,制造业（C）,13,农副食品加工业,
164,x601952,苏垦农发,制造业（C）,13,农副食品加工业,
165,x603336,宏辉果蔬,制造业（C）,13,农副食品加工业,
166,x603345,安井食品,制造业（C）,13,农副食品加工业,
167,x603363,傲农生物,制造业（C）,13,农副食品加工业,
168,x603517,绝味食品,制造业（C）,13,农副食品加工业,
169,x603536,惠发食品,制造业（C）,13,农副食品加工业,
170,x603609,禾丰牧业,制造业（C）,13,农副食品加工业,
171,x603668,天马科技,制造业（C）,13,农副食品加工业,
172,x000716,黑芝麻,制造业（C）,14,食品制造业,
173,x002053,云南能投,制造业（C）,14,食品制造业,
174,x002216,三全食品,制造业（C）,14,食品制造业,
175,x002329,皇氏集团,制造业（C）,14,食品制造业,
176,x002481,双塔食品,制造业（C）,14,食品制造业,
177,x002495,佳隆股份,制造业（C）,14,食品制造业,
178,x002507,涪陵榨菜,制造业（C）,14,食品制造业,
179,x002570,贝因美,制造业（C）,14,食品制造业,
180,x002597,金禾实业,制造业（C）,14,食品制造业,
181,x002626,金达威,制造业（C）,14,食品制造业,
182,x002650,ST加加,制造业（C）,14,食品制造业,
183,x002661,克明面业,制造业（C）,14,食品制造业,
184,x002719,*ST麦趣,制造业（C）,14,食品制造业,
185,x002732,燕塘乳业,制造业（C）,14,食品制造业,
186,x002770,ST科迪,制造业（C）,14,食品制造业,
187,x002820,桂发祥,制造业（C）,14,食品制造业,
188,x002847,盐津铺子,制造业（C）,14,食品制造业,
189,x002910,庄园牧场,制造业（C）,14,食品制造业,
190,x002946,新乳业,制造业（C）,14,食品制造业,
191,x002956,西麦食品,制造业（C）,14,食品制造业,
192,x300146,汤臣倍健,制造业（C）,14,食品制造业,
193,x300401,花园生物,制造业（C）,14,食品制造业,
194,x300765,新诺威,制造业（C）,14,食品制造业,
195,x300791,仙乐健康,制造业（C）,14,食品制造业,
196,x300829,金丹科技,制造业（C）,14,食品制造业,
197,x300858,科拓生物,制造业（C）,14,食品制造业,
198,x300898,熊猫乳品,制造业（C）,14,食品制造业,
199,x300908,仲景食品,制造业（C）,14,食品制造业,
200,x300915,海融科技,制造业（C）,14,食品制造业,
201,x600073,上海梅林,制造业（C）,14,食品制造业,
202,x600186,莲花健康,制造业（C）,14,食品制造业,
203,x600298,安琪酵母,制造业（C）,14,食品制造业,
204,x600305,恒顺醋业,制造业（C）,14,食品制造业,
205,x600381,青海春天,制造业（C）,14,食品制造业,
206,x600419,天润乳业,制造业（C）,14,食品制造业,
207,x600429,三元股份,制造业（C）,14,食品制造业,
208,x600597,光明乳业,制造业（C）,14,食品制造业,
209,x600784,鲁银投资,制造业（C）,14,食品制造业,
210,x600866,星湖科技,制造业（C）,14,食品制造业,
211,x600872,中炬高新,制造业（C）,14,食品制造业,
212,x600873,梅花生物,制造业（C）,14,食品制造业,
213,x600882,妙可蓝多,制造业（C）,14,食品制造业,
214,x600887,伊利股份,制造业（C）,14,食品制造业,
215,x600929,雪天盐业,制造业（C）,14,食品制造业,
216,x603020,爱普股份,制造业（C）,14,食品制造业,
217,x603027,千禾味业,制造业（C）,14,食品制造业,
218,x603043,广州酒家,制造业（C）,14,食品制造业,
219,x603079,圣达生物,制造业（C）,14,食品制造业,
220,x603288,海天味业,制造业（C）,14,食品制造业,
221,x603299,苏盐井神,制造业（C）,14,食品制造业,
222,x603317,天味食品,制造业（C）,14,食品制造业,
223,x603696,安记食品,制造业（C）,14,食品制造业,
224,x603697,有友食品,制造业（C）,14,食品制造业,
225,x603739,蔚蓝生物,制造业（C）,14,食品制造业,
226,x603755,日辰股份,制造业（C）,14,食品制造业,
227,x603866,桃李面包,制造业（C）,14,食品制造业,
228,x603886,元祖股份,制造业（C）,14,食品制造业,
229,x605338,巴比食品,制造业（C）,14,食品制造业,
230,x688089,嘉必优,制造业（C）,14,食品制造业,
231,x000568,泸州老窖,制造业（C）,15,酒、饮料和精制茶制造业,
232,x000596,古井贡酒,制造业（C）,15,酒、饮料和精制茶制造业,
233,x000729,燕京啤酒,制造业（C）,15,酒、饮料和精制茶制造业,
234,x000752,*ST西发,制造业（C）,15,酒、饮料和精制茶制造业,
235,x000799,酒鬼酒,制造业（C）,15,酒、饮料和精制茶制造业,
236,x000848,承德露露,制造业（C）,15,酒、饮料和精制茶制造业,
237,x000858,五粮液,制造业（C）,15,酒、饮料和精制茶制造业,
238,x000860,顺鑫农业,制造业（C）,15,酒、饮料和精制茶制造业,
239,x000869,张裕A,制造业（C）,15,酒、饮料和精制茶制造业,
240,x000929,兰州黄河,制造业（C）,15,酒、饮料和精制茶制造业,
241,x000995,皇台酒业,制造业（C）,15,酒、饮料和精制茶制造业,
242,x002304,洋河股份,制造业（C）,15,酒、饮料和精制茶制造业,
243,x002461,珠江啤酒,制造业（C）,15,酒、饮料和精制茶制造业,
244,x002568,百润股份,制造业（C）,15,酒、饮料和精制茶制造业,
245,x002646,青青稞酒,制造业（C）,15,酒、饮料和精制茶制造业,
246,x600059,古越龙山,制造业（C）,15,酒、饮料和精制茶制造业,
247,x600084,ST中葡,制造业（C）,15,酒、饮料和精制茶制造业,
248,x600132,重庆啤酒,制造业（C）,15,酒、饮料和精制茶制造业,
249,x600189,泉阳泉,制造业（C）,15,酒、饮料和精制茶制造业,
250,x600197,伊力特,制造业（C）,15,酒、饮料和精制茶制造业,
251,x600199,金种子酒,制造业（C）,15,酒、饮料和精制茶制造业,
252,x600238,ST椰岛,制造业（C）,15,酒、饮料和精制茶制造业,
253,x600300,维维股份,制造业（C）,15,酒、饮料和精制茶制造业,
254,x600365,ST通葡,制造业（C）,15,酒、饮料和精制茶制造业,
255,x600519,贵州茅台,制造业（C）,15,酒、饮料和精制茶制造业,
256,x600543,莫高股份,制造业（C）,15,酒、饮料和精制茶制造业,
257,x600559,老白干酒,制造业（C）,15,酒、饮料和精制茶制造业,
258,x600573,惠泉啤酒,制造业（C）,15,酒、饮料和精制茶制造业,
259,x600600,青岛啤酒,制造业（C）,15,酒、饮料和精制茶制造业,
260,x600616,金枫酒业,制造业（C）,15,酒、饮料和精制茶制造业,
261,x600702,ST舍得,制造业（C）,15,酒、饮料和精制茶制造业,
262,x600779,水井坊,制造业（C）,15,酒、饮料和精制茶制造业,
263,x600809,山西汾酒,制造业（C）,15,酒、饮料和精制茶制造业,
264,x600962,国投中鲁,制造业（C）,15,酒、饮料和精制茶制造业,
265,x601579,会稽山,制造业（C）,15,酒、饮料和精制茶制造业,
266,x603156,养元饮品,制造业（C）,15,酒、饮料和精制茶制造业,
267,x603198,迎驾贡酒,制造业（C）,15,酒、饮料和精制茶制造业,
268,x603369,今世缘,制造业（C）,15,酒、饮料和精制茶制造业,
269,x603589,口子窖,制造业（C）,15,酒、饮料和精制茶制造业,
270,x603711,香飘飘,制造业（C）,15,酒、饮料和精制茶制造业,
271,x603779,ST威龙,制造业（C）,15,酒、饮料和精制茶制造业,
272,x603919,金徽酒,制造业（C）,15,酒、饮料和精制茶制造业,
273,x605198,德利股份,制造业（C）,15,酒、饮料和精制茶制造业,
274,x605388,均瑶健康,制造业（C）,15,酒、饮料和精制茶制造业,
275,x000611,ST天首,制造业（C）,17,纺织业,
276,x000726,鲁泰A,制造业（C）,17,纺织业,
277,x000850,华茂股份,制造业（C）,17,纺织业,
278,x000955,欣龙控股,制造业（C）,17,纺织业,
279,x000982,*ST中绒,制造业（C）,17,纺织业,
280,x002042,华孚时尚,制造业（C）,17,纺织业,
281,x002083,孚日股份,制造业（C）,17,纺织业,
282,x002087,新野纺织,制造业（C）,17,纺织业,
283,x002144,宏达高科,制造业（C）,17,纺织业,
284,x002193,如意集团,制造业（C）,17,纺织业,
285,x002293,罗莱生活,制造业（C）,17,纺织业,
286,x002327,富安娜,制造业（C）,17,纺织业,
287,x002394,联发股份,制造业（C）,17,纺织业,
288,x002397,梦洁股份,制造业（C）,17,纺织业,
289,x002516,旷达科技,制造业（C）,17,纺织业,
290,x300577,开润股份,制造业（C）,17,纺织业,
291,x300658,延江股份,制造业（C）,17,纺织业,
292,x300819,聚杰微纤,制造业（C）,17,纺织业,
293,x300877,金春股份,制造业（C）,17,纺织业,
294,x300888,稳健医疗,制造业（C）,17,纺织业,
295,x600156,华升股份,制造业（C）,17,纺织业,
296,x600220,江苏阳光,制造业（C）,17,纺织业,
297,x600232,金鹰股份,制造业（C）,17,纺织业,
298,x600448,华纺股份,制造业（C）,17,纺织业,
299,x600493,凤竹纺织,制造业（C）,17,纺织业,
300,x600630,龙头股份,制造业（C）,17,纺织业,
301,x600689,上海三毛,制造业（C）,17,纺织业,
302,x600987,航民股份,制造业（C）,17,纺织业,
303,x601339,百隆东方,制造业（C）,17,纺织业,
304,x601599,鹿港文化,制造业（C）,17,纺织业,
305,x603055,台华新材,制造业（C）,17,纺织业,
306,x603238,诺邦股份,制造业（C）,17,纺织业,
307,x603365,水星家纺,制造业（C）,17,纺织业,
308,x603558,健盛集团,制造业（C）,17,纺织业,
309,x603665,康隆达,制造业（C）,17,纺织业,
310,x603889,新澳股份,制造业（C）,17,纺织业,
311,x605003,众望布艺,制造业（C）,17,纺织业,
312,x002003,伟星股份,制造业（C）,18,纺织服装、服饰业,
313,x002029,七匹狼,制造业（C）,18,纺织服装、服饰业,
314,x002154,报喜鸟,制造业（C）,18,纺织服装、服饰业,
315,x002269,美邦服饰,制造业（C）,18,纺织服装、服饰业,
316,x002291,星期六,制造业（C）,18,纺织服装、服饰业,
317,x002404,嘉欣丝绸,制造业（C）,18,纺织服装、服饰业,
318,x002486,嘉麟杰,制造业（C）,18,纺织服装、服饰业,
319,x002503,搜于特,制造业（C）,18,纺织服装、服饰业,
320,x002563,森马服饰,制造业（C）,18,纺织服装、服饰业,
321,x002569,ST步森,制造业（C）,18,纺织服装、服饰业,
322,x002612,朗姿股份,制造业（C）,18,纺织服装、服饰业,
323,x002634,棒杰股份,制造业（C）,18,纺织服装、服饰业,
324,x002656,ST摩登,制造业（C）,18,纺织服装、服饰业,
325,x002687,乔治白,制造业（C）,18,纺织服装、服饰业,
326,x002740,爱迪尔,制造业（C）,18,纺织服装、服饰业,
327,x002762,金发拉比,制造业（C）,18,纺织服装、服饰业,
328,x002763,汇洁股份,制造业（C）,18,纺织服装、服饰业,
329,x002832,比音勒芬,制造业（C）,18,纺织服装、服饰业,
330,x002875,安奈儿,制造业（C）,18,纺织服装、服饰业,
331,x003016,欣贺股份,制造业（C）,18,纺织服装、服饰业,
332,x300005,探路者,制造业（C）,18,纺织服装、服饰业,
333,x300840,酷特智能,制造业（C）,18,纺织服装、服饰业,
334,x600107,美尔雅,制造业（C）,18,纺织服装、服饰业,
335,x600137,浪莎股份,制造业（C）,18,纺织服装、服饰业,
336,x600146,*ST环球,制造业（C）,18,纺织服装、服饰业,
337,x600177,雅戈尔,制造业（C）,18,纺织服装、服饰业,
338,x600398,海澜之家,制造业（C）,18,纺织服装、服饰业,
339,x600400,红豆股份,制造业（C）,18,纺织服装、服饰业,
340,x601566,九牧王,制造业（C）,18,纺织服装、服饰业,
341,x601718,际华集团,制造业（C）,18,纺织服装、服饰业,
342,x603157,*ST拉夏,制造业（C）,18,纺织服装、服饰业,
343,x603196,日播时尚,制造业（C）,18,纺织服装、服饰业,
344,x603518,锦泓集团,制造业（C）,18,纺织服装、服饰业,
345,x603555,*ST贵人,制造业（C）,18,纺织服装、服饰业,
346,x603587,地素时尚,制造业（C）,18,纺织服装、服饰业,
347,x603808,歌力思,制造业（C）,18,纺织服装、服饰业,
348,x603839,安正时尚,制造业（C）,18,纺织服装、服饰业,
349,x603877,太平鸟,制造业（C）,18,纺织服装、服饰业,
350,x603908,牧高笛,制造业（C）,18,纺织服装、服饰业,
351,x002494,华斯股份,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
352,x002674,兴业科技,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
353,x300591,万里马,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
354,x600439,瑞贝卡,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
355,x600735,新华锦,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
356,x603001,奥康国际,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
357,x603116,红蜻蜓,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
358,x603557,起步股份,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
359,x603608,天创时尚,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
360,x603958,哈森股份,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
361,x605068,明新旭腾,制造业（C）,19,皮革、毛皮、羽毛及其制品和制鞋业,
362,x000910,大亚圣象,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
363,x002043,兔宝宝,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
364,x002631,德尔未来,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
365,x600076,康欣新材,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
366,x600321,正源股份,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
367,x601996,丰林集团,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
368,x603226,菲林格尔,制造业（C）,20,木材加工及木、竹、藤、棕、草制品业,
369,x000663,*ST永林,制造业（C）,21,家具制造业,
370,x002489,浙江永强,制造业（C）,21,家具制造业,
371,x002572,索菲亚,制造业（C）,21,家具制造业,
372,x002751,易尚展示,制造业（C）,21,家具制造业,
373,x002853,皮阿诺,制造业（C）,21,家具制造业,
374,x300616,尚品宅配,制造业（C）,21,家具制造业,
375,x300729,乐歌股份,制造业（C）,21,家具制造业,
376,x300749,顶固集创,制造业（C）,21,家具制造业,
377,x600978,*ST宜生,制造业（C）,21,家具制造业,
378,x603008,喜临门,制造业（C）,21,家具制造业,
379,x603180,金牌厨柜,制造业（C）,21,家具制造业,
380,x603208,江山欧派,制造业（C）,21,家具制造业,
381,x603313,梦百合,制造业（C）,21,家具制造业,
382,x603326,我乐家居,制造业（C）,21,家具制造业,
383,x603389,*ST亚振,制造业（C）,21,家具制造业,
384,x603600,永艺股份,制造业（C）,21,家具制造业,
385,x603610,麒盛科技,制造业（C）,21,家具制造业,
386,x603661,恒林股份,制造业（C）,21,家具制造业,
387,x603709,中源家居,制造业（C）,21,家具制造业,
388,x603801,志邦家居,制造业（C）,21,家具制造业,
389,x603816,顾家家居,制造业（C）,21,家具制造业,
390,x603818,曲美家居,制造业（C）,21,家具制造业,
391,x603833,欧派家居,制造业（C）,21,家具制造业,
392,x603898,好莱客,制造业（C）,21,家具制造业,
393,x000488,晨鸣纸业,制造业（C）,22,造纸及纸制品业,
394,x000815,美利云,制造业（C）,22,造纸及纸制品业,
395,x002012,凯恩股份,制造业（C）,22,造纸及纸制品业,
396,x002067,景兴纸业,制造业（C）,22,造纸及纸制品业,
397,x002078,太阳纸业,制造业（C）,22,造纸及纸制品业,
398,x002228,合兴包装,制造业（C）,22,造纸及纸制品业,
399,x002303,美盈森,制造业（C）,22,造纸及纸制品业,
400,x002511,中顺洁柔,制造业（C）,22,造纸及纸制品业,
401,x002521,齐峰新材,制造业（C）,22,造纸及纸制品业,
402,x002565,顺灏股份,制造业（C）,22,造纸及纸制品业,
403,x002799,环球印务,制造业（C）,22,造纸及纸制品业,
404,x002831,裕同科技,制造业（C）,22,造纸及纸制品业,
405,x003006,百亚股份,制造业（C）,22,造纸及纸制品业,
406,x200986,粤华包B,制造业（C）,22,造纸及纸制品业,
407,x300883,龙利得,制造业（C）,22,造纸及纸制品业,
408,x600103,青山纸业,制造业（C）,22,造纸及纸制品业,
409,x600235,民丰特纸,制造业（C）,22,造纸及纸制品业,
410,x600308,华泰股份,制造业（C）,22,造纸及纸制品业,
411,x600356,恒丰纸业,制造业（C）,22,造纸及纸制品业,
412,x600433,冠豪高新,制造业（C）,22,造纸及纸制品业,
413,x600567,山鹰国际,制造业（C）,22,造纸及纸制品业,
414,x600793,宜宾纸业,制造业（C）,22,造纸及纸制品业,
415,x600963,岳阳林纸,制造业（C）,22,造纸及纸制品业,
416,x600966,博汇纸业,制造业（C）,22,造纸及纸制品业,
417,x603022,新通联,制造业（C）,22,造纸及纸制品业,
418,x603165,荣晟环保,制造业（C）,22,造纸及纸制品业,
419,x603607,京华激光,制造业（C）,22,造纸及纸制品业,
420,x603687,大胜达,制造业（C）,22,造纸及纸制品业,
421,x603733,仙鹤股份,制造业（C）,22,造纸及纸制品业,
422,x603863,松炀资源,制造业（C）,22,造纸及纸制品业,
423,x605007,五洲特纸,制造业（C）,22,造纸及纸制品业,
424,x605009,豪悦护理,制造业（C）,22,造纸及纸制品业,
425,x000695,滨海能源,制造业（C）,23,印刷和记录媒介复制业,
426,x000812,陕西金叶,制造业（C）,23,印刷和记录媒介复制业,
427,x002117,东港股份,制造业（C）,23,印刷和记录媒介复制业,
428,x002191,劲嘉股份,制造业（C）,23,印刷和记录媒介复制业,
429,x002229,鸿博股份,制造业（C）,23,印刷和记录媒介复制业,
430,x002599,盛通股份,制造业（C）,23,印刷和记录媒介复制业,
431,x002836,新宏泽,制造业（C）,23,印刷和记录媒介复制业,
432,x002951,金时科技,制造业（C）,23,印刷和记录媒介复制业,
433,x003003,天元股份,制造业（C）,23,印刷和记录媒介复制业,
434,x600836,*ST界龙,制造业（C）,23,印刷和记录媒介复制业,
435,x601515,东风股份,制造业（C）,23,印刷和记录媒介复制业,
